Date/Time,Outside temperature,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),West zone heating power,East zone heating power,WEST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 08/29  15:00:00,14.4,20.9050638,21.03298924,43.20278664,21.13102414,43.20278664,21.13102414,0,0
 08/29  16:00:00,15,20.92840228,21.07940328,34.41702776,11.4919706,34.41702776,11.4919706,0,0
 08/29  17:00:00,16.1,20.94038024,21.10383524,26.21392125,3.755655565,26.21392125,3.755655565,0,0
 08/29  18:00:00,15.6,20.82469981,20.99243139,43.42636435,17.02055156,43.42636435,17.02055156,0,0
 08/29  19:00:00,15,20.72397041,20.89795878,78.98973199,59.66090085,78.98973199,59.66090085,0,0
 08/29  20:00:00,14.4,20.62131688,20.78867968,102.1512672,92.01719158,102.1512672,92.01719158,0,0
 08/29  21:00:00,14.4,20.54555016,20.7067153,107.8361599,100.2509938,107.8361599,100.2509938,0,0
 08/29  22:00:00,14.4,20.47538973,20.62971321,109.8136531,103.7001711,109.8136531,103.7001711,0,0
 08/29  23:00:00,13.9,20.37338525,20.51958921,121.1491346,118.1707287,121.1491346,118.1707287,0,0
 08/29  24:00:00,14.4,20.29395534,20.43270221,132.8973845,132.7133879,132.8973845,132.7133879,0,0
 08/30  01:00:00,14.4,20.21601764,20.34764196,138.044006,139.6345514,138.044006,139.6345514,0,0
 08/30  02:00:00,14.4,20.13142262,20.25658289,143.4737287,146.9625664,143.4737287,146.9625664,0,0
 08/30  03:00:00,14.4,20.02954785,20.14760085,153.6449508,161.1680811,157.7366524,161.1680811,4.091701602,0
 08/30  04:00:00,14.4,19.93264022,20.04261841,156.5286997,175.2559104,172.7256805,176.6485036,16.19698084,1.392593203
 08/30  05:00:00,15,19.87301131,19.97623128,147.8694275,165.4835823,177.4774246,182.7633522,29.60799705,17.27976989
 08/30  06:00:00,15,19.69294989,19.78706093,164.5217192,183.5248584,202.3182165,210.5699212,37.79649735,27.04506282
 08/30  07:00:00,16.1,19.81106333,19.90397364,123.2378295,137.0972477,182.6881833,188.9505774,59.45035388,51.85332974
 08/30  08:00:00,17.8,20.20318821,20.30327877,23.21567102,24.2138044,81.6803102,76.30698468,58.46463918,52.09318028
 08/30  09:00:00,20,20.53642644,20.6479014,-20.09467688,-10.67564562,0,0,20.09467688,10.67564562
 08/30  10:00:00,20.6,20.93536323,21.06560493,0,0,0,0,0,0
 08/30  11:00:00,22.8,21.63869138,21.7403063,88.89509453,0,88.89509453,0,0,0
 08/30  12:00:00,26.1,21.81324735,21.87379609,62.44016393,0,62.44016393,0,0,0
 08/30  13:00:00,24.4,21.78911809,21.92173449,0,0,0,0,0,0
 08/30  14:00:00,24.4,21.86499213,22.07131126,0,0,0,0,0,0
 08/30  15:00:00,22.8,21.90230516,22.12211953,8.898539419,0,8.898539419,0,0,0
 08/30  16:00:00,21.7,22.01659363,22.20634175,1.268206724,0,1.268206724,0,0,0
 08/30  17:00:00,21.1,21.9663778,22.17508591,0,0,0,0,0,0
 08/30  18:00:00,17.8,21.80787699,22.0255277,0,0,0,0,0,0
 08/30  19:00:00,16.7,21.68403707,21.88205982,0,0,0,0,0,0
 08/30  20:00:00,16.1,21.60090138,21.77045472,0,0,0,0,0,0
 08/30  21:00:00,15,21.49167791,21.63184782,0,0,0,0,0,0
 08/30  22:00:00,15,21.40958411,21.5255976,10.14841571,0.894237822,10.14841571,0.894237822,0,0
 08/30  23:00:00,13.9,21.29363244,21.38843683,24.59695869,19.31597002,24.59695869,19.31597002,0,0
 08/30  24:00:00,13.9,21.17098154,21.24838671,43.92115964,42.48739158,43.92115964,42.48739158,0,0
 08/31  01:00:00,13.9,21.06964583,21.13343403,57.49346866,58.56694886,57.49346866,58.56694886,0,0
 08/31  02:00:00,12.8,20.919075,20.97091011,75.50144381,79.19394643,75.50144381,79.19394643,0,0
 08/31  03:00:00,12.8,20.77490049,20.81730741,98.61407836,105.3781342,98.61407836,105.3781342,0,0
 08/31  04:00:00,12.8,20.63626418,20.67100397,116.1909057,125.4119196,116.1909057,125.4119196,0,0
 08/31  05:00:00,12.8,20.48940185,20.51767433,131.3808635,142.9008567,131.3808635,142.9008567,0,0
 08/31  06:00:00,12.2,20.33601236,20.35789891,149.4378825,163.3240734,149.4378825,163.3240734,0,0
 08/31  07:00:00,14.4,20.4310765,20.45377522,116.8435864,126.7700129,116.8435864,126.7700129,0,0
 08/31  08:00:00,17.2,20.74372451,20.77656914,26.37278578,25.17569314,26.37278578,25.17569314,0,0
 08/31  09:00:00,18.9,21.16195348,21.21726488,0,0,0,0,0,0
 08/31  10:00:00,20,21.65406157,21.74325965,0,0,0,0,0,0
 08/31  11:00:00,21.7,22.1444805,22.29080073,0,0,0,0,0,0
 08/31  12:00:00,25,22.35879737,22.56864998,0,0,0,0,0,0
 08/31  13:00:00,27.8,22.53650703,22.81349847,0,0,0,0,0,0
 08/31  14:00:00,24.4,22.57297907,22.90213884,0,0,0,0,0,0
 08/31  15:00:00,22.8,22.56972275,22.93593732,0,0,0,0,0,0
 08/31  16:00:00,22.8,22.56466236,22.91867509,0,0,0,0,0,0
 08/31  17:00:00,21.7,22.50410031,22.81818178,0,0,0,0,0,0
 08/31  18:00:00,18.9,22.35731631,22.64785994,0,0,0,0,0,0
 08/31  19:00:00,16.7,22.19660381,22.45139743,0,0,0,0,0,0
 08/31  20:00:00,16.7,22.0999142,22.31034689,0,0,0,0,0,0
 08/31  21:00:00,16.7,22.0305207,22.19224086,0,0,0,0,0,0
 08/31  22:00:00,16.3,21.96109399,22.08168999,0,0,0,0,0,0
 08/31  23:00:00,15.9,21.8736115,21.96164275,0,0,0,0,0,0
 08/31  24:00:00,15.5,21.78001007,21.84276251,0,0,0,0,0,0
 09/01  01:00:00,15.1,21.64280149,21.68521111,0,0,0,0,0,0
 09/01  02:00:00,14.7,21.52099722,21.54835192,4.240341858,4.827569631,4.240341858,4.827569631,0,0
 09/01  03:00:00,14.3,21.38736961,21.40287022,21.93019318,24.68993961,21.93019318,24.68993961,0,0
 09/01  04:00:00,13.9,21.26849889,21.27549018,36.35707609,40.75486297,36.35707609,40.75486297,0,0
 09/01  05:00:00,13.9,21.12716395,21.12729178,53.2694469,59.51304855,53.2694469,59.51304855,0,0
 09/01  06:00:00,14.4,21.03218734,21.02833732,63.75147618,71.0390351,63.75147618,71.0390351,0,0
 09/01  07:00:00,15,20.99287571,20.9875311,57.43539097,63.73767755,57.43539097,63.73767755,0,0
 09/01  08:00:00,16.1,21.10770502,21.10593501,20.86593281,22.39181408,20.86593281,22.39181408,0,0
 09/01  09:00:00,17.2,21.29161599,21.29879955,0,0,0,0,0,0
 09/01  10:00:00,17.8,21.58264282,21.60711868,0,0,0,0,0,0
 09/01  11:00:00,19.4,21.78689918,21.83739286,0,0,0,0,0,0
 09/01  12:00:00,19.4,21.9590976,22.04586107,0,0,0,0,0,0
 09/01  13:00:00,18.9,22.10523137,22.23406752,0,0,0,0,0,0
 09/01  14:00:00,18.3,22.20208715,22.37080221,0,0,0,0,0,0
 09/01  15:00:00,18.3,22.27873333,22.47770938,0,0,0,0,0,0
 09/01  16:00:00,18.3,22.28184298,22.49340197,0,0,0,0,0,0
 09/01  17:00:00,17.2,22.19069568,22.39272831,0,0,0,0,0,0
 09/01  18:00:00,16.1,22.00221389,22.17065683,0,0,0,0,0,0
 09/01  19:00:00,15,21.8375228,21.95880974,0,0,0,0,0,0
 09/01  20:00:00,15,21.73293773,21.80126731,0,0,0,0,0,0
 09/01  21:00:00,14.4,21.62388339,21.64269262,0,0.27917688,0,0.27917688,0,0
 09/01  22:00:00,14.4,21.53192759,21.51177144,0,13.59519952,0,13.59519952,0,0
 09/01  23:00:00,14.4,21.4067218,21.35662442,15.66563825,33.03251325,15.66563825,33.03251325,0,0
 09/01  24:00:00,14.4,21.21101146,21.13795807,49.56307607,70.75926616,49.56307607,70.75926616,0,0
 09/02  01:00:00,14.4,21.07279249,20.984702,75.62790211,99.22480706,75.62790211,99.22480706,0,0
 09/02  02:00:00,13.3,20.79631273,20.69412196,114.5505238,141.8877994,114.5505238,141.8877994,0,0
 09/02  03:00:00,13.3,20.74941527,20.64239585,120.4970125,147.602738,120.4970125,147.602738,0,0
 09/02  04:00:00,13.9,20.66169316,20.55145868,103.5707216,127.2480873,103.5707216,127.2480873,0,0
 09/02  05:00:00,12.8,20.54672737,20.43496052,110.6066044,133.1898464,110.6066044,133.1898464,0,0
 09/02  06:00:00,13.3,20.45433487,20.34381226,125.6814141,148.8243793,125.6814141,148.8243793,0,0
 09/02  07:00:00,13.9,20.45649468,20.35018652,113.5195819,134.3150976,113.5195819,134.3150976,0,0
 09/02  08:00:00,15,20.55561145,20.4569728,73.98589335,88.70839297,73.98589335,88.70839297,0,0
 09/02  09:00:00,16.7,20.7530765,20.6702203,27.48299601,34.59289852,27.48299601,34.59289852,0,0
 09/02  10:00:00,17.2,20.95494251,20.89693717,0,0,0,0,0,0
 09/02  11:00:00,17.8,21.13991621,21.11835375,0,0,0,0,0,0
 09/02  12:00:00,17.8,21.39604938,21.42103795,0,0,0,0,0,0
 09/02  13:00:00,18.9,21.57277008,21.64728501,0,0,0,0,0,0
 09/02  14:00:00,18.9,21.65620217,21.77515675,0,0,0,0,0,0
 09/02  15:00:00,18.9,21.76290301,21.91714257,0,0,0,0,0,0
 09/02  16:00:00,18.9,21.77143957,21.94235819,0,0,0,0,0,0
 09/02  17:00:00,17.8,21.69772131,21.86359321,0,0,0,0,0,0
 09/02  18:00:00,16.7,21.56893035,21.70589633,0,0,0,0,0,0
 09/02  19:00:00,16.1,21.46445072,21.5579615,0,0,0,0,0,0
 09/02  20:00:00,16.1,21.41113831,21.45487392,7.307596483,11.88827537,7.307596483,11.88827537,0,0
 09/02  21:00:00,16.1,21.36111547,21.35754359,6.64325671,19.6881933,6.64325671,19.6881933,0,0
 09/02  22:00:00,16.1,21.30976739,21.26834147,9.936044582,27.68650558,9.936044582,27.68650558,0,0
 09/02  23:00:00,15.6,21.22586493,21.15655336,23.06178276,43.15881379,23.06178276,43.15881379,0,0
 09/02  24:00:00,15.6,21.14937901,21.06161545,37.06165342,57.92036594,37.06165342,57.92036594,0,0
 09/03  01:00:00,15.6,21.03230456,20.93204707,54.00456973,75.45386257,54.00456973,75.45386257,0,0
 09/03  02:00:00,15,20.93616149,20.82912133,69.4165277,91.11534359,69.4165277,91.11534359,0,0
 09/03  03:00:00,15,20.84684727,20.73676092,77.93429318,98.97461214,77.93429318,98.97461214,0,0
 09/03  04:00:00,15,20.77619748,20.66638634,81.43351809,101.170875,81.43351809,101.170875,0,0
 09/03  05:00:00,14.4,20.66940042,20.56092367,91.79482019,111.4507094,91.79482019,111.4507094,0,0
 09/03  06:00:00,14.4,20.53393489,20.42743599,113.5051636,135.0176056,113.5051636,135.0176056,0,0
 09/03  07:00:00,15,20.51271187,20.41072164,112.8309764,133.5984014,112.8309764,133.5984014,0,0
 09/03  08:00:00,17.2,20.81333338,20.72518725,37.07853228,47.20498267,37.07853228,47.20498267,0,0
 09/03  09:00:00,18.3,21.18708914,21.12312744,0,0,0,0,0,0
 09/03  10:00:00,19.4,21.44215,21.41526633,0,0,0,0,0,0
 09/03  11:00:00,21.1,21.65247681,21.67692265,0,0,0,0,0,0
 09/03  12:00:00,21.1,21.91145487,22.00022888,0,0,0,0,0,0
 09/03  13:00:00,21.7,22.05991141,22.21394746,0,0,0,0,0,0
 09/03  14:00:00,21.7,22.16081142,22.373823,0,0,0,0,0,0
 09/03  15:00:00,20,22.20444487,22.4602339,0,0,0,0,0,0
 09/03  16:00:00,20,22.18553917,22.46241758,0,0,0,0,0,0
 09/03  17:00:00,19.4,22.11764494,22.39064285,0,0,0,0,0,0
 09/03  18:00:00,18.3,21.99936088,22.24328482,0,0,0,0,0,0
 09/03  19:00:00,17.2,21.8664898,22.06442945,0,0,0,0,0,0
 09/03  20:00:00,17.8,21.82699347,21.97479203,0,0,0,0,0,0
 09/03  21:00:00,15.6,21.71181967,21.80799649,0,0,0,0,0,0
 09/03  22:00:00,15,21.60727089,21.66074329,0,0,0,0,0,0
 09/03  23:00:00,14.4,21.48358401,21.50276044,8.078785041,16.45666272,8.078785041,16.45666272,0,0
 09/03  24:00:00,14.4,21.37091438,21.36475415,23.92546147,34.88044431,23.92546147,34.88044431,0,0
 09/04  01:00:00,13.9,21.2357477,21.21019001,41.1573094,54.1462006,41.1573094,54.1462006,0,0
 09/04  02:00:00,13.9,21.10004088,21.06029989,60.76774451,75.78266344,60.76774451,75.78266344,0,0
 09/04  03:00:00,13.3,20.93125178,20.8804135,85.07040961,102.5071681,85.07040961,102.5071681,0,0
 09/04  04:00:00,12.8,20.79810135,20.74001166,103.4786924,122.5475463,103.4786924,122.5475463,0,0
 09/04  05:00:00,12.8,20.68235922,20.61959069,111.0787611,130.3895057,111.0787611,130.3895057,0,0
 09/04  06:00:00,12.8,20.55546437,20.48958132,120.4740856,140.0573169,120.4740856,140.0573169,0,0
 09/04  07:00:00,14.4,20.58063719,20.51675163,104.0718808,120.7050805,104.0718808,120.7050805,0,0
 09/04  08:00:00,18.3,21.01026695,20.96202934,1.035275894,3.833977466,1.035275894,3.833977466,0,0
 09/04  09:00:00,19.4,21.38786529,21.36562395,0,0,0,0,0,0
 09/04  10:00:00,20.6,21.87014658,21.89570164,0,0,0,0,0,0
 09/04  11:00:00,22.2,22.35933703,22.45134445,0,0,0,0,0,0
 09/04  12:00:00,25,22.68047745,22.84785364,0,0,0,0,0,0
 09/04  13:00:00,27.2,22.93558773,23.17894951,0,0,0,0,0,0
 09/04  14:00:00,27.2,23.04842463,23.30095377,0,0,0,0,0,0
 09/04  15:00:00,24.4,23.02735266,23.24294881,0,0,0,0,0,0
 09/04  16:00:00,23.3,22.94261815,23.14095593,0,0,0,0,0,0
 09/04  17:00:00,22.2,22.87521182,23.06093592,0,0,0,0,0,0
 09/04  18:00:00,20.6,22.71046692,22.86571929,0,0,0,0,0,0
 09/04  19:00:00,17.2,22.5104894,22.6298999,0,0,0,0,0,0
 09/04  20:00:00,16.1,22.4138304,22.49684618,0,0,0,0,0,0
 09/04  21:00:00,15,22.29104399,22.33487163,0,0,0,0,0,0
 09/04  22:00:00,14.4,22.16692076,22.17297532,0,0,0,0,0,0
 09/04  23:00:00,14.4,22.0171944,21.99359912,0,0,0,0,0,0
 09/04  24:00:00,14.4,21.89404341,21.84986826,0,0,0,0,0,0
 09/05  01:00:00,13.9,21.7486694,21.68919372,0,0,0,0,0,0
 09/05  02:00:00,13.3,21.59543918,21.52508155,3.283845972,15.22941528,3.283845972,15.22941528,0,0
 09/05  03:00:00,13.9,21.43180297,21.35375204,26.97367274,41.10956647,26.97367274,41.10956647,0,0
 09/05  04:00:00,12.8,21.26441218,21.18123414,50.00169848,66.11274848,50.00169848,66.11274848,0,0
 09/05  05:00:00,13.3,21.1293543,21.04377643,64.91417465,81.9710359,64.91417465,81.9710359,0,0
 09/05  06:00:00,12.2,20.98578329,20.89906914,77.33569297,94.95748113,77.33569297,94.95748113,0,0
 09/05  07:00:00,13.9,20.96193345,20.87809881,69.31551621,85.02939675,69.31551621,85.02939675,0,0
 09/05  08:00:00,16.1,21.12632098,21.05219059,16.79750446,24.88389975,16.79750446,24.88389975,0,0
 09/05  09:00:00,18.3,21.31027058,21.25190907,0,0,0,0,0,0
 09/05  10:00:00,17.8,21.58793329,21.55193985,0,0,0,0,0,0
 09/05  11:00:00,20.6,22.06139431,22.05561799,0,0,0,0,0,0
 09/05  12:00:00,21.1,22.38235299,22.41228237,0,0,0,0,0,0
 09/05  13:00:00,22.2,22.54377627,22.60864183,0,0,0,0,0,0
 09/05  14:00:00,21.1,22.69023621,22.78611155,0,0,0,0,0,0
 09/05  15:00:00,21.7,22.68489292,22.80043001,0,0,0,0,0,0
 09/05  16:00:00,19.4,22.5343913,22.65309781,0,0,0,0,0,0
 09/05  17:00:00,18.9,22.44814056,22.55423575,0,0,0,0,0,0
 09/05  18:00:00,16.7,22.25933762,22.33336658,0,0,0,0,0,0
 09/05  19:00:00,15.6,22.09728502,22.12976226,0,0,0,0,0,0
 09/05  20:00:00,14.4,21.96911595,21.95524373,0,0,0,0,0,0
 09/05  21:00:00,13.9,21.83269807,21.77661722,0,0,0,0,0,0
 09/05  22:00:00,13.9,21.7120666,21.62353328,0,4.515962039,0,4.515962039,0,0
 09/05  23:00:00,13.3,21.57362348,21.46146714,2.074034679,24.27218147,2.074034679,24.27218147,0,0
 09/05  24:00:00,12.8,21.41298315,21.28437634,25.87733116,50.01761267,25.87733116,50.01761267,0,0
 09/06  01:00:00,12.8,21.28104854,21.14262964,44.45783297,69.48646397,44.45783297,69.48646397,0,0
 09/06  02:00:00,12.8,21.13754172,20.99337079,58.95838974,84.11203956,58.95838974,84.11203956,0,0
 09/06  03:00:00,12.2,20.98269667,20.83591471,78.04874567,103.681574,78.04874567,103.681574,0,0
 09/06  04:00:00,12.2,20.82177506,20.67443292,99.96720564,126.2363871,99.96720564,126.2363871,0,0
 09/06  05:00:00,11.7,20.63022479,20.48440006,126.2729085,154.032185,126.2729085,154.032185,0,0
 09/06  06:00:00,11.7,20.4747574,20.332557,146.0802048,174.8995637,146.0802048,174.8995637,0,0
 09/06  07:00:00,12.8,20.4494988,20.3138407,131.4716629,157.542913,131.4716629,157.542913,0,0
 09/06  08:00:00,14.4,20.59256149,20.46818915,74.91334273,92.14199292,74.91334273,92.14199292,0,0
 09/06  09:00:00,16.1,21.03021088,20.93193522,0,2.488453021,0,2.488453021,0,0
 09/06  10:00:00,18.3,21.55776081,21.49529213,0,0,0,0,0,0
 09/06  11:00:00,18.3,21.77790101,21.7652351,0,0,0,0,0,0
 09/06  12:00:00,20,22.14436085,22.19344458,0,0,0,0,0,0
 09/06  13:00:00,20,22.10145381,22.20533016,0,0,0,0,0,0
 09/06  14:00:00,19.4,22.1211325,22.27578093,0,0,0,0,0,0
 09/06  15:00:00,18.9,22.10060197,22.2920689,0,0,0,0,0,0
 09/06  16:00:00,17.8,22.02364258,22.23374705,0,0,0,0,0,0
 09/06  17:00:00,16.1,21.89000992,22.09620312,0,0,0,0,0,0
 09/06  18:00:00,13.9,21.69838906,21.87823623,0,0,0,0,0,0
 09/06  19:00:00,12.8,21.52650414,21.67219754,9.700974121,0,9.700974121,0,0,0
 09/06  20:00:00,12.8,21.39338761,21.49584404,34.27321513,31.85565681,34.27321513,31.85565681,0,0
 09/06  21:00:00,12.8,21.2887612,21.35242642,38.6443346,43.80056898,38.6443346,43.80056898,0,0
 09/06  22:00:00,12.2,21.15408994,21.18562851,50.23410693,59.99851363,50.23410693,59.99851363,0,0
 09/06  23:00:00,12.2,21.02588268,21.0332855,69.61188997,82.72978025,69.61188997,82.72978025,0,0
 09/06  24:00:00,12.2,20.88694569,20.87600729,87.88707441,103.338186,87.88707441,103.338186,0,0
 09/07  01:00:00,11.7,20.71605422,20.69103195,111.1425373,129.0709115,111.1425373,129.0709115,0,0
 09/07  02:00:00,11.1,20.56488493,20.52995939,132.5441236,152.5027986,132.5441236,152.5027986,0,0
 09/07  03:00:00,11.7,20.43014414,20.38833292,144.2811942,164.9068386,144.2811942,164.9068386,0,0
 09/07  04:00:00,12.2,20.33833636,20.29349072,144.6556747,164.9543333,144.6556747,164.9543333,0,0
 09/07  05:00:00,12.8,20.27025704,20.22381601,139.4796082,158.4444662,139.4796082,158.4444662,0,0
 09/07  06:00:00,12.8,20.17853344,20.1309925,142.242268,160.104843,142.242268,160.104843,0,0
 09/07  07:00:00,12.8,20.12571403,20.07955514,144.819301,157.3446203,145.5807723,165.1201246,0.761471269,7.775504321
 09/07  08:00:00,13.3,20.14947112,20.10722968,121.8415545,131.3871183,131.1396118,148.4497665,9.298057299,17.06264819
 09/07  09:00:00,15,20.75422171,20.73049304,12.89703746,12.32958443,20.87048637,24.3183249,7.973448917,11.98874047
 09/07  10:00:00,16.7,21.09731249,21.08981315,0,0,0,0,0,0
 09/07  11:00:00,18.3,21.28199894,21.29221819,0,0,0,0,0,0
 09/07  12:00:00,20,21.30048496,21.3339119,0,0,0,0,0,0
 09/07  13:00:00,18.3,21.39515682,21.4610246,0,0,0,0,0,0
 09/07  14:00:00,18.9,21.46653146,21.56240561,0,0,0,0,0,0
 09/07  15:00:00,17.8,21.48799524,21.60608709,0,0,0,0,0,0
 09/07  16:00:00,16.7,21.4607783,21.58811684,0,0,0,0,0,0
 09/07  17:00:00,16.7,21.449125,21.57076636,0,0,0,0,0,0
 09/07  18:00:00,16.7,21.34772874,21.44495341,0,0,0,0,0,0
 09/07  19:00:00,15.6,21.21660178,21.27676364,21.40054601,19.56871564,21.40054601,19.56871564,0,0
 09/07  20:00:00,15.6,21.13872258,21.15599854,44.99986581,55.19279018,44.99986581,55.19279018,0,0
 09/07  21:00:00,15.6,21.06567428,21.04106755,50.09560796,68.4799294,50.09560796,68.4799294,0,0
 09/07  22:00:00,14.4,20.96509193,20.90560082,60.35630228,83.9271069,60.35630228,83.9271069,0,0
 09/07  23:00:00,15,20.87153513,20.78607361,76.17977465,102.4680211,76.17977465,102.4680211,0,0
 09/07  24:00:00,14.4,20.77853985,20.67460133,88.01415836,115.1009187,88.01415836,115.1009187,0,0
 09/08  01:00:00,14.4,20.68431812,20.56776468,97.72146313,124.6784414,97.72146313,124.6784414,0,0
 09/08  02:00:00,14.4,20.60543022,20.48168222,104.8482171,131.1032954,104.8482171,131.1032954,0,0
 09/08  03:00:00,15,20.55971041,20.43310631,103.8001875,128.4575499,103.8001875,128.4575499,0,0
 09/08  04:00:00,15,20.50922208,20.38218563,101.6411531,124.619376,101.6411531,124.619376,0,0
 09/08  05:00:00,14.4,20.43186136,20.30570843,109.3418652,132.1001152,109.3418652,132.1001152,0,0
 09/08  06:00:00,15,20.38263454,20.25907288,115.853464,138.5035793,115.853464,138.5035793,0,0
 09/08  07:00:00,15,20.3402162,20.2198487,115.0376177,136.1186113,115.0376177,136.1186113,0,0
 09/08  08:00:00,17.2,20.48093539,20.37023135,80.2401785,97.92342718,80.2401785,97.92342718,0,0
 09/08  09:00:00,17.8,20.58531446,20.48853061,46.43929566,59.68002173,46.43929566,59.68002173,0,0
 09/08  10:00:00,20,20.96116374,20.88862919,0,0.64706742,0,0.64706742,0,0
 09/08  11:00:00,21.7,21.36886659,21.32723315,0,0,0,0,0,0
 09/08  12:00:00,22.2,21.78818058,21.79543312,0,0,0,0,0,0
 09/08  13:00:00,22.2,21.98061685,22.02594329,0,0,0,0,0,0
 09/08  14:00:00,21.7,22.14170259,22.20135577,0,0,0,0,0,0
 09/08  15:00:00,22.2,22.18683878,22.27970161,0,0,0,0,0,0
 09/08  16:00:00,21.1,22.20248835,22.32417083,0,0,0,0,0,0
 09/08  17:00:00,20,22.12079398,22.24046324,0,0,0,0,0,0
 09/08  18:00:00,17.2,21.93960868,22.02732882,0,0,0,0,0,0
 09/08  19:00:00,16.1,21.79191851,21.83296065,0,0,0,0,0,0
 09/08  20:00:00,16.1,21.70557021,21.69644682,0,0,0,0,0,0
 09/08  21:00:00,16.1,21.66340184,21.60933719,0,0,0,0,0,0
 09/08  22:00:00,16.1,21.62265463,21.53249161,0,0,0,0,0,0
 09/08  23:00:00,15.6,21.54619391,21.42939436,0,3.517972048,0,3.517972048,0,0
 09/08  24:00:00,15,21.40938552,21.2737259,8.443426566,32.61909849,8.443426566,32.61909849,0,0
 09/09  01:00:00,15,21.31332104,21.16676653,29.05094919,54.19370894,29.05094919,54.19370894,0,0
 09/09  02:00:00,15,21.22509334,21.07278147,35.74598552,60.04136695,35.74598552,60.04136695,0,0
 09/09  03:00:00,15,21.1137222,20.9590202,46.30415785,69.93788611,46.30415785,69.93788611,0,0
 09/09  04:00:00,14.4,20.94635592,20.79062329,73.66714754,98.57552404,73.66714754,98.57552404,0,0
 09/09  05:00:00,14.4,20.81574464,20.66219384,97.39064963,123.3617661,97.39064963,123.3617661,0,0
 09/09  06:00:00,13.3,20.65618941,20.5054625,115.3154215,141.8525038,115.3154215,141.8525038,0,0
 09/09  07:00:00,15,20.68138785,20.53839419,98.40471924,121.5516501,98.40471924,121.5516501,0,0
 09/09  08:00:00,16.7,20.84068779,20.71131991,41.61829555,55.88709374,41.61829555,55.88709374,0,0
 09/09  09:00:00,18.3,21.10483074,21.00436671,0,0,0,0,0,0
 09/09  10:00:00,20,21.4372642,21.38196466,0,0,0,0,0,0
 09/09  11:00:00,20,21.67092909,21.67286068,0,0,0,0,0,0
 09/09  12:00:00,20.6,21.83426314,21.91058171,0,0,0,0,0,0
 09/09  13:00:00,20.6,22.00350845,22.15060628,0,0,0,0,0,0
 09/09  14:00:00,21.1,22.08387139,22.29299899,0,0,0,0,0,0
 09/09  15:00:00,21.1,22.10968098,22.36343228,0,0,0,0,0,0
 09/09  16:00:00,20.6,22.14087749,22.41910755,0,0,0,0,0,0
 09/09  17:00:00,19.4,22.06574584,22.34272539,0,0,0,0,0,0
 09/09  18:00:00,18.3,21.94333229,22.19300487,0,0,0,0,0,0
 09/09  19:00:00,17.2,21.81307552,22.0160852,0,0,0,0,0,0
 09/09  20:00:00,16.7,21.74585447,21.89530699,0,0,0,0,0,0
 09/09  21:00:00,16.1,21.66613658,21.76287973,0,0,0,0,0,0
 09/09  22:00:00,15,21.56840817,21.62054049,0,0,0,0,0,0
 09/09  23:00:00,15,21.46502947,21.48299811,4.743495825,13.31018404,4.743495825,13.31018404,0,0
 09/09  24:00:00,14.4,21.34948112,21.34209378,22.24323351,33.19487426,22.24323351,33.19487426,0,0
 09/10  01:00:00,14.4,21.23277629,21.20717386,38.50798739,51.02240273,38.50798739,51.02240273,0,0
