Date/Time,Outside temperature,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),West zone heating power,East zone heating power,WEST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 08/17  18:00:00,18.3,21.678607,21.57668038,0,0,0,0,0,0
 08/17  19:00:00,16.7,21.49690995,21.33791747,0,7.919266371,0,7.919266371,0,0
 08/17  20:00:00,16.1,21.39006567,21.16911381,14.45941842,57.96055778,14.45941842,57.96055778,0,0
 08/17  21:00:00,15.6,21.31444855,21.0303787,26.45993057,82.65371193,26.45993057,82.65371193,0,0
 08/17  22:00:00,15.6,21.2512416,20.91459409,24.23097197,86.88002354,24.23097197,86.88002354,0,0
 08/17  23:00:00,15,21.16442391,20.79018438,32.07490114,96.31225841,32.07490114,96.31225841,0,0
 08/17  24:00:00,15,21.07839262,20.68134054,46.91165147,110.0601326,46.91165147,110.0601326,0,0
 08/18  01:00:00,14.4,20.93553808,20.52594962,69.94213471,131.5725408,69.94213471,131.5725408,0,0
 08/18  02:00:00,13.9,20.83239641,20.41970918,88.04181335,147.5088091,88.04181335,147.5088091,0,0
 08/18  03:00:00,13.3,20.66340258,20.25135712,109.3553087,167.024329,109.3553087,167.024329,0,0
 08/18  04:00:00,13.3,20.50375074,20.09636967,135.8694886,192.1467015,135.8694886,192.1467015,0,0
 08/18  05:00:00,13.3,20.3991716,19.99999088,145.6663514,189.6357754,145.6663514,198.0253671,0,8.389591652
 08/18  06:00:00,13.3,20.28537538,19.89701174,147.8560815,173.4722763,147.8560815,199.1587162,0,25.68643989
 08/18  07:00:00,15.6,20.46622832,20.09901261,96.68729019,99.82809295,96.68729019,143.0546761,0,43.22658315
 08/18  08:00:00,18.3,20.82085139,20.48468772,9.20852169,13.28830556,9.20852169,41.54630942,0,28.25800387
 08/18  09:00:00,19.4,21.21547375,20.92099427,0,0,0,0,0,0
 08/18  10:00:00,20,21.86684943,21.63865894,0,0,0,0,0,0
 08/18  11:00:00,21.7,22.02363529,21.87330788,0,0,0,0,0,0
 08/18  12:00:00,21.7,22.37362923,22.31084739,0,0,0,0,0,0
 08/18  13:00:00,22.2,22.65098247,22.68242916,0,0,0,0,0,0
 08/18  14:00:00,23.3,22.7724808,22.88395864,0,0,0,0,0,0
 08/18  15:00:00,22.2,22.78007001,22.94508209,0,0,0,0,0,0
 08/18  16:00:00,22.2,22.68873573,22.87616928,0,0,0,0,0,0
 08/18  17:00:00,21.1,22.56628936,22.75593984,0,0,0,0,0,0
 08/18  18:00:00,20,22.4295146,22.60148491,0,0,0,0,0,0
 08/18  19:00:00,18.3,22.24301307,22.37549161,0,0,0,0,0,0
 08/18  20:00:00,17.2,22.10714844,22.1920772,0,0,0,0,0,0
 08/18  21:00:00,17.2,22.03370339,22.06811143,0,0,0,0,0,0
 08/18  22:00:00,16.7,21.94758113,21.93755644,0,0,0,0,0,0
 08/18  23:00:00,16.1,21.81780224,21.77203435,0,0,0,0,0,0
 08/18  24:00:00,16.1,21.7069813,21.63578145,0,0,0,0,0,0
 08/19  01:00:00,15,21.51409049,21.42263385,9.413859245,27.90877306,9.413859245,27.90877306,0,0
 08/19  02:00:00,15,21.26750907,21.16023328,56.70508943,80.13081214,56.70508943,80.13081214,0,0
 08/19  03:00:00,14.4,21.1438148,21.02770709,77.15951313,102.3312937,77.15951313,102.3312937,0,0
 08/19  04:00:00,15,20.93503793,20.81085509,92.07985661,118.059742,92.07985661,118.059742,0,0
 08/19  05:00:00,14.4,20.88760058,20.76192924,91.13693843,115.8902573,91.13693843,115.8902573,0,0
 08/19  06:00:00,14.4,20.83091046,20.70547682,76.79422167,98.53035648,76.79422167,98.53035648,0,0
 08/19  07:00:00,15.6,20.88865911,20.76814638,51.5181493,68.75243137,51.5181493,68.75243137,0,0
 08/19  08:00:00,17.2,21.01279813,20.90159597,14.6865615,25.89431378,14.6865615,25.89431378,0,0
 08/19  09:00:00,17.8,21.25287135,21.16052191,0,0,0,0,0,0
 08/19  10:00:00,18.3,21.43768313,21.3706061,0,0,0,0,0,0
 08/19  11:00:00,18.3,21.54938718,21.51902231,0,0,0,0,0,0
 08/19  12:00:00,18.3,21.71020419,21.72550729,0,0,0,0,0,0
 08/19  13:00:00,18.3,21.79378273,21.85198786,0,0,0,0,0,0
 08/19  14:00:00,19.4,22.00691584,22.10670586,0,0,0,0,0,0
 08/19  15:00:00,20,22.13785781,22.26731927,0,0,0,0,0,0
 08/19  16:00:00,18.9,22.13665252,22.2792041,0,0,0,0,0,0
 08/19  17:00:00,17.2,21.98247035,22.11595572,0,0,0,0,0,0
 08/19  18:00:00,16.1,21.85330092,21.95932457,0,0,0,0,0,0
 08/19  19:00:00,15.6,21.72041488,21.79072981,0,0,0,0,0,0
 08/19  20:00:00,15.6,21.62750865,21.66131976,0,0,0,0,0,0
 08/19  21:00:00,15,21.53261499,21.53361677,0,2.847440581,0,2.847440581,0,0
 08/19  22:00:00,15,21.44399184,21.41932781,4.574899667,15.39150057,4.574899667,15.39150057,0,0
 08/19  23:00:00,15,21.28390367,21.2386896,28.43604098,42.54243445,28.43604098,42.54243445,0,0
 08/19  24:00:00,15,21.20047041,21.14250005,44.66223814,60.30551189,44.66223814,60.30551189,0,0
 08/20  01:00:00,14.4,21.01395697,20.94442066,66.32623128,83.92230681,66.32623128,83.92230681,0,0
 08/20  02:00:00,14.4,20.89256803,20.81629902,88.27274067,107.8168092,88.27274067,107.8168092,0,0
 08/20  03:00:00,13.9,20.73955043,20.65775588,104.6901294,125.5198105,104.6901294,125.5198105,0,0
 08/20  04:00:00,14.4,20.66557374,20.5819734,107.5110308,127.893384,107.5110308,127.893384,0,0
 08/20  05:00:00,14.4,20.57023262,20.48566051,107.4693029,126.8457338,107.4693029,126.8457338,0,0
 08/20  06:00:00,13.3,20.43315438,20.34749975,124.1557942,144.3153534,124.1557942,144.3153534,0,0
 08/20  07:00:00,15,20.4967049,20.41594508,107.2085687,124.6780688,107.2085687,124.6780688,0,0
 08/20  08:00:00,16.7,20.80447393,20.73678667,25.38421368,31.73242915,25.38421368,31.73242915,0,0
 08/20  09:00:00,18.3,21.25957506,21.2186855,0,0,0,0,0,0
 08/20  10:00:00,19.4,21.72518682,21.72701795,0,0,0,0,0,0
 08/20  11:00:00,20.6,21.86163364,21.91716137,0,0,0,0,0,0
 08/20  12:00:00,20.6,22.03449303,22.15668916,0,0,0,0,0,0
 08/20  13:00:00,20.6,22.2210236,22.40960356,0,0,0,0,0,0
 08/20  14:00:00,20.6,22.35513599,22.60346308,0,0,0,0,0,0
 08/20  15:00:00,20,22.49270921,22.78656633,0,0,0,0,0,0
 08/20  16:00:00,18.3,22.40112942,22.71445607,0,0,0,0,0,0
 08/20  17:00:00,18.3,22.33359137,22.64147915,0,0,0,0,0,0
 08/20  18:00:00,17.2,22.17879502,22.45166544,0,0,0,0,0,0
 08/20  19:00:00,16.1,21.96283599,22.17335164,0,0,0,0,0,0
 08/20  20:00:00,15.6,21.83863505,21.98157237,0,0,0,0,0,0
 08/20  21:00:00,14.4,21.72495441,21.79082668,0,0,0,0,0,0
 08/20  22:00:00,14.4,21.64123665,21.64006203,0,4.591276142,0,4.591276142,0,0
 08/20  23:00:00,14.4,21.58050991,21.52744249,0,8.998479408,0,8.998479408,0,0
 08/20  24:00:00,14.4,21.49631738,21.40476092,0,18.41370724,0,18.41370724,0,0
 08/21  01:00:00,14.4,21.40889018,21.29057133,6.808927718,32.37823841,6.808927718,32.37823841,0,0
 08/21  02:00:00,13.9,21.29307162,21.15632388,24.02557465,50.27767927,24.02557465,50.27767927,0,0
 08/21  03:00:00,13.9,21.19214222,21.04436105,39.17577781,65.52716355,39.17577781,65.52716355,0,0
 08/21  04:00:00,13.9,21.08403429,20.93025903,51.28888446,77.18668598,51.28888446,77.18668598,0,0
 08/21  05:00:00,13.3,20.92754675,20.77036777,73.0639458,99.58684083,73.0639458,99.58684083,0,0
 08/21  06:00:00,13.9,20.79374803,20.63638458,95.28675883,122.6122134,95.28675883,122.6122134,0,0
 08/21  07:00:00,14.4,20.78466513,20.63208366,85.12684073,109.3753653,85.12684073,109.3753653,0,0
 08/21  08:00:00,15.6,20.96808469,20.82853679,28.12059827,43.10494683,28.12059827,43.10494683,0,0
 08/21  09:00:00,16.1,21.17976477,21.06161206,0,0,0,0,0,0
 08/21  10:00:00,16.1,21.35813718,21.27012389,0,0,0,0,0,0
 08/21  11:00:00,16.1,21.59081069,21.54968546,0,0,0,0,0,0
 08/21  12:00:00,16.1,21.72497199,21.7403156,0,0,0,0,0,0
 08/21  13:00:00,19.4,21.93966517,22.0180446,0,0,0,0,0,0
 08/21  14:00:00,20,22.09261712,22.22770899,0,0,0,0,0,0
 08/21  15:00:00,19.4,22.11997137,22.29705153,0,0,0,0,0,0
 08/21  16:00:00,18.3,22.12945629,22.33049497,0,0,0,0,0,0
 08/21  17:00:00,17.2,22.00101218,22.20073213,0,0,0,0,0,0
 08/21  18:00:00,16.1,21.84367612,22.0177791,0,0,0,0,0,0
 08/21  19:00:00,15,21.66144021,21.79201065,0,0,0,0,0,0
 08/21  20:00:00,14.4,21.53673318,21.61607445,7.268599811,6.191457026,7.268599811,6.191457026,0,0
 08/21  21:00:00,14.4,21.4296918,21.45733809,17.77129276,28.01630489,17.77129276,28.01630489,0,0
 08/21  22:00:00,13.9,21.31249948,21.29629057,27.63848936,45.02470134,27.63848936,45.02470134,0,0
 08/21  23:00:00,13.3,21.17210998,21.12196621,47.90130626,69.64092879,47.90130626,69.64092879,0,0
 08/21  24:00:00,13.3,21.0502912,20.97603953,66.4638571,90.34869962,66.4638571,90.34869962,0,0
 08/22  01:00:00,12.8,20.89863811,20.80661971,84.9040033,110.1893125,84.9040033,110.1893125,0,0
 08/22  02:00:00,12.2,20.68867698,20.58306037,117.998915,146.0832079,117.998915,146.0832079,0,0
 08/22  03:00:00,12.2,20.57262165,20.45975565,135.444067,164.3964056,135.444067,164.3964056,0,0
 08/22  04:00:00,12.2,20.44121337,20.32360781,138.2909051,166.0462018,138.2909051,166.0462018,0,0
 08/22  05:00:00,11.7,20.19033317,20.06681606,172.0646765,201.8602241,172.0646765,201.8602241,0,0
 08/22  06:00:00,12.8,20.14826877,20.02656798,179.2871109,200.0128611,179.2871109,208.3705329,0,8.357671883
 08/22  07:00:00,13.9,20.16309308,20.04567421,131.1231663,138.8219292,140.5907321,165.6234359,9.467565836,26.80150668
 08/22  08:00:00,14.4,20.45381649,20.34885163,50.11391049,50.0977827,61.89312964,79.08507893,11.77921914,28.98729623
 08/22  09:00:00,16.1,20.91974414,20.83463374,8.504462962,13.45090548,8.504462962,13.45090548,0,0
 08/22  10:00:00,17.2,21.31832697,21.25536497,0,0,0,0,0,0
 08/22  11:00:00,18.9,21.72952397,21.70010767,0,0,0,0,0,0
 08/22  12:00:00,19.4,22.00108626,22.02004441,0,0,0,0,0,0
 08/22  13:00:00,20.6,22.17131261,22.24403796,0,0,0,0,0,0
 08/22  14:00:00,20.6,22.19742717,22.31769714,0,0,0,0,0,0
 08/22  15:00:00,20,22.14217428,22.29952219,0,0,0,0,0,0
 08/22  16:00:00,19.4,22.06094461,22.2371403,0,0,0,0,0,0
 08/22  17:00:00,17.2,22.01283752,22.18845794,0,0,0,0,0,0
 08/22  18:00:00,15.6,21.80633501,21.95831646,0,0,0,0,0,0
 08/22  19:00:00,15,21.64268171,21.75753174,0,0,0,0,0,0
 08/22  20:00:00,14.4,21.50680556,21.5781337,11.7473081,10.61988508,11.7473081,10.61988508,0,0
 08/22  21:00:00,13.9,21.3893579,21.41748196,23.53550263,32.05600601,23.53550263,32.05600601,0,0
 08/22  22:00:00,13.9,21.28875394,21.28084734,31.02843407,45.31237275,31.02843407,45.31237275,0,0
 08/22  23:00:00,13.3,21.16474048,21.12861255,44.88233913,62.44098724,44.88233913,62.44098724,0,0
 08/22  24:00:00,13.3,21.04216715,20.98580026,62.77327971,82.40925431,62.77327971,82.40925431,0,0
 08/23  01:00:00,12.8,20.88960009,20.8181946,84.27711448,105.8036559,84.27711448,105.8036559,0,0
 08/23  02:00:00,12.2,20.7382198,20.65646808,106.5818308,129.8232936,106.5818308,129.8232936,0,0
 08/23  03:00:00,12.2,20.62484953,20.53711511,117.7496324,141.2118969,117.7496324,141.2118969,0,0
 08/23  04:00:00,12.8,20.51869994,20.42780386,121.6163735,144.1159515,121.6163735,144.1159515,0,0
 08/23  05:00:00,12.2,20.39319029,20.30124984,132.1434993,154.4021186,132.1434993,154.4021186,0,0
 08/23  06:00:00,12.2,20.28173671,20.19114389,144.2206248,167.3205821,144.2206248,167.3205821,0,0
 08/23  07:00:00,13.3,20.32400028,20.23781267,122.9973504,142.2800683,122.9973504,142.2800683,0,0
 08/23  08:00:00,14.4,20.45199787,20.37477894,73.54238023,87.43197672,73.54238023,87.43197672,0,0
 08/23  09:00:00,16.7,20.93602795,20.88003635,7.250414673,12.47619334,7.250414673,12.47619334,0,0
 08/23  10:00:00,17.8,21.34247335,21.30520333,0,0,0,0,0,0
 08/23  11:00:00,18.9,21.5589899,21.55186833,0,0,0,0,0,0
 08/23  12:00:00,20,21.83574093,21.8779891,0,0,0,0,0,0
 08/23  13:00:00,21.1,21.96371001,22.05432318,0,0,0,0,0,0
 08/23  14:00:00,22.2,22.04305613,22.1793797,0,0,0,0,0,0
 08/23  15:00:00,21.1,22.0947574,22.24605819,0,0,0,0,0,0
 08/23  16:00:00,20,22.01486144,22.18187054,0,0,0,0,0,0
 08/23  17:00:00,17.2,21.89699743,22.06936768,0,0,0,0,0,0
 08/23  18:00:00,15.6,21.74647204,21.9011975,0,0,0,0,0,0
 08/23  19:00:00,15,21.62075426,21.74556684,0,0,0,0,0,0
 08/23  20:00:00,15.6,21.53474646,21.62623974,0,0,0,0,0,0
 08/23  21:00:00,15.6,21.46286239,21.52244607,1.570694088,0.517318172,1.570694088,0.517318172,0,0
 08/23  22:00:00,15,21.38652613,21.41922171,6.723873329,9.869144182,6.723873329,9.869144182,0,0
 08/23  23:00:00,15,21.28813607,21.29952484,20.60702281,26.86888027,20.60702281,26.86888027,0,0
 08/23  24:00:00,15,21.18668541,21.18216479,37.12349385,45.60911808,37.12349385,45.60911808,0,0
 08/24  01:00:00,14.4,21.07746789,21.06108528,52.2293222,62.36509019,52.2293222,62.36509019,0,0
 08/24  02:00:00,13.9,20.95618902,20.93093657,68.52096586,80.27521315,68.52096586,80.27521315,0,0
 08/24  03:00:00,13.9,20.84055268,20.80912786,83.88874301,97.04709704,83.88874301,97.04709704,0,0
 08/24  04:00:00,12.8,20.68793869,20.65142008,104.0453038,119.0921783,104.0453038,119.0921783,0,0
 08/24  05:00:00,13.3,20.56867655,20.52936955,120.4779241,136.9003764,120.4779241,136.9003764,0,0
 08/24  06:00:00,13.3,20.46075137,20.42049394,127.3531062,144.2268668,127.3531062,144.2268668,0,0
 08/24  07:00:00,14.4,20.44132674,20.40263675,116.322285,131.328419,116.322285,131.328419,0,0
 08/24  08:00:00,16.1,20.58777037,20.55647449,69.61921628,78.14129751,69.61921628,78.14129751,0,0
 08/24  09:00:00,17.8,20.92699289,20.91408608,10.09982807,9.873630798,10.09982807,9.873630798,0,0
 08/24  10:00:00,18.3,21.11726058,21.12431445,0,0,0,0,0,0
 08/24  11:00:00,20.6,21.35725253,21.40020323,0,0,0,0,0,0
 08/24  12:00:00,19.4,21.46486196,21.54917635,0,0,0,0,0,0
 08/24  13:00:00,20.6,21.72216816,21.85568874,0,0,0,0,0,0
 08/24  14:00:00,21.7,21.86532101,22.04089689,0,0,0,0,0,0
 08/24  15:00:00,21.7,22.05864477,22.25977775,0,0,0,0,0,0
 08/24  16:00:00,20.6,22.19357058,22.41114972,0,0,0,0,0,0
 08/24  17:00:00,18.3,22.08493465,22.29831004,0,0,0,0,0,0
 08/24  18:00:00,17.2,21.91112023,22.09480693,0,0,0,0,0,0
 08/24  19:00:00,15.6,21.76476601,21.90411108,0,0,0,0,0,0
 08/24  20:00:00,15,21.662793,21.75414222,0,0,0,0,0,0
 08/24  21:00:00,14.4,21.57671897,21.62347157,0,0,0,0,0,0
 08/24  22:00:00,13.9,21.47648566,21.48628052,1.324614709,10.75375142,1.324614709,10.75375142,0,0
 08/24  23:00:00,13.9,21.37128085,21.35305123,16.91194877,29.6936225,16.91194877,29.6936225,0,0
 08/24  24:00:00,13.9,21.31028947,21.27297879,22.94402225,36.3761268,22.94402225,36.3761268,0,0
 08/25  01:00:00,14.4,21.22774653,21.17666959,26.87554611,40.13601304,26.87554611,40.13601304,0,0
 08/25  02:00:00,13.9,21.11288691,21.05205273,42.99426832,57.29135155,42.99426832,57.29135155,0,0
 08/25  03:00:00,13.9,21.00839794,20.94150656,60.93379769,76.45565526,60.93379769,76.45565526,0,0
 08/25  04:00:00,13.9,20.91406265,20.84391967,70.98191975,86.76070828,70.98191975,86.76070828,0,0
 08/25  05:00:00,13.9,20.81791849,20.74643099,78.91263534,94.57517511,78.91263534,94.57517511,0,0
 08/25  06:00:00,13.9,20.72003801,20.6486439,89.18138184,104.9073359,89.18138184,104.9073359,0,0
 08/25  07:00:00,13.3,20.6634475,20.59447619,91.94856327,107.3876755,91.94856327,107.3876755,0,0
 08/25  08:00:00,13.9,20.65842128,20.59312533,80.46604658,94.15879358,80.46604658,94.15879358,0,0
 08/25  09:00:00,13.9,20.67689023,20.61691399,64.33072041,75.23606309,64.33072041,75.23606309,0,0
 08/25  10:00:00,15,20.73285497,20.68039515,48.65103667,56.53422895,48.65103667,56.53422895,0,0
 08/25  11:00:00,16.1,20.9353075,20.89602611,26.38504884,29.89090077,26.38504884,29.89090077,0,0
 08/25  12:00:00,17.8,21.1575464,21.13192617,0,0,0,0,0,0
 08/25  13:00:00,18.3,21.40973016,21.40094138,0,0,0,0,0,0
 08/25  14:00:00,19.4,21.51921317,21.52488241,0,0,0,0,0,0
 08/25  15:00:00,19.4,21.54352759,21.5589596,0,0,0,0,0,0
 08/25  16:00:00,17.8,21.64954271,21.66885107,0,0,0,0,0,0
 08/25  17:00:00,16.7,21.56454669,21.57081256,0,0,0,0,0,0
 08/25  18:00:00,15.6,21.43191146,21.40756731,0,0,0,0,0,0
 08/25  19:00:00,13.9,21.28869162,21.22294269,18.43358953,34.38554064,18.43358953,34.38554064,0,0
 08/25  20:00:00,13.9,21.20029233,21.08708916,40.8419886,69.53458501,40.8419886,69.53458501,0,0
 08/25  21:00:00,13.9,21.13196123,20.9755147,43.19751429,79.04838692,43.19751429,79.04838692,0,0
 08/25  22:00:00,14.4,21.08592873,20.89665899,40.8278318,78.73757827,40.8278318,78.73757827,0,0
 08/25  23:00:00,13.9,21.02548479,20.81342185,44.71737828,82.2999812,44.71737828,82.2999812,0,0
 08/25  24:00:00,13.3,20.9399637,20.7140327,57.72848773,94.97230239,57.72848773,94.97230239,0,0
 08/26  01:00:00,13.3,20.84831262,20.6154399,73.33300027,110.2219252,73.33300027,110.2219252,0,0
 08/26  02:00:00,13.3,20.75389962,20.51934457,86.24203946,122.2150596,86.24203946,122.2150596,0,0
 08/26  03:00:00,13.3,20.64847112,20.41576914,99.10596105,134.076899,99.10596105,134.076899,0,0
 08/26  04:00:00,12.8,20.5434779,20.31526623,112.1983717,146.2931092,112.1983717,146.2931092,0,0
 08/26  05:00:00,12.8,20.43995136,20.21775617,123.2584112,156.3571603,123.2584112,156.3571603,0,0
 08/26  06:00:00,13.3,20.34197412,20.1266546,132.012244,163.7845035,132.012244,163.7845035,0,0
 08/26  07:00:00,13.3,20.30307238,20.09629614,128.8157557,153.7274973,128.8157557,159.6454803,0,5.917983
 08/26  08:00:00,13.9,20.39496578,20.20168609,95.75094823,109.2549508,95.75094823,123.8128095,0,14.55785868
 08/26  09:00:00,14.4,20.5665041,20.3912821,48.71357325,64.29247605,48.71357325,71.04730374,0,6.754827687
 08/26  10:00:00,15,20.68458427,20.52620464,24.72339134,40.52917194,24.72339134,40.52917194,0,0
 08/26  11:00:00,16.7,20.94092567,20.80633725,0,2.085534618,0,2.085534618,0,0
 08/26  12:00:00,17.2,21.17960752,21.07397044,0,0,0,0,0,0
 08/26  13:00:00,18.3,21.36200049,21.2923462,0,0,0,0,0,0
 08/26  14:00:00,18.3,21.44842643,21.41551857,0,0,0,0,0,0
 08/26  15:00:00,18.3,21.50389923,21.49990758,0,0,0,0,0,0
 08/26  16:00:00,18.3,21.52416322,21.53581227,0,0,0,0,0,0
 08/26  17:00:00,17.2,21.44974249,21.45743416,0,0,0,0,0,0
 08/26  18:00:00,16.7,21.36135484,21.34474453,0,0,0,0,0,0
 08/26  19:00:00,15,21.23575149,21.17948346,17.73977873,30.5354934,17.73977873,30.5354934,0,0
 08/26  20:00:00,14.4,21.15616502,21.05157484,40.12188693,66.33506205,40.12188693,66.33506205,0,0
 08/26  21:00:00,14.4,21.10394729,20.95212009,42.81316328,78.01701982,42.81316328,78.01701982,0,0
 08/26  22:00:00,14.4,21.04958666,20.85952737,42.57100722,81.9381359,42.57100722,81.9381359,0,0
 08/26  23:00:00,13.9,20.96579653,20.74895252,53.98667776,94.45444076,53.98667776,94.45444076,0,0
 08/26  24:00:00,13.9,20.87395703,20.64197997,71.01987274,111.0238308,71.01987274,111.0238308,0,0
 08/27  01:00:00,13.3,20.75642456,20.51693883,89.37406562,128.6243579,89.37406562,128.6243579,0,0
 08/27  02:00:00,13.3,20.63492897,20.39382721,107.620004,146.0755312,107.620004,146.0755312,0,0
 08/27  03:00:00,12.8,20.49717091,20.25819412,126.2136829,163.8943995,126.2136829,163.8943995,0,0
 08/27  04:00:00,12.8,20.37000042,20.13599711,141.7911931,178.2685587,141.7911931,178.2685587,0,0
 08/27  05:00:00,12.2,20.25444472,20.02691162,151.0181641,181.9136017,151.0181641,185.2731819,0,3.359580234
 08/27  06:00:00,12.2,20.13470989,19.91574186,159.389104,176.7610109,159.389104,196.1161126,0,19.3551017
 08/27  07:00:00,13.3,20.09765898,19.89159204,149.2408885,156.2400747,153.1632034,191.973041,3.922314866,35.73296629
 08/27  08:00:00,14.4,20.15413154,19.96470853,113.1011543,115.4901194,126.0647058,159.3020233,12.96355148,43.81190391
 08/27  09:00:00,15,20.3410032,20.17431831,66.79788397,63.4611075,76.81960037,101.7213717,10.02171641,38.2602642
 08/27  10:00:00,16.1,20.5983108,20.46297593,29.00245132,25.77671879,29.00245132,43.0056806,0,17.22896181
 08/27  11:00:00,17.2,20.87500726,20.78048267,0,0,0,0,0,0
 08/27  12:00:00,18.3,21.00982484,20.96207884,0,0,0,0,0,0
 08/27  13:00:00,18.9,21.22487406,21.23069039,0,0,0,0,0,0
 08/27  14:00:00,19.4,21.35216303,21.40591842,0,0,0,0,0,0
 08/27  15:00:00,18.9,21.38858037,21.4805948,0,0,0,0,0,0
 08/27  16:00:00,17.8,21.3838636,21.4965097,0,0,0,0,0,0
 08/27  17:00:00,17.2,21.33726956,21.45090235,0,0,0,0,0,0
 08/27  18:00:00,15.6,21.21948815,21.31373561,2.506151075,0,2.506151075,0,0,0
 08/27  19:00:00,13.9,21.10042562,21.16315311,37.40244824,35.24176144,37.40244824,35.24176144,0,0
 08/27  20:00:00,13.3,20.99036231,21.01667059,65.74146274,74.689187,65.74146274,74.689187,0,0
 08/27  21:00:00,12.8,20.88972871,20.88096523,77.58863824,94.57929506,77.58863824,94.57929506,0,0
 08/27  22:00:00,13.3,20.82238211,20.78587207,80.84669218,101.4971734,80.84669218,101.4971734,0,0
 08/27  23:00:00,12.8,20.70165645,20.64330875,93.90651309,116.5240927,93.90651309,116.5240927,0,0
 08/27  24:00:00,12.8,20.58297041,20.5093741,114.820597,139.1217683,114.820597,139.1217683,0,0
 08/28  01:00:00,12.8,20.4891652,20.40536626,125.8843742,150.4310766,125.8843742,150.4310766,0,0
 08/28  02:00:00,13.3,20.41434993,20.32468192,126.6142132,149.9323662,126.6142132,149.9323662,0,0
 08/28  03:00:00,12.8,20.32539001,20.23224364,130.8249425,153.3906929,130.8249425,153.3906929,0,0
 08/28  04:00:00,12.2,20.1716843,20.07561331,152.822953,177.1041524,152.822953,177.1041524,0,0
 08/28  05:00:00,11.1,19.98216855,19.88367915,188.1801834,207.1761052,188.1801834,217.3314218,0,10.1553166
 08/28  06:00:00,11.1,19.82039373,19.72203206,192.4034869,209.8318634,213.8451972,247.4623731,21.4417103,37.63050977
 08/28  07:00:00,12.8,19.90553747,19.81348109,131.9924304,142.0296105,179.9504455,209.1560019,47.95801503,67.12639142
 08/28  08:00:00,15,20.25099267,20.17471514,32.48364025,30.62516789,80.00784342,96.62575012,47.52420318,66.00058223
 08/28  09:00:00,16.7,20.60984285,20.55848317,-12.73282384,-25.69078806,0,0,12.73282384,25.69078806
 08/28  10:00:00,17.8,20.89349537,20.87752207,0,0,0,0,0,0
 08/28  11:00:00,18.9,21.31777782,21.36085174,0,0,0,0,0,0
 08/28  12:00:00,20,21.69291881,21.80386959,0,0,0,0,0,0
 08/28  13:00:00,21.1,21.82255973,21.99761959,0,0,0,0,0,0
 08/28  14:00:00,21.1,21.89110305,22.11956338,0,0,0,0,0,0
 08/28  15:00:00,20,21.93543463,22.20254223,0,0,0,0,0,0
 08/28  16:00:00,20,21.96948648,22.25487211,0,0,0,0,0,0
 08/28  17:00:00,17.8,21.85462833,22.13158018,0,0,0,0,0,0
 08/28  18:00:00,16.1,21.70429083,21.94555535,0,0,0,0,0,0
 08/28  19:00:00,14.4,21.54995836,21.73693941,0,0,0,0,0,0
 08/28  20:00:00,13.9,21.4609313,21.58526976,10.42770282,7.071244755,10.42770282,7.071244755,0,0
 08/28  21:00:00,13.3,21.34981331,21.41071504,20.42388258,29.93959053,20.42388258,29.93959053,0,0
 08/28  22:00:00,12.8,21.25384795,21.26189972,32.59657757,50.54964708,32.59657757,50.54964708,0,0
 08/28  23:00:00,12.8,21.15228931,21.11917794,45.55267513,67.76639818,45.55267513,67.76639818,0,0
 08/28  24:00:00,12.8,21.05328413,20.99032276,57.39553507,81.24731817,57.39553507,81.24731817,0,0
 08/29  01:00:00,12.2,20.926256,20.8417633,74.01905771,98.94048699,74.01905771,98.94048699,0,0
 08/29  02:00:00,12.2,20.78169915,20.68234642,96.6091857,122.8578028,96.6091857,122.8578028,0,0
 08/29  03:00:00,12.2,20.63543344,20.52638443,118.056136,145.2898056,118.056136,145.2898056,0,0
 08/29  04:00:00,12.2,20.52787978,20.41386574,127.6417931,154.1900748,127.6417931,154.1900748,0,0
 08/29  05:00:00,12.2,20.40476287,20.28871215,134.8903995,160.4355027,134.8903995,160.4355027,0,0
 08/29  06:00:00,12.2,20.27354862,20.15747131,148.8980617,174.7384591,148.8980617,174.7384591,0,0
 08/29  07:00:00,13.3,20.25894672,20.14603505,140.3394403,161.9831948,140.3394403,163.8758577,0,1.892662886
 08/29  08:00:00,15,20.37779702,20.27451122,93.27449561,102.0521492,93.27449561,112.6604097,0,10.60826055
 08/29  09:00:00,16.7,20.56861265,20.48492082,44.03549035,55.56632158,44.03549035,55.56632158,0,0
 08/29  10:00:00,17.8,20.81720693,20.76260154,2.192181793,2.706241995,2.192181793,2.706241995,0,0
 08/29  11:00:00,18.3,21.00113689,20.98187517,0,0,0,0,0,0
 08/29  12:00:00,16.7,20.88791502,20.90547174,2.046048504,0,2.046048504,0,0,0
 08/29  13:00:00,16.1,21.07986766,21.14582686,16.21591538,0.337738713,16.21591538,0.337738713,0,0
 08/29  14:00:00,15.6,20.88702351,20.98490536,30.72300246,10.4948716,30.72300246,10.4948716,0,0
