Date/Time,Outside tempertaure,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),WEST ZONE:Zone Lights Total Heating Rate [W](Hourly),EAST ZONE:Zone Lights Total Heating Rate [W](Hourly),West Zone:total power (Electric Machine (such as CPU) genearated power-air system cooling),East Zone:total power (genearated power-air system cooling),WESTDATACENTER_EQUIP:ITE Total Heat Gain to Zone Rate [W](Hourly),EAST ZONE:Zone ITE Total Heat Gain to Zone Rate [W](Hourly),WEST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 08/05  22:00:00,14.4,23.38920944,22.53813232,14.2,14.2,-1634.876022,-3265.867488,50169.49863,53520.64605,48627.40772,52334.66446,3176.966929,4451.849076
 08/05  23:00:00,13.9,23.43762989,22.46135679,14.2,14.2,-1312.288031,-3008.312822,50991.17068,51973.49666,49192.58656,50742.28628,3110.872157,4239.52321
 08/05  24:00:00,15,23.49383591,22.43682304,14.2,14.2,-1267.888189,-2950.17126,50974.35524,51962.01181,49191.63384,50659.82447,3050.609585,4252.358603
 08/06  01:00:00,13.9,22.90550375,22.36060649,14.2,14.2,-2346.873443,-1363.270966,36565.60697,36516.22181,36306.0816,35264.82833,2606.398806,2614.664446
 08/06  02:00:00,13.3,22.69844733,22.38570611,14.2,14.2,-1206.634175,-1307.929189,39362.84009,44176.09086,38323.05627,42659.61429,2246.417994,2824.405761
 08/06  03:00:00,13.3,22.76302088,22.3652003,14.2,14.2,-758.2243333,-1182.113549,39343.8175,40615.01816,37918.66933,39146.89495,2183.372506,2650.236767
 08/06  04:00:00,13.3,22.75714022,22.31550093,14.2,14.2,-422.7132655,-1228.612774,39686.96584,43050.14883,38007.92042,41374.61396,2101.758686,2904.147651
 08/06  05:00:00,12.2,22.81394717,22.29290897,14.2,14.2,-154.2253687,-1048.99535,39897.63643,41438.48235,38021.7306,39775.99816,2030.131195,2711.479543
 08/06  06:00:00,13.3,22.83903963,22.24395207,14.2,14.2,-2.577059302,-932.050035,40273.89083,41490.74626,38266.76521,39695.50225,2009.702685,2727.294049
 08/06  07:00:00,15.6,23.16572918,22.57035308,14.2,14.2,-2118.304656,-3291.085364,52712.45015,56197.46547,51046.99893,54712.12182,3783.755884,4776.429013
 08/06  08:00:00,17.2,22.97378309,22.56778318,14.2,14.2,-2864.352532,-3474.960517,44865.13752,47210.48053,44233.06448,46445.34929,3496.425577,4240.091753
 08/06  09:00:00,18.3,23.48033111,22.92511537,14.2,14.2,-3770.440352,-5612.211025,60660.12306,65974.66109,59494.12201,65299.37429,4936.441401,6287.497822
 08/06  10:00:00,18.9,23.54123999,23.08851314,255.6,255.6,-4437.999189,-5471.664228,53271.58088,55050.19039,53181.27004,55099.60563,4528.310035,5422.248989
 08/06  11:00:00,20.6,23.89943309,23.34578976,269.8,269.8,-3707.753381,-5742.8221,56682.87985,61260.67575,56130.97683,61262.19195,4259.656399,5741.3059
 08/06  12:00:00,21.7,24.14745303,23.45108788,284,284,-3724.543488,-5908.671341,56602.23982,58479.41732,56198.01337,58888.45702,4128.769941,5499.631641
 08/06  13:00:00,21.7,24.08191631,23.23834698,269.8,269.8,-3227.08784,-5915.838889,57329.12472,60246.40121,56630.92485,60348.99589,3925.287718,5813.244212
 08/06  14:00:00,22.2,24.18494229,23.20585467,227.2,227.2,-3028.159907,-5817.060165,57436.02962,59853.95399,56586.09797,59963.7465,3878.091555,5707.267652
 08/06  15:00:00,21.1,24.30123797,23.16407813,255.6,255.6,-2910.030212,-5663.367246,58343.27682,58826.20065,57377.06943,58926.5974,3876.237603,5562.970496
 08/06  16:00:00,18.9,24.2971975,23.04219414,284,284,-2765.424019,-5617.501256,58563.0127,59135.93156,57535.23371,59137.85845,3793.203015,5615.574371
 08/06  17:00:00,17.2,24.25912406,22.85753335,284,284,-2422.051129,-5504.559684,58661.90708,59612.10823,57327.86731,59444.97824,3756.090901,5671.689679
 08/06  18:00:00,15.6,24.2243099,22.71297069,14.2,14.2,-2095.515099,-4989.968728,59085.62329,59329.46795,57447.40873,58777.97241,3733.729664,5541.464269
 08/06  19:00:00,15,23.58996127,22.5882213,14.2,14.2,-3578.950521,-3300.682323,49456.68242,48121.13138,49281.74689,47407.9022,3753.88605,4013.911509
 08/06  20:00:00,15,23.32028879,22.65520251,14.2,14.2,-2544.445579,-3360.682016,49288.70944,54413.58352,48441.56036,53324.42193,3391.594657,4449.843612
 08/06  21:00:00,15,23.42959515,22.62781643,14.2,14.2,-2037.580692,-3230.467821,50429.3464,51489.23851,49173.32892,50524.58439,3293.598178,4195.12195
 08/06  22:00:00,14.4,23.43243539,22.59774238,14.2,14.2,-1723.250206,-3420.991219,50177.33118,53508.90105,48716.63098,52454.46094,3183.950403,4475.431327
 08/06  23:00:00,14.4,23.49162231,22.52785106,14.2,14.2,-1437.080424,-3195.011041,50986.54925,51930.74923,49301.93139,50863.21109,3121.698285,4262.549182
 08/06  24:00:00,13.9,23.51733911,22.47139918,14.2,14.2,-1339.675483,-3065.644761,50980.17961,51945.0364,49267.34542,50740.60907,3052.509678,4270.072085
 08/07  01:00:00,13.3,22.9180467,22.3839514,14.2,14.2,-2389.298741,-1447.238816,36563.16416,36496.15426,36333.28818,35308.56945,2619.174721,2634.823622
 08/07  02:00:00,13.3,22.7253819,22.42162209,14.2,14.2,-1269.35668,-1416.74217,39357.91882,44168.54616,38372.10613,42743.479,2255.169365,2841.809327
 08/07  03:00:00,12.8,22.77065958,22.38274198,14.2,14.2,-792.6223328,-1245.828323,39332.87559,40587.93692,37937.78923,39174.0977,2187.70869,2659.66754
 08/07  04:00:00,12.2,22.77009389,22.33820965,14.2,14.2,-455.1123474,-1296.032768,39694.3038,43053.43792,38043.05054,41435.09924,2106.365608,2914.371449
 08/07  05:00:00,11.7,22.74031705,22.23469892,14.2,14.2,-30.45774435,-898.2534731,39883.13996,41415.89606,37906.71662,39626.51072,2006.881084,2687.638808
 08/07  06:00:00,12.8,22.83451118,22.24751546,14.2,14.2,86.52097623,-886.7044432,40263.83723,41482.28292,38167.54163,39652.21989,2009.774627,2716.767464
 08/07  07:00:00,15,23.13444161,22.5403472,14.2,14.2,-1995.788287,-3211.866172,52805.61617,56295.08308,51041.72373,54734.04414,3759.680723,4772.905117
 08/07  08:00:00,16.7,22.87352484,22.46314965,14.2,14.2,-2615.120507,-3197.252996,44900.10767,47206.62942,44057.10083,46207.4573,3458.127347,4196.425115
 08/07  09:00:00,18.3,23.27456629,22.71811998,14.2,14.2,-3336.459705,-5113.305171,60693.05141,66041.11036,59146.62366,64946.7344,4882.887465,6207.681139
 08/07  10:00:00,19.4,23.2647374,22.77066474,255.6,255.6,-3940.332703,-5018.236038,53371.24961,55204.43935,52848.80185,54854.4796,4462.780463,5368.195792
 08/07  11:00:00,19.4,23.53035615,22.95003327,269.8,269.8,-3158.479544,-5082.543864,56827.97778,61489.57727,55794.09394,60949.69688,4192.363381,5622.424258
 08/07  12:00:00,20,23.84405273,23.17094776,284,284,-3324.508885,-5229.084488,56618.3444,58546.71266,55871.36816,58414.90979,4071.48512,5360.887351
 08/07  13:00:00,20.6,24.05845911,23.2340877,269.8,269.8,-3312.760387,-5690.982981,57224.88658,60369.76775,56534.13003,60376.48074,4003.516938,5684.269984
 08/07  14:00:00,20.6,23.9845706,23.03121848,227.2,227.2,-2905.587603,-5370.780886,57380.09145,58770.28715,56474.23149,58696.40897,3811.447568,5444.659061
 08/07  15:00:00,20.6,24.33956417,23.23021985,255.6,255.6,-2939.454622,-5587.19767,58058.3702,58828.94651,57092.23343,58880.31046,3905.591392,5535.833724
 08/07  16:00:00,19.4,24.2733509,23.04121347,284,284,-2873.759937,-5725.802616,58621.07631,59858.73591,57698.97872,59853.82596,3795.857522,5730.712562
 08/07  17:00:00,18.9,24.26936092,22.89490909,284,284,-2507.895483,-5493.101899,58446.00772,59557.55627,57202.31515,59392.56453,3751.588052,5658.093643
 08/07  18:00:00,17.8,24.26695195,22.75198639,14.2,14.2,-2222.217879,-5036.542883,59009.27121,58900.2058,57468.09761,58453.55199,3763.391485,5483.196686
 08/07  19:00:00,16.1,23.57044777,22.54129258,14.2,14.2,-3601.787917,-3336.886315,49452.90001,48195.04235,49267.38641,47483.33001,3787.301516,4048.59866
 08/07  20:00:00,15.6,23.26969689,22.57712713,14.2,14.2,-2462.419147,-3190.681529,49274.33314,54313.41754,48351.69215,53064.87895,3385.060138,4439.220123
 08/07  21:00:00,15,23.40028094,22.58336102,14.2,14.2,-1958.024426,-3044.44124,50401.76197,51510.08193,49062.58607,50378.43899,3297.20033,4176.084172
 08/07  22:00:00,14.4,23.39058922,22.5297586,14.2,14.2,-1628.167512,-3229.569332,50128.99657,53485.73924,48577.00093,52270.67548,3180.163151,4444.633095
 08/07  23:00:00,13.3,23.4277693,22.43465635,14.2,14.2,-1285.690667,-2940.634085,50997.25362,52025.50631,49167.28363,50719.76027,3115.660658,4246.38012
 08/07  24:00:00,14.4,23.51647901,22.44410114,14.2,14.2,-1298.320808,-2936.461624,50956.7382,51960.71197,49192.45845,50639.21067,3062.600565,4257.962924
 08/08  01:00:00,13.3,22.91810223,22.35743397,14.2,14.2,-2385.668247,-1362.132933,36563.50062,36491.38851,36325.27862,35234.81909,2623.890251,2618.702358
 08/08  02:00:00,13.3,22.73336253,22.40205271,14.2,14.2,-1257.430576,-1338.796405,39361.00198,44199.6708,38356.04961,42703.40556,2262.382941,2835.061646
 08/08  03:00:00,13.3,22.78560055,22.37298516,14.2,14.2,-827.2232968,-1206.348555,39309.08043,40572.0917,37939.44832,39125.54243,2196.855399,2652.897822
 08/08  04:00:00,13.3,22.82328758,22.3711883,14.2,14.2,-574.0838981,-1349.115313,39668.42699,43056.28379,38119.50662,41482.76264,2123.004272,2922.636454
 08/08  05:00:00,13.9,22.88693014,22.35476229,14.2,14.2,-353.3706411,-1237.830714,39830.87046,41357.83271,38132.06436,39866.82077,2052.176742,2728.842659
 08/08  06:00:00,12.8,22.92205348,22.31113159,14.2,14.2,-216.8604741,-1159.962971,40239.62708,41443.35511,38419.30951,39844.63964,2037.178047,2758.67844
 08/08  07:00:00,14.4,23.14027616,22.50280284,14.2,14.2,-1752.061556,-2973.366653,52677.20624,56162.36377,50756.20717,54417.64389,3673.060627,4718.086536
 08/08  08:00:00,16.7,23.18264056,22.72666578,14.2,14.2,-2938.020208,-3734.279403,45151.2533,47479.72428,44659.67662,46962.1947,3429.596883,4251.80898
 08/08  09:00:00,18.3,23.45139007,22.83844557,14.2,14.2,-3878.266388,-5580.938646,60963.63903,65963.26258,59871.98785,65248.45797,4969.917571,6295.743253
 08/08  10:00:00,20,23.37254169,22.85121463,14.2,14.2,-4192.514393,-5126.486773,53298.69369,55137.38286,52980.14855,54888.18857,4511.059534,5375.681057
 08/08  11:00:00,20.6,23.7591462,23.15112085,14.2,14.2,-3400.776883,-5295.209681,56701.84279,61343.83698,55891.72092,60981.05704,4210.898758,5657.989622
 08/08  12:00:00,21.7,23.91402804,23.15843711,14.2,14.2,-3311.675783,-5323.921961,56685.49845,58545.6288,55928.80341,58480.06001,4068.370823,5389.490748
 08/08  13:00:00,25,24.10824662,23.21394018,14.2,14.2,-3307.065208,-5613.383316,57386.2635,60352.36196,56683.71385,60289.12553,4009.614858,5676.619742
 08/08  14:00:00,23.9,24.09962836,23.08220885,14.2,14.2,-2956.988768,-5406.793203,57402.23364,58846.2565,56540.98453,58783.90161,3818.237883,5469.148098
 08/08  15:00:00,23.3,24.21819043,23.032182,14.2,14.2,-2695.523338,-5340.29264,58147.00248,58858.97828,56987.63091,58702.65256,3854.894908,5496.618354
 08/08  16:00:00,22.8,24.27319784,22.96128656,14.2,14.2,-2645.872893,-5472.446316,58668.12239,59778.09509,57507.35832,59586.21075,3806.636964,5664.330657
 08/08  17:00:00,22.2,24.28490732,22.85556696,14.2,14.2,-2472.521808,-5372.916355,58689.02993,59648.54006,57405.55149,59384.70245,3756.000246,5636.753964
 08/08  18:00:00,21.1,24.31392789,22.77085682,14.2,14.2,-2296.243922,-5077.398211,58962.64003,59025.1906,57485.58892,58587.20896,3773.295032,5515.379852
 08/08  19:00:00,18.9,23.66196587,22.61740911,14.2,14.2,-3749.584181,-3474.139109,49452.28924,48179.04943,49420.56664,47603.25454,3781.306775,4049.934001
 08/08  20:00:00,17.2,23.37757212,22.66339674,14.2,14.2,-2677.507198,-3468.572206,49286.0598,54285.54404,48551.39484,53281.54169,3412.172159,4472.57455
 08/08  21:00:00,16.1,23.47242435,22.62196205,14.2,14.2,-2128.986066,-3296.679398,50441.87706,51466.70643,49251.72298,50537.51661,3319.140145,4225.869216
 08/08  22:00:00,15,23.46007966,22.57860195,14.2,14.2,-1775.159307,-3386.17219,50164.98023,53401.0452,48740.45634,52298.93274,3199.683194,4488.284652
 08/08  23:00:00,14.4,23.52911945,22.54957884,14.2,14.2,-1488.755698,-3128.399772,50999.90202,51941.42897,49347.43033,50814.39805,3141.227387,4255.430694
 08/08  24:00:00,13.9,23.5445587,22.4842412,14.2,14.2,-1388.29376,-3062.183709,50990.19216,51917.46703,49313.26239,50719.42999,3065.22353,4260.220747
 08/09  01:00:00,13.9,22.93683146,22.38820475,14.2,14.2,-2438.906066,-1473.923822,36551.3289,36550.40498,36350.00971,35366.30129,2640.225253,2658.027521
 08/09  02:00:00,13.3,22.71405045,22.39147574,14.2,14.2,-1247.328266,-1367.985354,39363.94971,44149.27095,38345.38964,42668.93569,2265.888334,2848.32061
 08/09  03:00:00,13.9,22.71820377,22.31434747,14.2,14.2,-669.0048359,-1056.946198,39329.38254,40598.00803,37813.22908,39010.22372,2185.158295,2644.730509
 08/09  04:00:00,13.3,22.79295298,22.351301,14.2,14.2,-465.9862255,-1236.331891,39729.19025,43094.69639,38079.97787,41418.84952,2115.198599,2912.17876
 08/09  05:00:00,13.9,22.81465212,22.30028335,14.2,14.2,-199.3174063,-1056.861472,39814.46548,41380.25277,37982.02189,39732.70213,2031.760992,2704.412114
 08/09  06:00:00,14.4,22.91324465,22.3126596,14.2,14.2,-130.2688291,-1105.705583,40257.91354,41481.8895,38348.20584,39833.45949,2039.976527,2754.135594
 08/09  07:00:00,17.8,23.24516073,22.64452868,14.2,14.2,-2330.005725,-3531.258866,52737.2898,56248.98771,51257.89263,54966.45426,3809.402896,4813.792314
 08/09  08:00:00,20,23.09022039,22.68576241,14.2,14.2,-3098.403302,-3731.825342,44891.01773,47177.74345,44467.41491,46644.90847,3522.00612,4264.660326
 08/09  09:00:00,21.1,23.55574095,22.99534039,14.2,14.2,-3946.07432,-5785.5711,60689.17145,66038.25637,59669.36442,65494.40195,4965.881359,6329.425519
 08/09  10:00:00,21.7,23.46342956,22.98659807,14.2,14.2,-4300.241412,-5347.131761,53264.78932,54981.38763,53037.43482,54914.99404,4527.595906,5413.525351
 08/09  11:00:00,23.3,23.82051739,23.25438896,14.2,14.2,-3529.589455,-5505.831343,56738.67943,61370.78243,56029.71042,61169.41285,4238.558462,5707.200924
 08/09  12:00:00,26.7,23.97458962,23.26373793,14.2,14.2,-3424.845779,-5504.05938,56665.43284,58544.27159,56000.81505,58619.02146,4089.463561,5429.309506
 08/09  13:00:00,26.1,24.04568906,23.19128332,14.2,14.2,-3301.429122,-5647.40868,57424.88373,60393.21221,56707.81342,60337.24751,4018.499431,5703.373381
 08/09  14:00:00,28.3,24.16195547,23.17228892,14.2,14.2,-3004.502091,-5537.583451,57418.27683,58889.83682,56566.26542,58920.42045,3856.5135,5506.999827
 08/09  15:00:00,28.9,24.37600423,23.23836893,14.2,14.2,-3001.051976,-5673.553878,58178.33196,58882.02525,57279.0999,58982.10863,3900.284037,5573.4705
 08/09  16:00:00,23.9,24.35628256,23.10225567,14.2,14.2,-2900.291356,-5767.093022,58572.3272,59750.99755,57661.755,59780.21645,3810.863551,5737.874128
 08/09  17:00:00,21.1,24.37503361,22.98675463,14.2,14.2,-2620.982062,-5594.241063,58616.56785,59537.32464,57458.02097,59443.59806,3779.528936,5687.967647
 08/09  18:00:00,20.6,24.41909037,22.88876948,14.2,14.2,-2497.385929,-5368.509073,59080.89273,58972.49762,57787.22735,58774.95116,3791.051304,5566.055532
 08/09  19:00:00,20,23.76481658,22.73338634,14.2,14.2,-3974.630419,-3797.777359,49482.16418,48196.50085,49625.40525,47865.66416,3831.389356,4128.614045
 08/09  20:00:00,16.7,23.44313348,22.72860845,14.2,14.2,-2869.589096,-3709.697734,49260.1914,54178.07705,48685.19191,53363.85342,3444.588579,4523.921364
 08/09  21:00:00,15,23.54233916,22.68528914,14.2,14.2,-2254.094383,-3385.83838,50454.88858,51449.42644,49368.57437,50571.99511,3340.408588,4263.269708
 08/09  22:00:00,13.9,23.55016056,22.64073739,14.2,14.2,-1930.035397,-3553.307149,50195.38324,53382.41487,48991.31772,52392.03564,3134.10092,4543.686374
 08/09  23:00:00,12.8,23.61268321,22.57582498,14.2,14.2,-1579.916624,-3481.471748,50761.60059,53109.31746,49189.24089,52096.25727,3152.276332,4494.531939
 08/09  24:00:00,12.8,23.64823683,22.50350096,14.2,14.2,-1482.491309,-3194.764302,51346.76565,52028.75992,49724.768,50907.17067,3104.488954,4316.353547
 08/10  01:00:00,12.2,23.0096541,22.40783308,14.2,14.2,-2610.162666,-1395.220901,36639.19671,35756.91705,36562.93589,34618.24362,2686.423483,2533.89433
 08/10  02:00:00,11.7,22.77119366,22.46055835,14.2,14.2,-1365.074653,-1305.790078,39312.02293,44586.93176,38384.20333,43049.70703,2292.894256,2843.014805
 08/10  03:00:00,11.7,22.84195099,22.42268884,14.2,14.2,-924.6526523,-1239.921,39348.55484,40562.26777,38032.38505,39135.08681,2240.822437,2667.101953
 08/10  04:00:00,12.2,22.89343516,22.4158402,14.2,14.2,-652.4267459,-1455.87202,39892.4956,42966.95588,38377.03185,41480.64126,2167.890496,2942.186643
 08/10  05:00:00,12.8,22.93526983,22.39725059,14.2,14.2,-526.7232553,-1364.101555,39858.81569,41427.58055,38330.31414,40034.62032,2055.224799,2757.061785
 08/10  06:00:00,12.2,22.97156137,22.35186921,14.2,14.2,-315.7553012,-1298.127276,40071.76748,41564.64029,38334.22327,40064.52642,2053.299509,2798.241147
 08/10  07:00:00,14.4,23.26965428,22.61579923,14.2,14.2,-2070.240149,-3308.079389,52796.12289,56121.7589,51136.29277,54659.8738,3730.070266,4769.964484
 08/10  08:00:00,16.1,23.20750687,22.73860741,14.2,14.2,-3133.006853,-3813.557439,45042.84602,47418.81103,44712.35116,46991.08901,3463.501711,4241.279456
 08/10  09:00:00,16.1,23.71945999,23.13130308,14.2,14.2,-4184.529061,-5926.953813,60703.46605,65830.24237,59875.88214,65404.39884,5012.112972,6352.797344
 08/10  10:00:00,18.9,23.47363596,22.94774368,255.6,255.6,-4351.858986,-5449.210796,53291.65583,55115.93452,53099.48624,55111.6998,4544.028573,5453.445512
 08/10  11:00:00,20.6,24.00483227,23.39005175,269.8,269.8,-3765.395431,-5735.859282,56797.43565,61280.75961,56288.64736,61274.71653,4274.183725,5741.90236
 08/10  12:00:00,20.6,24.07609774,23.32507798,284,284,-3670.657158,-5740.522986,56661.91584,58498.40614,56203.5278,58764.91321,4129.045193,5474.015916
 08/10  13:00:00,21.7,24.43408998,23.54916875,269.8,269.8,-3822.564083,-6196.387586,57431.42286,60308.86942,57157.45536,60713.37468,4096.53158,5791.88233
 08/10  14:00:00,23.3,24.62682921,23.60948259,227.2,227.2,-3733.82806,-6366.833615,57286.95771,58705.79472,57077.06325,59430.69638,3943.722523,5641.931956
 08/10  15:00:00,23.9,24.62830271,23.45317507,255.6,255.6,-3476.74209,-6237.735369,58130.30067,58776.00819,57668.27741,59322.33384,3938.765355,5691.40972
 08/10  16:00:00,21.7,24.58466374,23.29117907,284,284,-3250.167946,-6175.531133,58562.93902,59583.86725,57979.1574,59944.62818,3833.94957,5814.770206
 08/10  17:00:00,21.7,24.58375256,23.14514113,284,284,-2943.975266,-5929.281331,58829.91872,59462.31079,57967.97172,59632.5065,3805.922269,5759.085624
 08/10  18:00:00,19.4,24.49460013,22.89847407,14.2,14.2,-2552.860653,-5459.725688,59291.52246,58971.3259,58076.98533,58826.82623,3767.397791,5604.225359
 08/10  19:00:00,17.8,23.78017541,22.68956598,14.2,14.2,-3938.722298,-3682.386583,49619.02702,48156.33673,49733.87115,47743.45691,3823.878171,4095.26641
 08/10  20:00:00,16.1,23.46801959,22.72271358,14.2,14.2,-2848.378965,-3604.898643,49296.65074,54262.19442,48699.55774,53359.11291,3445.471967,4507.980154
 08/10  21:00:00,15.6,23.54741287,22.6583397,14.2,14.2,-2173.820462,-3279.107689,50542.21612,51510.38505,49390.20509,50546.24773,3325.831488,4243.245012
 08/10  22:00:00,15,23.57658246,22.63380735,14.2,14.2,-1895.586991,-3481.862086,50357.21563,53443.69659,49125.45284,52398.35509,3127.349779,4527.203587
 08/10  23:00:00,14.4,23.66543061,22.60450209,14.2,14.2,-1628.125996,-3514.843565,50809.93019,53151.24069,49291.76632,52171.6532,3146.28987,4494.431055
 08/10  24:00:00,14.4,23.7035383,22.53423876,14.2,14.2,-1561.867992,-3276.222127,51393.22828,52061.05185,49848.58295,51012.47609,3106.513314,4324.797892
 08/11  01:00:00,13.9,23.05650044,22.43995953,14.2,14.2,-2750.158847,-1510.820686,36680.49449,35740.27309,36706.73575,34691.59587,2723.917584,2559.497904
 08/11  02:00:00,12.8,22.79077302,22.47174535,14.2,14.2,-1459.961505,-1377.029484,39263.71929,44575.29492,38416.00505,43097.66575,2307.675742,2854.658651
 08/11  03:00:00,13.3,22.88038195,22.44878885,14.2,14.2,-1025.077853,-1338.349302,39323.11236,40531.50373,38093.60213,39189.63496,2254.588081,2680.218075
 08/11  04:00:00,13.3,22.91094264,22.42178366,14.2,14.2,-713.8654691,-1502.449747,39868.64867,42925.5139,38410.00498,41481.00833,2172.509159,2946.955316
 08/11  05:00:00,12.2,22.90630005,22.36272604,14.2,14.2,-478.3958626,-1268.455915,39870.53137,41426.03297,38299.68426,39951.05976,2049.242965,2743.429127
 08/11  06:00:00,13.3,23.00449098,22.37643646,14.2,14.2,-343.0039802,-1325.783331,40066.32562,41560.52047,38346.92561,40087.11651,2062.403993,2799.187291
 08/11  07:00:00,14.4,23.24770274,22.58540285,14.2,14.2,-2034.219968,-3249.434326,52836.66233,56173.53872,51137.0038,54652.422,3733.878507,4770.551049
 08/11  08:00:00,15.6,22.98697861,22.52686737,14.2,14.2,-2697.228828,-3236.928915,45039.61725,47409.17729,44296.98238,46462.34448,3439.863706,4183.761725
 08/11  09:00:00,18.3,23.46571737,22.88250254,14.2,14.2,-4034.728742,-5682.462113,60826.36303,66138.48265,59778.00306,65469.61504,5083.08871,6351.32973
 08/11  10:00:00,18.3,23.36367529,22.89891805,255.6,255.6,-4386.889326,-5313.151371,52735.7185,54872.00325,52549.65957,54730.03665,4572.948259,5455.117972
 08/11  11:00:00,20,23.89080031,23.30943136,269.8,269.8,-3678.448387,-5634.711112,56810.90748,61450.74572,56217.31676,61352.92724,4272.039107,5732.529589
 08/11  12:00:00,21.7,24.08031431,23.36427995,284,284,-3711.588153,-5766.346571,56464.24066,58346.06288,56041.63343,58647.64427,4134.19538,5464.765187
 08/11  13:00:00,22.8,24.2378701,23.38236775,269.8,269.8,-3687.551683,-6016.867864,57333.47918,60316.89242,56934.18798,60567.12332,4086.842881,5766.636967
 08/11  14:00:00,23.3,24.67047207,23.66680206,227.2,227.2,-3722.683906,-6393.752985,57202.28593,58723.50359,56972.13751,59464.32336,3952.832328,5652.933217
 08/11  15:00:00,23.9,24.6641719,23.50003492,255.6,255.6,-3587.627879,-6374.688664,58083.36669,58789.14273,57707.32113,59436.98599,3963.673445,5726.845399
 08/11  16:00:00,23.3,24.70341674,23.41728641,284,284,-3429.680044,-6407.228524,58443.84946,59491.2367,58007.7318,60042.54792,3865.797698,5855.917305
 08/11  17:00:00,22.2,24.64921289,23.23592493,284,284,-3146.770561,-6124.608703,58713.12699,59346.75909,58061.26612,59674.7129,3798.631427,5796.654897
 08/11  18:00:00,20,24.52884852,22.94432843,14.2,14.2,-2634.544234,-5535.936631,59209.47056,58891.82606,58080.43155,58808.33982,3763.583247,5619.422864
 08/11  19:00:00,17.2,23.80620584,22.697226,14.2,14.2,-3974.395662,-3748.425789,49714.93655,48114.10784,49851.49696,47755.48759,3837.835252,4107.046039
 08/11  20:00:00,16.1,23.47194664,22.71564593,14.2,14.2,-2884.243782,-3605.971592,49246.38712,54246.33266,48675.46683,53331.64517,3455.164071,4520.65908
 08/11  21:00:00,16.1,23.59775539,22.67940361,14.2,14.2,-2316.918732,-3423.323924,50556.43226,51507.33585,49515.02518,50667.0774,3358.32581,4263.582372
 08/11  22:00:00,15.6,23.58598797,22.62799221,14.2,14.2,-1971.990092,-3521.482131,50165.74488,53374.38145,48910.94847,52380.20956,3226.786495,4515.654017
 08/11  23:00:00,15.6,23.65271483,22.58071641,14.2,14.2,-1680.518733,-3233.082237,51114.38865,51949.21983,49623.91316,50902.25853,3170.994226,4280.043535
 08/11  24:00:00,15,23.59527844,22.45015931,14.2,14.2,-1462.380262,-2967.64082,51052.01255,51910.32094,49447.17849,50624.40143,3067.214319,4253.560326
 08/12  01:00:00,15,22.99107293,22.3728911,14.2,14.2,-2503.15681,-1358.235196,36620.92736,36539.50819,36467.17259,35276.81707,2656.91158,2620.926319
 08/12  02:00:00,14.4,22.78911775,22.40010921,14.2,14.2,-1323.253681,-1303.626174,39478.08752,44338.22019,38497.8165,42788.6256,2303.524707,2853.220761
 08/12  03:00:00,13.9,22.83071275,22.3700538,14.2,14.2,-900.1716174,-1132.731449,39331.30993,40599.70945,38011.38452,39086.58918,2220.097034,2645.851722
 08/12  04:00:00,13.3,22.90663325,22.41265708,14.2,14.2,-727.8421989,-1371.946725,39732.40746,43157.80645,38305.94118,41596.50504,2154.308481,2933.248135
 08/12  05:00:00,13.3,22.96160885,22.39216892,14.2,14.2,-527.187056,-1294.396998,39802.43957,41347.42286,38253.36714,39911.22676,2076.259492,2730.593092
 08/12  06:00:00,13.9,23.03894083,22.38372444,14.2,14.2,-443.2288773,-1321.271375,40262.92616,41472.63892,38627.02687,40007.98476,2079.128164,2785.925529
 08/12  07:00:00,15.6,23.24797506,22.59241981,14.2,14.2,-2385.030284,-3454.278697,52721.45697,56232.45784,51256.15799,54854.80944,3850.329266,4831.927093
 08/12  08:00:00,17.2,22.99452895,22.53386939,14.2,14.2,-2942.147103,-3413.923581,44856.62092,47168.50754,44266.49312,46338.7531,3532.274894,4243.678012
 08/12  09:00:00,18.9,23.47056892,22.87472418,14.2,14.2,-4068.031093,-5676.907483,60693.74363,66067.076,59695.51153,65408.42374,5066.263199,6335.559743
 08/12  10:00:00,20.6,23.56806032,23.1105884,255.6,255.6,-4689.409278,-5522.982637,52803.9503,54912.70001,52886.37207,54952.71172,4606.987513,5482.970926
 08/12  11:00:00,20.6,23.81072973,23.2053231,269.8,269.8,-3709.295342,-5633.854985,56699.20293,61323.47898,56125.48231,61211.49907,4283.015961,5745.834893
 08/12  12:00:00,21.7,24.16848828,23.41226171,284,284,-3749.450421,-5803.141064,56498.55274,58398.11202,56105.8432,58709.37259,4142.159958,5491.880489
 08/12  13:00:00,21.7,24.2642896,23.36131087,269.8,269.8,-3737.781485,-6053.746192,57322.02204,60226.65499,56963.57175,60500.63544,4096.231773,5779.765742
 08/12  14:00:00,22.8,24.46831565,23.4310554,227.2,227.2,-3519.653801,-6075.046889,57254.28089,58732.55764,56858.64324,59195.3436,3915.29145,5612.260931
