Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),space1 power input,space2 power input,space3 power input,space4 power input,space5 power input,SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),
 10/22  05:00:00,9.625,18.50591008,18.45736202,18.41092529,18.47258366,19.21568587,-1011.71123,-445.658426,-995.4952845,-441.3425425,-1940.737241,0,1011.71123,0,445.658426,0,995.4952845,0,441.3425425,0,1940.737241,0,0,0,0,0,
 10/22  06:00:00,9.775,18.41791605,18.35432089,18.32499232,18.36402019,19.12131107,-983.0897254,-436.9565726,-968.8499386,-434.0896731,-1887.39404,0,983.0897254,0,436.9565726,0,968.8499386,0,434.0896731,0,1887.39404,0,0,0,0,0,
 10/22  07:00:00,10.6875,18.65008902,18.59655628,18.62020686,18.59637784,19.15834287,-595.3668475,-242.4969611,-501.485601,-245.2109541,-1703.431369,0,757.0309502,0,328.0925504,0,709.5443963,0,328.6446034,0,1703.431369,161.6641028,85.59558932,208.0587953,83.43364929,0,
 10/22  08:00:00,11.7875,21.46216429,21.54878874,21.52015661,21.55748878,21.81344556,5180.824632,2468.768121,5078.956429,2479.955741,7177.440717,1905.410187,0,928.1522169,12.55453253,1873.301265,25.79022966,931.2895293,11.26079183,2653.403407,321.5717818,3275.414444,1553.170436,3231.445394,1559.927003,4845.609092,
 10/22  09:00:00,12.2,22.1085785,22.19055789,22.16457388,22.17290149,22.2833486,3389.93582,1443.92644,3198.82531,1464.362478,4736.827196,1012.622162,0,416.1594649,0,918.4556253,0,428.0875007,0,1127.773994,0,2377.313658,1027.766975,2280.369685,1036.274977,3609.053203,
 10/22  10:00:00,12.575,22.30889657,22.46125921,22.41084928,22.42436611,22.41067784,2748.777441,1079.007596,2453.669808,1120.382752,4086.661797,715.9723479,0,244.5310104,0,569.740122,0,266.9179407,0,846.0563451,0,2032.805093,834.4765855,1883.929686,853.4648108,3240.605452,
 10/22  11:00:00,13.8,22.5097559,22.8107731,22.65652675,22.66806535,22.49876701,2074.697451,669.3571935,1727.239687,779.8289628,3475.068493,456.9858108,0,75.16031206,0,284.5811037,0,132.1088744,0,682.1352554,0,1617.71164,594.1968814,1442.658583,647.7200884,2792.933237,
 10/22  12:00:00,14.775,22.7754214,23.31612826,22.92213784,22.93329597,22.58835404,1384.383642,241.4428336,1168.251534,515.6673588,2926.877109,174.1750448,0,0,110.4801512,67.39347551,0,28.34452128,0,521.4183619,0,1210.208597,351.9229848,1100.858059,487.3228375,2405.458747,
 10/22  13:00:00,15.375,22.98276417,23.35757722,23.06881487,23.09002592,22.67121936,1021.596519,149.4328878,895.1366461,377.5651581,2499.930424,42.07296125,11.15821236,0,139.1294306,0,31.01000435,0,23.3529259,377.2318599,0,990.6817703,288.5623184,926.1466504,400.918084,2122.698565,
 10/22  14:00:00,15.9125,23.35135132,23.30605921,23.14301967,23.19614101,22.739188,364.2578465,167.4757978,707.6993663,261.2559841,2154.830615,0,263.6132527,0,114.5992646,0,90.60890617,0,66.00105004,266.7264934,0,627.8710992,282.0750624,798.3082724,327.2570342,1888.104122,
 10/22  15:00:00,15.7875,23.9893652,23.25716027,23.14117723,23.45002936,22.81061564,-807.2925247,220.0885061,732.8141596,52.65908587,1994.525237,0,862.9214142,0,91.91350628,0,86.0100799,0,173.9077117,172.1169448,0,55.62888957,312.0020124,818.8242395,226.5667975,1822.408292,
 10/22  16:00:00,15.225,24.14215229,23.14559976,23.0397559,23.6257979,22.8679236,-1005.04685,350.0783932,986.2957864,-108.8716186,1972.430046,0,1005.04685,0,43.20658331,17.85188845,12.96147255,0,270.9707841,95.90719153,0,0,393.2849765,981.4053705,162.0991655,1876.522855,
 10/22  17:00:00,14.3125,23.55949896,22.94626441,22.84603486,23.40855612,22.87016991,18.1030786,561.0127263,1394.420715,154.6718807,2160.103237,0,538.6688329,35.83629995,0,150.8287114,0,0,165.6233516,84.07166113,0,556.7719115,525.1764263,1243.592003,320.2952323,2076.031576,
 10/22  18:00:00,13.2125,22.98422081,22.68619054,22.60247534,22.95022591,22.81639143,1362.643432,812.9555064,1946.268983,628.5836746,2522.113799,100.9687987,37.4035756,129.9707891,0,356.6804314,0,50.20501524,10.72258348,137.6750277,0,1299.078209,682.9847173,1589.588552,589.1012428,2384.438771,
 10/22  19:00:00,12.425,22.6392136,22.52113687,22.4589386,22.63659825,22.74163079,2025.701666,1021.644458,2365.490798,909.3548998,2886.322718,344.9617786,0,211.5111713,0,516.1653113,0,157.077534,0,228.6266721,0,1680.739887,810.1332863,1849.325487,752.2773658,2657.696046,
 10/22  20:00:00,12.2,22.46724559,22.42725885,22.37707238,22.47930248,22.68489648,2409.517475,1141.536389,2595.814437,1083.591169,3115.305538,522.5616558,0,264.9642235,0,617.0015496,0,237.6928659,0,317.0920346,0,1886.955819,876.5721654,1978.812888,845.898303,2798.213504,
 10/22  21:00:00,11.8875,22.37502975,22.36855514,22.32392528,22.39295917,22.64331061,2671.503547,1232.505275,2776.391109,1202.718572,3331.852957,633.6553242,0,301.3934274,0,687.3779234,0,288.2134181,0,389.1602672,0,2037.848223,931.1118479,2089.013185,914.5051536,2942.692689,
 10/22  22:00:00,11.7,20.65018749,20.70076698,20.58452086,20.74669252,21.13397851,-1059.470816,-450.6250885,-1041.879535,-440.0596187,-1996.959188,0,1059.470816,0,450.6250885,0,1041.879535,0,440.0596187,0,1996.959188,0,0,0,0,0,
 10/22  23:00:00,11.7,19.72358842,19.7591843,19.63826336,19.79897859,20.28082269,-911.4621918,-396.3745988,-894.2313239,-389.7353992,-1731.750907,0,911.4621918,0,396.3745988,0,894.2313239,0,389.7353992,0,1731.750907,0,0,0,0,0,
 10/22  24:00:00,11.0125,19.29975441,19.30650414,19.20987606,19.33741744,19.90743828,-942.0517917,-411.0683363,-924.8760417,-405.1581968,-1796.207603,0,942.0517917,0,411.0683363,0,924.8760417,0,405.1581968,0,1796.207603,0,0,0,0,0,
 10/23  01:00:00,10.9125,19.0227305,19.0013858,18.92994368,19.02387748,19.66109585,-920.435036,-406.7871869,-905.1972047,-402.9034502,-1762.35976,0,920.435036,0,406.7871869,0,905.1972047,0,402.9034502,0,1762.35976,0,0,0,0,0,
 10/23  02:00:00,10.7875,18.86407077,18.82263003,18.77007225,18.83869469,19.51832628,-917.3083097,-403.3507616,-901.4527667,-399.1748477,-1760.798453,0,917.3083097,0,403.3507616,0,901.4527667,0,399.1748477,0,1760.798453,0,0,0,0,0,
 10/23  03:00:00,9.85,18.62901491,18.58632477,18.53324073,18.60284897,19.31071443,-999.9972394,-437.984763,-982.8425679,-432.8227035,-1914.409561,0,999.9972394,0,437.984763,0,982.8425679,0,432.8227035,0,1914.409561,0,0,0,0,0,
 10/23  04:00:00,10.15,18.49155349,18.43423811,18.39499861,18.44804711,19.19408686,-947.7545934,-422.1900558,-933.5802678,-419.7611649,-1823.486698,0,947.7545934,0,422.1900558,0,933.5802678,0,419.7611649,0,1823.486698,0,0,0,0,0,
 10/23  05:00:00,10.6,18.49629032,18.43035231,18.40678615,18.44102202,19.19359886,-897.4912971,-397.6904054,-883.5478172,-395.1343749,-1733.620087,0,897.4912971,0,397.6904054,0,883.5478172,0,395.1343749,0,1733.620087,0,0,0,0,0,
 10/23  06:00:00,10.9125,18.51256512,18.44762136,18.43435552,18.45667074,19.18568911,-862.8806115,-383.8895041,-850.87145,-381.8377909,-1666.521014,0,862.8806115,0,383.8895041,0,850.87145,0,381.8377909,0,1666.521014,0,0,0,0,0,
 10/23  07:00:00,11.1,18.6528675,18.60640218,18.62874736,18.605475,19.20467799,-631.8106743,-270.0954211,-545.5083118,-275.6897367,-1632.491752,0,749.4758817,0,330.1910133,0,705.7804062,0,332.0389571,0,1632.491752,117.6652074,60.09559214,160.2720944,56.34922038,0,
 10/23  08:00:00,11.475,21.46197087,21.56908412,21.53272921,21.56129689,21.81810783,5201.871093,2443.299604,5163.357,2469.977923,7386.066242,1895.36037,0,906.9896709,12.68994987,1898.31925,29.07893244,906.7333676,0,2677.273983,278.6644128,3306.510723,1548.999882,3294.116682,1563.244555,4987.456671,
 10/23  09:00:00,12.3875,22.15704667,22.40416117,22.22680526,22.23003704,22.29114026,3225.724836,1182.287057,3001.09946,1378.421155,4662.437425,942.1889287,0,290.5791091,0,831.2103727,0,390.3668296,0,1111.644603,0,2283.535908,891.707948,2169.889087,988.054325,3550.792822,
 10/23  10:00:00,13.1125,22.53063313,23.50953461,22.60281416,22.5992346,22.44583662,2115.631548,164.9820686,1927.032986,888.3142578,3835.686035,433.331641,0,0,197.0729005,340.3386426,0,166.2829933,0,782.2133669,0,1682.299907,362.0549691,1586.694343,722.0312645,3053.472668,
 10/23  11:00:00,13.9875,22.8799495,24.53359091,22.85271031,22.84811141,22.5764666,1332.260207,-546.7312996,1366.148219,621.5921148,3168.354171,97.39410723,0,0,546.7312996,115.6427523,0,58.26709797,0,549.8930494,0,1234.8661,0,1250.505466,563.3250168,2618.461122,
 10/23  12:00:00,14.775,23.16108011,24.91618878,23.05850328,23.05582134,22.69232572,821.8678063,-516.8176106,981.6173521,439.7310459,2582.157443,0,107.7165035,0,516.8176106,6.642239456,33.18763519,3.879368847,13.77968579,347.8357694,0,929.5843098,0,1008.162748,449.6313629,2234.321674,
 10/23  13:00:00,15,23.46856164,24.4127667,23.19807234,23.20699459,22.79446456,215.7025045,-470.1935071,724.3923698,306.0024307,2207.132663,0,396.5310698,0,470.1935071,0,140.895515,0,70.2812683,186.2722277,0,612.2335743,0,865.2878848,376.283699,2020.860436,
 10/23  14:00:00,16.75,23.58313972,23.7487588,23.27428864,23.31287214,22.87287459,-276.624011,-345.54585,357.6900455,106.9299697,1603.458952,0,531.0067845,0,346.2805532,0,212.4187592,0,118.9673339,87.91489098,0,254.3827734,0.734703202,570.1088047,225.8973036,1515.544061,
 10/23  15:00:00,16.7375,24.02680065,23.52451199,23.27924576,23.51964042,22.93248417,-809.387547,-105.4466506,348.4858022,-75.68191457,1503.208328,0,809.387547,0,226.9501328,0,217.5037445,0,210.519004,36.87154603,0,0,121.5034822,565.9895467,134.8370894,1466.336782,
 10/23  16:00:00,16.475,24.3198588,23.33859556,23.17865308,23.6975153,22.97631394,-877.4856563,103.6919679,569.4334586,-258.8975655,1486.709076,0,877.4856563,0,130.0686384,0,123.6004624,0,309.6672138,2.783911377,4.356634421,0,233.7606062,693.0339211,50.76964826,1488.281799,
 10/23  17:00:00,16.0125,23.60120513,23.09462305,22.97311235,23.41778108,22.96791614,-228.2088814,346.916998,983.7392521,38.59074591,1603.638833,0,556.0179873,5.194637799,26.98870585,59.14594952,4.931257281,0,174.2526541,6.961324321,3.450277131,327.8091059,368.711066,929.5245598,212.8434,1600.127786,
 10/23  18:00:00,14.85,23.05434092,22.82064584,22.72637471,23.00599911,22.8990089,1017.077513,607.5703592,1479.957605,484.3407958,1976.101024,46.42264385,50.66601869,74.98128982,0,228.519732,0,28.25024665,13.17215436,55.51971584,0,1021.320888,532.5890693,1251.437873,469.2627035,1920.581308,
 10/23  19:00:00,14.775,22.7578622,22.64741283,22.58617098,22.73662819,22.81347443,1448.500364,738.3615737,1736.699002,661.0962576,2136.305557,206.8158482,0,138.262846,0,352.2334591,0,101.3392211,0,127.1495833,0,1241.684516,600.0987276,1384.465543,559.7570365,2009.155973,
 10/23  20:00:00,14.625,22.5988617,22.54886132,22.50591295,22.59053863,22.74762134,1744.975413,846.3296836,1931.64356,801.9866765,2347.972486,345.4810733,0,187.8998422,0,440.1198606,0,167.4387022,0,215.6011413,0,1399.49434,658.4298413,1491.5237,634.5479743,2132.371345,
 10/23  21:00:00,14.4,22.50607991,22.48442165,22.44964644,22.5047956,22.69788176,1979.693005,932.6313937,2097.646022,908.1566209,2557.038843,448.5330981,0,224.5343904,0,508.792487,0,214.000044,0,294.0816533,0,1531.159906,708.0970034,1588.853536,694.156577,2262.95719,
 10/23  22:00:00,14.4,21.06781706,21.09803952,20.99519514,21.1382389,21.40178304,-775.5755052,-327.6892626,-759.7798514,-318.8517983,-1452.958479,0,775.5755052,0,327.6892626,0,759.7798514,0,318.8517983,0,1452.958479,0,0,0,0,0,
 10/23  23:00:00,14.4,20.3701193,20.38662821,20.28612219,20.42048139,20.77592111,-668.5827564,-285.3782264,-651.6914008,-279.1497732,-1267.34631,0,668.5827564,0,285.3782264,0,651.6914008,0,279.1497732,0,1267.34631,0,0,0,0,0,
 10/23  24:00:00,14.4,20.07728868,20.0721463,19.99830118,20.09796321,20.52253969,-634.5948126,-276.007264,-620.8159849,-271.9089639,-1213.405401,0,634.5948126,0,276.007264,0,620.8159849,0,271.9089639,0,1213.405401,0,0,0,0,0,
 10/24  01:00:00,14.775,19.9533226,19.92449615,19.87566419,19.94368303,20.40544124,-576.207257,-252.7580561,-564.0965621,-250.07571,-1110.088,0,576.207257,0,252.7580561,0,564.0965621,0,250.07571,0,1110.088,0,0,0,0,0,
 10/24  02:00:00,15,19.90633503,19.86476726,19.83029966,19.88073254,20.35611759,-545.4044866,-237.6081968,-533.1951757,-234.8692889,-1055.035775,0,545.4044866,0,237.6081968,0,533.1951757,0,234.8692889,0,1055.035775,0,0,0,0,0,
 10/24  03:00:00,15,19.8513863,19.80868727,19.77901663,19.82335565,20.30058156,-539.1746566,-234.9229,-527.4812803,-232.1497279,-1043.833712,0,539.1746566,0,234.9229,0,527.4812803,0,232.1497279,0,1043.833712,0,0,0,0,0,
 10/24  04:00:00,14.625,19.77653819,19.74020107,19.7116265,19.75450162,20.2234203,-574.7747812,-249.6524738,-563.2902422,-246.2318494,-1107.485648,0,574.7747812,0,249.6524738,0,563.2902422,0,246.2318494,0,1107.485648,0,0,0,0,0,
 10/24  05:00:00,14.775,19.7440021,19.70482476,19.68437808,19.71637795,20.18074476,-553.2699963,-243.7537029,-543.7636994,-241.5231551,-1065.989596,0,553.2699963,0,243.7537029,0,543.7636994,0,241.5231551,0,1065.989596,0,0,0,0,0,
 10/24  06:00:00,15,19.77618055,19.73861128,19.72566947,19.7484965,20.19984648,-531.5575177,-233.3077611,-522.7637801,-231.0049226,-1025.209965,0,531.5575177,0,233.3077611,0,522.7637801,0,231.0049226,0,1025.209965,0,0,0,0,0,
 10/24  07:00:00,14.3125,19.52042928,19.59587792,19.5156872,19.60890098,20.1222365,-583.0345931,-255.8338318,-576.6467555,-251.2107179,-1154.407029,0,583.0345931,0,255.8338318,0,576.6467555,0,251.2107179,0,1154.407029,0,0,0,0,0,
 10/24  08:00:00,13.9,19.47272023,19.63830132,19.53595157,19.61735064,20.0256978,-623.7630534,-287.3033357,-627.4700194,-282.8557046,-1218.221825,0,623.7630534,0,287.3033357,0,627.4700194,0,282.8557046,0,1218.221825,0,0,0,0,0,
 10/24  09:00:00,13.9,19.56531449,19.85112745,19.71206243,19.78588738,20.02737044,-634.3737772,-299.9161674,-647.7159359,-294.2594092,-1219.070932,0,634.3737772,0,299.9161674,0,647.7159359,0,294.2594092,0,1219.070932,0,0,0,0,0,
 10/24  10:00:00,14.5875,19.72924026,20.09019474,19.93940108,20.00804394,20.11869806,-571.6556399,-279.5292327,-593.5069835,-274.55829,-1092.502296,0,571.6556399,0,279.5292327,0,593.5069835,0,274.55829,0,1092.502296,0,0,0,0,0,
 10/24  11:00:00,15.6875,20.24466804,20.90007843,20.5523011,20.56457225,20.33386567,-499.1181894,-274.3984091,-534.776505,-254.3461648,-907.5819896,0,499.1181894,0,274.3984091,0,534.776505,0,254.3461648,0,907.5819896,0,0,0,0,0,
 10/24  12:00:00,16.1,20.85587298,21.6826045,21.14836802,21.11862995,20.55360378,-520.3963083,-286.093943,-553.4723448,-253.6372172,-868.1605467,0,520.3963083,0,286.093943,0,553.4723448,0,253.6372172,0,868.1605467,0,0,0,0,0,
 10/24  13:00:00,16.7875,21.94453596,22.49384609,21.65232135,21.6426031,20.80523795,-555.657914,-290.2688591,-528.7583305,-243.6148072,-770.6075541,0,555.657914,0,290.2688591,0,528.7583305,0,243.6148072,0,770.6075541,0,0,0,0,0,
 10/24  14:00:00,17.2,23.34021871,22.56499771,21.96962765,22.065181,21.13240371,-671.4453146,-262.0100214,-519.161495,-238.0825708,-753.4821828,0,671.4453146,0,262.0100214,0,519.161495,0,238.0825708,0,753.4821828,0,0,0,0,0,
 10/24  15:00:00,17.2,24.41688251,22.54820016,22.1114172,22.68567004,21.38108637,-802.0110937,-261.4537338,-536.0067495,-275.6248832,-803.0101654,0,802.0110937,0,261.4537338,0,536.0067495,0,275.6248832,0,803.0101654,0,0,0,0,0,
 10/24  16:00:00,17.2,24.34499376,22.41177298,22.05339047,23.12417194,21.56210593,-801.4592716,-251.3986462,-530.2815933,-296.1478808,-841.2606435,0,801.4592716,0,251.3986462,0,530.2815933,0,296.1478808,0,841.2606435,0,0,0,0,0,
 10/24  17:00:00,16.6375,23.93054212,22.06002205,21.75232989,23.24041526,21.57200595,-819.0201071,-256.8117486,-561.2657498,-323.7725283,-963.1193364,0,819.0201071,0,256.8117486,0,561.2657498,0,323.7725283,0,963.1193364,0,0,0,0,0,
 10/24  18:00:00,15.8625,22.62934553,21.47493851,21.21284747,22.39375876,21.40990588,-769.9616267,-269.7634232,-591.8458405,-303.6151705,-1092.743091,0,769.9616267,0,269.7634232,0,591.8458405,0,303.6151705,0,1092.743091,0,0,0,0,0,
 10/24  19:00:00,14.85,21.45565586,20.91915936,20.71843045,21.41063162,21.09759284,-745.5972201,-290.0473517,-650.2829436,-300.6509527,-1240.034928,0,745.5972201,0,290.0473517,0,650.2829436,0,300.6509527,0,1240.034928,0,0,0,0,0,
 10/24  20:00:00,14.4,20.77063202,20.49488456,20.34761433,20.77637301,20.81529108,-715.9861131,-296.0556605,-660.4088412,-299.8663898,-1272.845976,0,715.9861131,0,296.0556605,0,660.4088412,0,299.8663898,0,1272.845976,0,0,0,0,0,
 10/24  21:00:00,14.4,20.38558777,20.23086012,20.12783691,20.39228109,20.6404882,-670.8545127,-284.8975706,-635.8439687,-285.7057751,-1237.185087,0,670.8545127,0,284.8975706,0,635.8439687,0,285.7057751,0,1237.185087,0,0,0,0,0,
 10/24  22:00:00,14.0875,20.096415,20.0060435,19.92371959,20.10218046,20.47482649,-674.1367046,-288.9453585,-648.8119366,-287.2669651,-1269.410497,0,674.1367046,0,288.9453585,0,648.8119366,0,287.2669651,0,1269.410497,0,0,0,0,0,
 10/24  23:00:00,13.525,19.8296558,19.77230942,19.69920032,19.83268425,20.28965339,-708.8164332,-306.4501556,-688.5073756,-303.4169682,-1348.559145,0,708.8164332,0,306.4501556,0,688.5073756,0,303.4169682,0,1348.559145,0,0,0,0,0,
 10/24  24:00:00,13.3,19.63889195,19.59278155,19.53466087,19.63151484,20.13982876,-713.0196225,-311.8743964,-696.738674,-309.049763,-1364.205964,0,713.0196225,0,311.8743964,0,696.738674,0,309.049763,0,1364.205964,0,0,0,0,0,
 10/25  01:00:00,12.6125,19.43792666,19.40786437,19.35018174,19.43632903,19.98104595,-771.334815,-335.4340968,-755.5351896,-331.1112202,-1477.797434,0,771.334815,0,335.4340968,0,755.5351896,0,331.1112202,0,1477.797434,0,0,0,0,0,
 10/25  02:00:00,12.575,19.28601431,19.25383046,19.20609656,19.27363098,19.85357658,-756.8158781,-334.846194,-744.0927628,-332.062526,-1455.726438,0,756.8158781,0,334.846194,0,744.0927628,0,332.062526,0,1455.726438,0,0,0,0,0,
 10/25  03:00:00,12.425,19.20193131,19.16829881,19.1265307,19.18432864,19.78575346,-765.8360971,-336.0030149,-752.5673596,-332.4282804,-1475.967241,0,765.8360971,0,336.0030149,0,752.5673596,0,332.4282804,0,1475.967241,0,0,0,0,0,
 10/25  04:00:00,11.8875,19.05594539,19.02158795,18.97659144,19.03700204,19.66024678,-811.7618617,-356.4328457,-797.8929409,-352.5313307,-1562.149582,0,811.7618617,0,356.4328457,0,797.8929409,0,352.5313307,0,1562.149582,0,0,0,0,0,
 10/25  05:00:00,11.325,18.90733556,18.86814584,18.82334773,18.88306281,19.53091176,-860.4537554,-377.919704,-845.882743,-373.8596983,-1653.082301,0,860.4537554,0,377.919704,0,845.882743,0,373.8596983,0,1653.082301,0,0,0,0,0,
 10/25  06:00:00,11.1,18.79254856,18.7468583,18.70945166,18.76016421,19.42669349,-873.2135951,-385.7970587,-859.485222,-382.4866781,-1677.542522,0,873.2135951,0,385.7970587,0,859.485222,0,382.4866781,0,1677.542522,0,0,0,0,0,
 10/25  07:00:00,11.7875,18.82936189,19.10360504,18.81238216,18.78107976,19.43411149,-795.3802327,-379.0048391,-789.8537725,-353.6778103,-1532.626446,0,795.3802327,0,379.0048391,0,789.8537725,0,353.6778103,0,1532.626446,0,0,0,0,0,
 10/25  08:00:00,12.8875,19.18522805,21.5535252,19.30284925,19.12911246,19.59768897,-704.7207211,-455.4377454,-715.233534,-314.4822119,-1335.103027,0,704.7207211,0,455.4377454,0,715.233534,0,314.4822119,0,1335.103027,0,0,0,0,0,
 10/25  09:00:00,14.3625,19.81534435,23.9963424,19.88768767,19.71698407,19.89709965,-598.5376484,-504.0465172,-606.3985321,-269.4513367,-1083.557953,0,598.5376484,0,504.0465172,0,606.3985321,0,269.4513367,0,1083.557953,0,0,0,0,0,
 10/25  10:00:00,15.6875,20.67988189,25.48035353,20.66760154,20.47992259,20.31663475,-544.3509253,-513.8158583,-544.7692258,-245.6625857,-898.2641367,0,544.3509253,0,513.8158583,0,544.7692258,0,245.6625857,0,898.2641367,0,0,0,0,0,
 10/25  11:00:00,16.7875,21.53476,26.29033657,21.3455531,21.1795305,20.72586367,-512.6172812,-491.8436273,-492.7888682,-221.5599319,-751.8122399,0,512.6172812,0,491.8436273,0,492.7888682,0,221.5599319,0,751.8122399,0,0,0,0,0,
 10/25  12:00:00,17.2,22.28867848,26.26378311,21.91251714,21.79967948,21.09667122,-553.5833295,-455.4801557,-510.2841451,-226.1277325,-744.696883,0,553.5833295,0,455.4801557,0,510.2841451,0,226.1277325,0,744.696883,0,0,0,0,0,
 10/25  13:00:00,17.8875,23.1153975,25.4032565,22.36935042,22.31680934,21.42902679,-566.8124938,-368.7656153,-483.5306888,-218.205997,-667.1681473,0,566.8124938,0,368.7656153,0,483.5306888,0,218.205997,0,667.1681473,0,0,0,0,0,
 10/25  14:00:00,18.3,24.18572327,24.44015436,22.64699173,22.70980561,21.74597926,-644.3771821,-291.1076993,-469.9260938,-215.1072785,-650.047441,0,644.3771821,0,291.1076993,0,469.9260938,0,215.1072785,0,650.047441,0,0,0,0,0,
 10/25  15:00:00,17.9875,25.08243356,23.72893213,22.62341798,23.18948679,21.90534571,-787.3799135,-269.6822977,-503.6916255,-262.6528682,-748.5570768,0,787.3799135,0,269.6822977,0,503.6916255,0,262.6528682,0,748.5570768,0,0,0,0,0,
 10/25  16:00:00,17.425,25.52030726,23.14344709,22.40152521,23.83517581,21.95497068,-909.98287,-269.6121486,-543.2010575,-327.0899495,-875.4165428,0,909.98287,0,269.6121486,0,543.2010575,0,327.0899495,0,875.4165428,0,0,0,0,0,
 10/25  17:00:00,16.2,24.26373995,22.44161551,21.90498426,23.44299672,21.81301857,-918.9870219,-299.3318908,-630.3958934,-345.3744249,-1104.078548,0,918.9870219,0,299.3318908,0,630.3958934,0,345.3744249,0,1104.078548,0,0,0,0,0,
 10/25  18:00:00,14.85,22.5462474,21.56629928,21.1781574,22.26317937,21.44792019,-876.3114479,-324.6855033,-703.6599534,-347.0502198,-1309.919994,0,876.3114479,0,324.6855033,0,703.6599534,0,347.0502198,0,1309.919994,0,0,0,0,0,
 10/25  19:00:00,14.4,21.386102,20.9191297,20.65506511,21.28913952,21.09452652,-788.131898,-315.5750739,-694.6903622,-322.1288161,-1328.733044,0,788.131898,0,315.5750739,0,694.6903622,0,322.1288161,0,1328.733044,0,0,0,0,0,
 10/25  20:00:00,14.4,20.76930246,20.51437454,20.33766895,20.72567539,20.8565294,-715.0982862,-296.9878853,-658.7549967,-298.4648651,-1280.133199,0,715.0982862,0,296.9878853,0,658.7549967,0,298.4648651,0,1280.133199,0,0,0,0,0,
 10/25  21:00:00,14.4,20.38697574,20.23328862,20.11312401,20.35580343,20.66953108,-670.5677708,-284.5335794,-633.6778567,-283.8430756,-1242.296145,0,670.5677708,0,284.5335794,0,633.6778567,0,283.8430756,0,1242.296145,0,0,0,0,0,
 10/25  22:00:00,14.4,20.13481769,20.0313703,19.9460684,20.1040987,20.52083863,-641.5163486,-275.4959081,-615.164704,-273.6346138,-1212.508068,0,641.5163486,0,275.4959081,0,615.164704,0,273.6346138,0,1212.508068,0,0,0,0,0,
 10/25  23:00:00,14.0875,19.92590191,19.85089228,19.78284909,19.89665553,20.37278342,-654.3579499,-281.7925527,-632.9799131,-278.679321,-1248.670196,0,654.3579499,0,281.7925527,0,632.9799131,0,278.679321,0,1248.670196,0,0,0,0,0,
 10/25  24:00:00,13.2125,19.67536521,19.62005791,19.55519623,19.65265108,20.16931323,-727.9135597,-313.784044,-708.3347065,-309.2967211,-1390.281506,0,727.9135597,0,313.784044,0,708.3347065,0,309.2967211,0,1390.281506,0,0,0,0,0,
 10/26  01:00:00,13.1125,19.49888187,19.4352139,19.38652862,19.45789783,20.01677384,-718.2185202,-314.6146299,-701.5707077,-311.6039294,-1376.629289,0,718.2185202,0,314.6146299,0,701.5707077,0,311.6039294,0,1376.629289,0,0,0,0,0,
 10/26  02:00:00,11.925,19.26471376,19.21641422,19.16094919,19.23834059,19.82670383,-831.8544038,-358.285075,-812.908115,-352.5496257,-1590.489383,0,831.8544038,0,358.285075,0,812.908115,0,352.5496257,0,1590.489383,0,0,0,0,0,
 10/26  03:00:00,11.1,18.97380906,18.92717294,18.87059699,18.94747792,19.5765655,-892.8680902,-391.8913106,-876.0811376,-387.6448725,-1706.129463,0,892.8680902,0,391.8913106,0,876.0811376,0,387.6448725,0,1706.129463,0,0,0,0,0,
 10/26  04:00:00,10.7875,18.79992481,18.74549618,18.69821825,18.76290519,19.43568618,-909.7564393,-399.2761769,-893.0137298,-395.2112625,-1743.267073,0,909.7564393,0,399.2761769,0,893.0137298,0,395.2112625,0,1743.267073,0,0,0,0,0,
 10/26  05:00:00,10.225,18.61049649,18.55648421,18.51056637,18.5723141,19.27721416,-953.8355727,-419.0772894,-937.1570589,-414.7846452,-1828.369827,0,953.8355727,0,419.0772894,0,937.1570589,0,414.7846452,0,1828.369827,0,0,0,0,0,
 10/26  06:00:00,10.375,18.51223133,18.44337442,18.41161533,18.45386816,19.18783267,-924.4494696,-409.736637,-909.3639066,-406.8122604,-1776.809945,0,924.4494696,0,409.736637,0,909.3639066,0,406.8122604,0,1776.809945,0,0,0,0,0,
