period4	week	month	day	hour	ambient	t_w	t_e	hvac_w	hvac_e
53	31	8	15	2	13.9	20.9625633818	20.689150778	63.1495329422	102.0798935434
53	31	8	15	3	13.9	20.8618874485	20.5910848684	75.0513089001	112.6565811001
53	31	8	15	4	13.3	20.7465016581	20.4808835339	89.5832491714	126.2647624454
53	31	8	15	5	13.3	20.6317418649	20.3731955923	104.6623420104	140.5764287228
53	31	8	15	6	13.3	20.5359083978	20.2859895565	114.3626878034	148.9640843226
53	31	8	15	7	13.3	20.5217307924	20.2824172656	105.1235552255	136.1573726706
53	31	8	15	8	13.9	20.5427768259	20.3148924581	83.7550129386	109.2328595086
53	31	8	15	9	13.9	20.5157582775	20.2997832739	77.546794875	102.4710183351
53	31	8	15	10	14.4	20.6067665182	20.4066311487	64.351164481	86.0835385122
53	31	8	15	11	15.6	20.7643272562	20.5837207797	37.9163254732	54.1580034197
53	31	8	15	12	16.7	20.9072133387	20.7430370166	7.8036956499	17.2109844379
53	31	8	15	13	16.7	21.1704326935	21.0273768406	0	0
53	31	8	15	14	17.8	21.2929637627	21.1697190313	0	0
53	31	8	15	15	18.3	21.4847817381	21.3812682166	0	0
53	31	8	15	16	17.2	21.4406963002	21.3442929154	0	0
53	31	8	15	17	15.6	21.2710953281	21.1666966752	0	0.7807958015
53	31	8	15	18	15	21.1796628374	21.0595973174	28.5473334557	44.9993939083
53	31	8	15	19	14.4	21.0475455892	20.9056186455	49.2935471948	73.6937376345
53	31	8	15	20	13.9	20.9372362613	20.7745423068	68.5453180372	99.2201386191
53	31	8	15	21	14.4	20.8755387115	20.6969516551	74.2517342735	107.1637116478
53	31	8	15	22	13.9	20.7970974429	20.6074595745	76.0913813054	108.6195463596
53	31	8	15	23	13.9	20.7204921865	20.5251580432	84.2098419938	116.0931540904
53	31	8	15	24	13.9	20.635510043	20.4382853631	95.0510960967	126.457462973
53	31	8	16	1	13.9	20.5516173927	20.3556708482	104.685934786	135.3705606968
53	31	8	16	2	13.9	20.4653150233	20.272724456	113.7753264515	143.5693221265
53	31	8	16	3	13.9	20.385302753	20.1974754392	121.6415992592	150.3684210187
53	31	8	16	4	13.3	20.2776592955	20.0946871624	133.5844590697	161.8605393054
53	31	8	16	5	13.3	20.1939207022	20.0174885444	144.1255034768	165.8864598978
53	31	8	16	6	13.3	20.1241889451	19.9567163354	146.3966760112	157.4100945135
53	31	8	16	7	13.9	20.0907350037	19.9332263879	136.3211735409	143.061162426
53	31	8	16	8	14.4	20.1178157046	19.9715464922	115.570957802	120.2516394991
53	31	8	16	9	15	20.2064089889	20.073062907	90.0203966381	92.1115335683
53	31	8	16	10	16.7	20.3999020162	20.2826072428	60.0141101549	59.0559802739
53	31	8	16	11	16.7	20.5671085571	20.4652666904	31.5684800847	39.3931623049
53	31	8	16	12	18.3	20.8713596933	20.7886303964	0	0
53	31	8	16	13	17.8	21.1188236689	21.0524970308	0	0
53	31	8	16	14	19.4	21.1538071337	21.0988392126	0	0
53	31	8	16	15	17.8	21.2310623003	21.1882619258	0	0
53	31	8	16	16	17.2	21.2300935234	21.1921026082	0	0
53	31	8	16	17	16.1	21.1297516473	21.0845211122	8.284801991	10.9510645567
53	31	8	16	18	16.1	21.0923053275	21.0315540371	24.939875845	33.6752689823
53	31	8	16	19	15	20.9472583892	20.8600560122	47.1015523397	64.5895473189
53	31	8	16	20	15	20.873691514	20.7573635778	70.7927696808	96.9425281089
53	31	8	16	21	15.6	20.8343194038	20.690220934	72.4381870543	103.3397602121
53	31	8	16	22	15	20.776076168	20.6095069284	70.1355757301	102.8280288672
53	31	8	16	23	15	20.7239313893	20.5424016371	75.9585398904	109.1274630246
53	31	8	16	24	15.6	20.6769675426	20.4870546679	81.2842598592	113.6226680792
54	31	8	17	1	15	20.607890363	20.4141487916	88.3841246476	119.5704136761
54	31	8	17	2	15	20.5383667067	20.3445514379	98.699913515	129.0671466595
54	31	8	17	3	15	20.4575393857	20.2660408282	109.8267090388	139.4241249729
54	31	8	17	4	15	20.3939280802	20.2066081256	116.6982696107	144.955145617
54	31	8	17	5	15	20.327192819	20.1449446642	120.7735718325	148.2415099845
54	31	8	17	6	15	20.2640181749	20.0882558115	125.6123650324	150.6602462336
54	31	8	17	7	15.6	20.2569554139	20.0903550242	119.8896637912	136.3737805863
54	31	8	17	8	15.6	20.3131461959	20.1581162341	98.1372068178	108.6484292328
54	31	8	17	9	16.1	20.4572685563	20.3155207921	63.2603687917	74.2420579221
54	31	8	17	10	15.6	20.6654844263	20.5394777937	29.4895211685	42.855381625
54	31	8	17	11	16.7	20.8641411722	20.7540023107	0	0
54	31	8	17	12	18.3	20.9521506927	20.8519075394	0	0
54	31	8	17	13	19.4	21.2986773448	21.2171962582	0	0
54	31	8	17	14	20	21.5819597599	21.5191355728	0	0
54	31	8	17	15	20.6	21.7028516416	21.6510129679	0	0
54	31	8	17	16	20	21.8095641931	21.7593478665	0	0
54	31	8	17	17	19.4	21.8347134673	21.7705524176	0	0
54	31	8	17	18	18.3	21.6786069957	21.5766803797	0	0
54	31	8	17	19	16.7	21.4969099527	21.3379174652	0	7.9192663712
54	31	8	17	20	16.1	21.3900656742	21.169113813	14.4594184249	57.9605577836
54	31	8	17	21	15.6	21.3144485489	21.0303787004	26.4599305695	82.6537119332
54	31	8	17	22	15.6	21.2512416038	20.9145940908	24.2309719731	86.8800235402
54	31	8	17	23	15	21.1644239109	20.7901843832	32.0749011394	96.3122584079
54	31	8	17	24	15	21.0783926153	20.6813405392	46.9116514666	110.060132647
54	31	8	18	1	14.4	20.9355380805	20.5259496169	69.9421347136	131.5725407904
54	31	8	18	2	13.9	20.8323964134	20.4197091812	88.0418133515	147.5088090755
54	31	8	18	3	13.3	20.6634025847	20.2513571212	109.355308701	167.0243289923
54	31	8	18	4	13.3	20.5037507406	20.0963696719	135.8694885563	192.1467014667
54	31	8	18	5	13.3	20.399171596	19.9999908814	145.6663514319	189.6357754087
54	31	8	18	6	13.3	20.2853753829	19.8970117372	147.8560814563	173.4722762795
54	31	8	18	7	15.6	20.4662283153	20.0990126104	96.6872901911	99.8280929529
54	31	8	18	8	18.3	20.8208513906	20.4846877203	9.2085216904	13.2883055569
54	31	8	18	9	19.4	21.2154737498	20.9209942698	0	0
54	31	8	18	10	20	21.8668494309	21.6386589425	0	0
54	31	8	18	11	21.7	22.02363529	21.8733078762	0	0
54	31	8	18	12	21.7	22.3736292324	22.3108473948	0	0
54	31	8	18	13	22.2	22.6509824653	22.6824291625	0	0
54	31	8	18	14	23.3	22.7724808002	22.8839586374	0	0
54	31	8	18	15	22.2	22.7800700056	22.9450820861	0	0
54	31	8	18	16	22.2	22.6887357301	22.8761692836	0	0
54	31	8	18	17	21.1	22.5662893629	22.7559398387	0	0
54	31	8	18	18	20	22.4295145992	22.6014849094	0	0
54	31	8	18	19	18.3	22.2430130743	22.3754916074	0	0
54	31	8	18	20	17.2	22.107148436	22.1920772043	0	0
54	31	8	18	21	17.2	22.0337033896	22.0681114259	0	0
54	31	8	18	22	16.7	21.9475811337	21.9375564375	0	0
54	31	8	18	23	16.1	21.8178022404	21.7720343494	0	0
54	31	8	18	24	16.1	21.7069813033	21.6357814533	0	0
54	31	8	19	1	15	21.514090485	21.4226338475	9.4138592448	27.9087730582
54	31	8	19	2	15	21.2675090685	21.1602332844	56.7050894268	80.130812144
54	31	8	19	3	14.4	21.1438147958	21.0277070852	77.1595131279	102.3312936814
54	31	8	19	4	15	20.9350379294	20.8108550878	92.0798566106	118.0597419979
54	31	8	19	5	14.4	20.8876005789	20.7619292367	91.1369384266	115.8902572658
54	31	8	19	6	14.4	20.8309104566	20.7054768151	76.7942216675	98.5303564832
54	31	8	19	7	15.6	20.8886591056	20.768146382	51.5181493038	68.7524313656
54	31	8	19	8	17.2	21.0127981272	20.9015959668	14.6865615026	25.8943137773
54	31	8	19	9	17.8	21.2528713478	21.160521907	0	0
54	31	8	19	10	18.3	21.4376831317	21.3706061014	0	0
54	31	8	19	11	18.3	21.5493871769	21.519022312	0	0
54	31	8	19	12	18.3	21.7102041868	21.7255072935	0	0
54	31	8	19	13	18.3	21.7937827305	21.8519878625	0	0
54	31	8	19	14	19.4	22.0069158428	22.1067058647	0	0
54	31	8	19	15	20	22.1378578092	22.2673192681	0	0
54	31	8	19	16	18.9	22.1366525186	22.2792041018	0	0
54	31	8	19	17	17.2	21.9824703507	22.1159557242	0	0
54	31	8	19	18	16.1	21.8533009177	21.959324571	0	0
54	31	8	19	19	15.6	21.7204148839	21.7907298066	0	0
54	31	8	19	20	15.6	21.6275086487	21.6613197598	0	0
54	31	8	19	21	15	21.5326149933	21.5336167729	0	2.8474405809
54	31	8	19	22	15	21.4439918372	21.4193278146	4.5748996672	15.3915005712
54	31	8	19	23	15	21.2839036697	21.2386895959	28.4360409811	42.5424344473
54	31	8	19	24	15	21.2004704064	21.1425000482	44.6622381418	60.30551189
54	31	8	20	1	14.4	21.013956969	20.9444206626	66.3262312808	83.9223068118
54	31	8	20	2	14.4	20.8925680285	20.8162990207	88.2727406658	107.8168091727
54	31	8	20	3	13.9	20.7395504268	20.6577558832	104.6901293611	125.5198105052
54	31	8	20	4	14.4	20.6655737378	20.5819734032	107.5110308458	127.893383973
54	31	8	20	5	14.4	20.5702326201	20.4856605125	107.4693029349	126.8457338345
54	31	8	20	6	13.3	20.4331543811	20.3474997499	124.1557942192	144.3153533822
54	31	8	20	7	15	20.496704902	20.4159450805	107.2085687344	124.6780687953
54	31	8	20	8	16.7	20.8044739264	20.7367866726	25.3842136827	31.73242915
54	31	8	20	9	18.3	21.2595750553	21.218685499	0	0
54	31	8	20	10	19.4	21.7251868167	21.7270179528	0	0
54	31	8	20	11	20.6	21.8616336397	21.9171613727	0	0
54	31	8	20	12	20.6	22.0344930338	22.1566891602	0	0
54	31	8	20	13	20.6	22.2210236024	22.4096035565	0	0
54	31	8	20	14	20.6	22.3551359926	22.6034630829	0	0
54	31	8	20	15	20	22.4927092058	22.786566335	0	0
54	31	8	20	16	18.3	22.4011294204	22.7144560737	0	0
54	31	8	20	17	18.3	22.33359137	22.6414791527	0	0
54	31	8	20	18	17.2	22.1787950218	22.4516654384	0	0
54	31	8	20	19	16.1	21.9628359935	22.1733516381	0	0
54	31	8	20	20	15.6	21.8386350457	21.9815723749	0	0
54	31	8	20	21	14.4	21.7249544135	21.790826677	0	0
54	31	8	20	22	14.4	21.6412366521	21.6400620304	0	4.5912761417
54	31	8	20	23	14.4	21.5805099129	21.5274424927	0	8.9984794081
54	31	8	20	24	14.4	21.4963173784	21.4047609211	0	18.4137072392
55	31	8	21	1	14.4	21.4088901846	21.2905713344	6.8089277185	32.3782384079
55	31	8	21	2	13.9	21.2930716242	21.156323875	24.0255746453	50.2776792654
55	31	8	21	3	13.9	21.192142215	21.0443610475	39.1757778078	65.5271635489
55	31	8	21	4	13.9	21.0840342865	20.9302590289	51.2888844624	77.186685982
55	31	8	21	5	13.3	20.9275467484	20.7703677685	73.0639457973	99.5868408341
55	31	8	21	6	13.9	20.793748031	20.636384578	95.286758829	122.6122133672
55	31	8	21	7	14.4	20.7846651282	20.632083663	85.1268407267	109.3753652626
55	31	8	21	8	15.6	20.96808469	20.8285367868	28.1205982654	43.104946827
55	31	8	21	9	16.1	21.1797647687	21.0616120596	0	0
55	31	8	21	10	16.1	21.3581371849	21.2701238893	0	0
55	31	8	21	11	16.1	21.5908106898	21.5496854617	0	0
55	31	8	21	12	16.1	21.7249719867	21.7403156021	0	0
55	31	8	21	13	19.4	21.9396651722	22.018044601	0	0
55	31	8	21	14	20	22.0926171156	22.2277089879	0	0
55	31	8	21	15	19.4	22.1199713733	22.2970515265	0	0
55	31	8	21	16	18.3	22.1294562916	22.3304949711	0	0
55	31	8	21	17	17.2	22.0010121761	22.2007321331	0	0
55	31	8	21	18	16.1	21.8436761175	22.0177790973	0	0
55	31	8	21	19	15	21.6614402111	21.7920106549	0	0
55	31	8	21	20	14.4	21.5367331842	21.6160744547	7.2685998108	6.1914570262
55	31	8	21	21	14.4	21.4296917955	21.45733809	17.7712927587	28.016304889
55	31	8	21	22	13.9	21.31249948	21.2962905676	27.6384893646	45.0247013373
55	31	8	21	23	13.3	21.1721099815	21.1219662088	47.9013062633	69.6409287883
55	31	8	21	24	13.3	21.0502911974	20.9760395321	66.4638570995	90.3486996222
55	32	8	22	1	12.8	20.8986381097	20.8066197097	84.9040033025	110.1893124729
55	32	8	22	2	12.2	20.6886769823	20.5830603689	117.998914997	146.0832079312
55	32	8	22	3	12.2	20.5726216468	20.4597556527	135.4440670028	164.3964055859
55	32	8	22	4	12.2	20.4412133709	20.3236078083	138.2909050601	166.0462017871
55	32	8	22	5	11.7	20.1903331684	20.0668160557	172.0646765125	201.8602241075
55	32	8	22	6	12.8	20.1482687685	20.0265679815	179.2871108845	200.0128610571
55	32	8	22	7	13.9	20.1630930838	20.0456742132	131.1231663046	138.821929242
55	32	8	22	8	14.4	20.4538164926	20.3488516263	50.1139104931	50.0977827042
55	32	8	22	9	16.1	20.9197441395	20.8346337382	8.5044629618	13.4509054809
55	32	8	22	10	17.2	21.318326966	21.2553649676	0	0
55	32	8	22	11	18.9	21.7295239735	21.7001076713	0	0
55	32	8	22	12	19.4	22.001086259	22.0200444086	0	0
55	32	8	22	13	20.6	22.1713126085	22.2440379647	0	0
55	32	8	22	14	20.6	22.1974271747	22.3176971411	0	0
55	32	8	22	15	20	22.1421742844	22.2995221937	0	0
55	32	8	22	16	19.4	22.0609446058	22.237140296	0	0
55	32	8	22	17	17.2	22.0128375217	22.1884579394	0	0
55	32	8	22	18	15.6	21.8063350125	21.9583164603	0	0
55	32	8	22	19	15	21.6426817121	21.7575317377	0	0
55	32	8	22	20	14.4	21.506805559	21.5781337019	11.7473081012	10.6198850814
55	32	8	22	21	13.9	21.3893579042	21.4174819638	23.5355026319	32.0560060068
55	32	8	22	22	13.9	21.288753937	21.2808473375	31.028434069	45.3123727507
55	32	8	22	23	13.3	21.1647404754	21.1286125472	44.8823391337	62.4409872406
55	32	8	22	24	13.3	21.0421671495	20.9858002627	62.7732797064	82.4092543142
55	32	8	23	1	12.8	20.8896000886	20.8181946037	84.2771144834	105.803655862
55	32	8	23	2	12.2	20.7382197963	20.6564680836	106.581830829	129.8232935556
55	32	8	23	3	12.2	20.6248495343	20.5371151094	117.7496323766	141.2118969411
55	32	8	23	4	12.8	20.5186999375	20.4278038648	121.6163735044	144.1159515411
55	32	8	23	5	12.2	20.3931902884	20.3012498421	132.1434992616	154.4021185936
55	32	8	23	6	12.2	20.2817367098	20.1911438926	144.2206247691	167.3205821265
55	32	8	23	7	13.3	20.3240002767	20.2378126657	122.9973504469	142.2800682658
55	32	8	23	8	14.4	20.4519978687	20.3747789368	73.5423802283	87.4319767155
55	32	8	23	9	16.7	20.9360279455	20.8800363496	7.2504146726	12.4761933389
55	32	8	23	10	17.8	21.3424733512	21.3052033345	0	0
55	32	8	23	11	18.9	21.558989905	21.5518683258	0	0
55	32	8	23	12	20	21.8357409333	21.8779891023	0	0
55	32	8	23	13	21.1	21.9637100078	22.0543231791	0	0
55	32	8	23	14	22.2	22.0430561276	22.1793797046	0	0
55	32	8	23	15	21.1	22.094757399	22.2460581917	0	0
55	32	8	23	16	20	22.0148614412	22.1818705439	0	0
55	32	8	23	17	17.2	21.8969974314	22.0693676769	0	0
55	32	8	23	18	15.6	21.746472036	21.9011975006	0	0
55	32	8	23	19	15	21.6207542595	21.74556684	0	0
55	32	8	23	20	15.6	21.5347464573	21.6262397384	0	0
55	32	8	23	21	15.6	21.4628623939	21.5224460658	1.570694088	0.5173181716
55	32	8	23	22	15	21.3865261327	21.4192217116	6.7238733287	9.8691441817
55	32	8	23	23	15	21.2881360717	21.2995248427	20.6070228113	26.8688802706
55	32	8	23	24	15	21.1866854122	21.1821647891	37.1234938526	45.6091180768
55	32	8	24	1	14.4	21.0774678855	21.0610852789	52.2293222008	62.3650901902
55	32	8	24	2	13.9	20.9561890218	20.9309365728	68.5209658618	80.2752131519
55	32	8	24	3	13.9	20.8405526762	20.8091278595	83.8887430068	97.0470970358
55	32	8	24	4	12.8	20.6879386867	20.6514200846	104.0453038242	119.0921782734
55	32	8	24	5	13.3	20.5686765516	20.5293695487	120.47792409	136.9003764123
55	32	8	24	6	13.3	20.4607513654	20.4204939393	127.3531062076	144.2268667622
55	32	8	24	7	14.4	20.4413267429	20.4026367471	116.3222849896	131.3284189631
55	32	8	24	8	16.1	20.5877703724	20.5564744943	69.6192162793	78.1412975108
55	32	8	24	9	17.8	20.9269928897	20.9140860758	10.099828069	9.8736307982
55	32	8	24	10	18.3	21.1172605802	21.1243144543	0	0
55	32	8	24	11	20.6	21.357252527	21.4002032276	0	0
55	32	8	24	12	19.4	21.4648619596	21.5491763488	0	0
55	32	8	24	13	20.6	21.7221681639	21.8556887374	0	0
55	32	8	24	14	21.7	21.8653210111	22.0408968909	0	0
55	32	8	24	15	21.7	22.0586447671	22.2597777493	0	0
55	32	8	24	16	20.6	22.1935705753	22.4111497209	0	0
55	32	8	24	17	18.3	22.0849346478	22.2983100373	0	0
55	32	8	24	18	17.2	21.9111202345	22.0948069297	0	0
55	32	8	24	19	15.6	21.7647660104	21.9041110784	0	0
55	32	8	24	20	15	21.6627929995	21.7541422206	0	0
55	32	8	24	21	14.4	21.576718974	21.6234715706	0	0
55	32	8	24	22	13.9	21.4764856613	21.4862805232	1.3246147087	10.7537514224
55	32	8	24	23	13.9	21.3712808526	21.353051234	16.911948765	29.6936225001
55	32	8	24	24	13.9	21.3102894731	21.2729787885	22.9440222476	36.3761267994
56	32	8	25	1	14.4	21.2277465328	21.1766695868	26.8755461133	40.136013038
56	32	8	25	2	13.9	21.1128869141	21.0520527292	42.9942683249	57.2913515473
56	32	8	25	3	13.9	21.0083979396	20.9415065648	60.9337976905	76.4556552647
56	32	8	25	4	13.9	20.9140626518	20.8439196724	70.9819197498	86.7607082789
56	32	8	25	5	13.9	20.8179184891	20.7464309944	78.9126353365	94.5751751071
56	32	8	25	6	13.9	20.7200380094	20.6486439034	89.1813818428	104.9073359346
56	32	8	25	7	13.3	20.6634475001	20.5944761894	91.9485632723	107.3876755017
56	32	8	25	8	13.9	20.6584212777	20.5931253328	80.4660465797	94.1587935845
56	32	8	25	9	13.9	20.6768902263	20.6169139923	64.330720413	75.2360630909
56	32	8	25	10	15	20.7328549703	20.6803951495	48.6510366703	56.5342289527
56	32	8	25	11	16.1	20.9353075025	20.8960261143	26.3850488419	29.8909007709
56	32	8	25	12	17.8	21.1575463975	21.1319261667	0	0
56	32	8	25	13	18.3	21.4097301641	21.4009413782	0	0
56	32	8	25	14	19.4	21.5192131713	21.5248824117	0	0
56	32	8	25	15	19.4	21.5435275937	21.5589595981	0	0
56	32	8	25	16	17.8	21.6495427078	21.6688510714	0	0
56	32	8	25	17	16.7	21.5645466894	21.5708125592	0	0
56	32	8	25	18	15.6	21.4319114623	21.4075673121	0	0
56	32	8	25	19	13.9	21.2886916151	21.2229426876	18.4335895324	34.3855406436
56	32	8	25	20	13.9	21.2002923302	21.0870891635	40.8419885951	69.5345850089
56	32	8	25	21	13.9	21.1319612349	20.9755146993	43.1975142871	79.0483869154
56	32	8	25	22	14.4	21.0859287313	20.8966589929	40.8278318049	78.7375782666
56	32	8	25	23	13.9	21.0254847949	20.8134218455	44.7173782802	82.2999812033
56	32	8	25	24	13.3	20.9399636979	20.7140327014	57.7284877318	94.9723023937
56	32	8	26	1	13.3	20.8483126195	20.6154398959	73.3330002707	110.2219252002
56	32	8	26	2	13.3	20.7538996246	20.5193445737	86.2420394577	122.2150596251
56	32	8	26	3	13.3	20.6484711163	20.4157691445	99.1059610469	134.0768990438
56	32	8	26	4	12.8	20.5434778963	20.3152662264	112.1983716904	146.2931092265
56	32	8	26	5	12.8	20.4399513632	20.217756171	123.2584111626	156.3571602867
56	32	8	26	6	13.3	20.3419741198	20.1266546005	132.0122439832	163.7845034731
56	32	8	26	7	13.3	20.3030723819	20.096296138	128.8157556837	153.727497278
56	32	8	26	8	13.9	20.3949657788	20.201686087	95.7509482264	109.2549508148
56	32	8	26	9	14.4	20.5665040966	20.3912821037	48.7135732479	64.2924760514
56	32	8	26	10	15	20.6845842653	20.5262046391	24.7233913396	40.529171941
56	32	8	26	11	16.7	20.9409256694	20.8063372459	0	2.0855346175
56	32	8	26	12	17.2	21.1796075209	21.0739704405	0	0
56	32	8	26	13	18.3	21.3620004903	21.2923462003	0	0
56	32	8	26	14	18.3	21.448426434	21.4155185738	0	0
56	32	8	26	15	18.3	21.5038992258	21.4999075771	0	0
56	32	8	26	16	18.3	21.5241632221	21.5358122749	0	0
56	32	8	26	17	17.2	21.4497424938	21.4574341574	0	0
56	32	8	26	18	16.7	21.3613548428	21.3447445304	0	0
56	32	8	26	19	15	21.2357514859	21.1794834615	17.7397787285	30.5354933987
56	32	8	26	20	14.4	21.1561650159	21.0515748373	40.121886932	66.3350620485
56	32	8	26	21	14.4	21.1039472927	20.9521200907	42.8131632758	78.0170198208
56	32	8	26	22	14.4	21.0495866574	20.8595273698	42.5710072193	81.9381359001
56	32	8	26	23	13.9	20.9657965258	20.7489525209	53.9866777643	94.4544407641
56	32	8	26	24	13.9	20.8739570255	20.6419799709	71.0198727364	111.0238308076
56	32	8	27	1	13.3	20.7564245555	20.5169388333	89.3740656173	128.6243578637
56	32	8	27	2	13.3	20.6349289704	20.3938272062	107.6200039778	146.0755312019
56	32	8	27	3	12.8	20.497170907	20.2581941189	126.2136828748	163.8943994904
56	32	8	27	4	12.8	20.3700004175	20.1359971131	141.7911931484	178.268558742
56	32	8	27	5	12.2	20.2544447168	20.0269116174	151.0181640518	181.9136017156
56	32	8	27	6	12.2	20.1347098871	19.9157418633	159.3891039714	176.7610108587
56	32	8	27	7	13.3	20.0976589754	19.891592042	149.2408885056	156.240074719
56	32	8	27	8	14.4	20.1541315371	19.9647085275	113.1011542744	115.4901193566
56	32	8	27	9	15	20.3410031975	20.1743183059	66.7978839687	63.4611074993
56	32	8	27	10	16.1	20.5983107984	20.4629759282	29.0024513207	25.7767187867
56	32	8	27	11	17.2	20.8750072632	20.780482673	0	0
56	32	8	27	12	18.3	21.0098248359	20.9620788371	0	0
56	32	8	27	13	18.9	21.2248740559	21.2306903897	0	0
56	32	8	27	14	19.4	21.3521630345	21.4059184199	0	0
56	32	8	27	15	18.9	21.388580375	21.4805948019	0	0
56	32	8	27	16	17.8	21.3838636033	21.4965097031	0	0
56	32	8	27	17	17.2	21.3372695584	21.4509023528	0	0
56	32	8	27	18	15.6	21.2194881539	21.3137356131	2.5061510749	0
56	32	8	27	19	13.9	21.100425622	21.1631531062	37.4024482352	35.2417614441
56	32	8	27	20	13.3	20.9903623132	21.0166705942	65.7414627397	74.6891869975
56	32	8	27	21	12.8	20.889728707	20.8809652252	77.5886382399	94.5792950649
56	32	8	27	22	13.3	20.8223821142	20.7858720664	80.8466921789	101.4971734301
56	32	8	27	23	12.8	20.7016564473	20.6433087488	93.906513091	116.5240926985
56	32	8	27	24	12.8	20.5829704107	20.5093740976	114.8205970334	139.1217682896
56	32	8	28	1	12.8	20.4891651978	20.4053662624	125.8843741922	150.4310766444
56	32	8	28	2	13.3	20.4143499318	20.3246819183	126.6142131843	149.9323661789
56	32	8	28	3	12.8	20.3253900084	20.232243635	130.8249424597	153.3906928648
56	32	8	28	4	12.2	20.1716843016	20.0756133053	152.8229530446	177.1041524408
56	32	8	28	5	11.1	19.9821685487	19.883679154	188.1801834209	207.1761052211
56	32	8	28	6	11.1	19.8203937342	19.7220320552	192.4034868923	209.8318633745
56	32	8	28	7	12.8	19.9055374702	19.8134810869	131.9924304354	142.0296105252
56	32	8	28	8	15	20.250992666	20.1747151437	32.4836402477	30.6251678919
56	32	8	28	9	16.7	20.6098428545	20.5584831747	-12.7328238391	-25.6907880618
56	32	8	28	10	17.8	20.8934953678	20.877522071	0	0
56	32	8	28	11	18.9	21.3177778208	21.3608517407	0	0
56	32	8	28	12	20	21.6929188118	21.8038695925	0	0
56	32	8	28	13	21.1	21.8225597274	21.9976195864	0	0
56	32	8	28	14	21.1	21.8911030526	22.1195633847	0	0
56	32	8	28	15	20	21.9354346268	22.2025422341	0	0
56	32	8	28	16	20	21.9694864841	22.2548721072	0	0
56	32	8	28	17	17.8	21.8546283305	22.1315801769	0	0
56	32	8	28	18	16.1	21.7042908326	21.945555346	0	0
56	32	8	28	19	14.4	21.54995836	21.7369394058	0	0
56	32	8	28	20	13.9	21.4609312973	21.5852697579	10.4277028226	7.0712447553
56	32	8	28	21	13.3	21.3498133074	21.4107150384	20.4238825802	29.9395905305
56	32	8	28	22	12.8	21.2538479499	21.2618997168	32.5965775728	50.5496470766
56	32	8	28	23	12.8	21.1522893106	21.1191779424	45.5526751284	67.7663981813
56	32	8	28	24	12.8	21.0532841319	20.9903227594	57.3955350678	81.2473181667
0	0	8	29	1	12.2	20.9262560016	20.841763297	74.0190577117	98.9404869885
0	0	8	29	2	12.2	20.7816991478	20.6823464186	96.6091857003	122.8578028017
0	0	8	29	3	12.2	20.6354334379	20.526384425	118.0561360342	145.2898055824
0	0	8	29	4	12.2	20.5278797833	20.4138657391	127.6417931155	154.1900748384
0	0	8	29	5	12.2	20.4047628731	20.2887121491	134.8903995228	160.4355027008
0	0	8	29	6	12.2	20.2735486195	20.1574713103	148.8980617119	174.738459105
0	0	8	29	7	13.3	20.2589467202	20.1460350453	140.3394403247	161.9831948066
0	0	8	29	8	15	20.3777970232	20.2745112242	93.2744956061	102.0521491651
0	0	8	29	9	16.7	20.5686126482	20.4849208198	44.0354903539	55.5663215773
0	0	8	29	10	17.8	20.8172069286	20.7626015407	2.192181793	2.7062419949
0	0	8	29	11	18.3	21.0011368944	20.9818751672	0	0
0	0	8	29	12	16.7	20.8879150213	20.9054717381	2.0460485043	0
0	0	8	29	13	16.1	21.0798676559	21.1458268566	16.2159153762	0.3377387129
0	0	8	29	14	15.6	20.8870235069	20.9849053612	30.7230024649	10.4948716049
0	0	8	29	15	14.4	20.9050637985	21.0329892396	43.2027866435	21.1310241432
0	0	8	29	16	15	20.9284022752	21.0794032781	34.4170277595	11.4919705986
0	0	8	29	17	16.1	20.9403802435	21.10383524	26.2139212515	3.7556555651
0	0	8	29	18	15.6	20.8246998112	20.9924313891	43.4263643494	17.0205515614
0	0	8	29	19	15	20.7239704071	20.8979587847	78.9897319856	59.6609008513
0	0	8	29	20	14.4	20.6213168787	20.7886796813	102.1512671923	92.0171915792
0	0	8	29	21	14.4	20.5455501607	20.706715302	107.83615986	100.2509938266
0	0	8	29	22	14.4	20.4753897266	20.6297132082	109.8136530973	103.7001711165
0	0	8	29	23	13.9	20.3733852468	20.5195892103	121.1491345997	118.1707287146
0	0	8	29	24	14.4	20.2939553427	20.4327022069	132.8973845087	132.7133879292
0	0	8	30	1	14.4	20.2160176398	20.3476419583	138.0440059995	139.6345513522
0	0	8	30	2	14.4	20.1314226233	20.2565828894	143.4737286555	146.9625663565
0	0	8	30	3	14.4	20.0295478531	20.1476008517	153.644950753	161.1680810569
0	0	8	30	4	14.4	19.932640222	20.0426184085	156.5286997001	175.2559103703
0	0	8	30	5	15	19.873011312	19.9762312751	147.8694275428	165.483582327
0	0	8	30	6	15	19.6929498943	19.7870609269	164.5217191636	183.5248584182
0	0	8	30	7	16.1	19.8110633264	19.903973644	123.2378294666	137.0972476791
0	0	8	30	8	17.8	20.203188215	20.3032787726	23.2156710208	24.2138044001
0	0	8	30	9	20	20.5364264377	20.6479013968	-20.0946768839	-10.6756456235
0	0	8	30	10	20.6	20.935363234	21.0656049251	0	0
0	0	8	30	11	22.8	21.6386913846	21.7403062973	88.8950945329	0
0	0	8	30	12	26.1	21.8132473532	21.8737960902	62.4401639302	0
