period4	week	month	day	hour	ambient	t_w	t_e	lf_w	lf_e	pwr_w	pwr_e	hg_w	hg_e	crz_w	crz_e	crp_w	crp_e
0	0	9	29	14	21.1	24.1339037792	23.0936155865	227.2	227.2	-3136.5958804915	-5475.7390720471	57223.7079468292	58766.0390638042	56515.1111486773	58765.5617592531	3845.1926786434	5476.2163765982
0	0	9	29	15	20.6	24.2461305501	23.0247637741	255.6	255.6	-2821.9797299247	-5398.3928227924	58115.3898494209	58834.8025405584	57043.4224353697	58719.8551296595	3893.9471439759	5513.3402336913
0	0	9	29	16	18.9	24.2533468844	22.8872566202	284	284	-2702.4913652641	-5485.9597273344	58657.3383206085	59812.0500470002	57538.8598239869	59623.4310210895	3820.9698618857	5674.5787532451
0	0	9	29	17	17.8	24.258451847	22.7895751274	284	284	-2452.6784366709	-5237.8682411348	58644.4056518397	59647.7504317074	57329.0395052083	59268.6959560585	3768.0445833023	5616.9227167837
0	0	9	29	18	15.6	24.2015152078	22.6223719774	14.2	14.2	-2084.1073056818	-4705.4624387704	58993.8748833083	59019.7063525123	57336.8725678154	58289.717712392	3741.1096211747	5435.4510788907
0	0	9	29	19	15.6	23.5757881212	22.5068283428	14.2	14.2	-3520.5082268019	-3078.342033297	49458.7031498536	48251.7207662149	49209.6905548616	47338.3428880362	3769.5208217939	3991.7199114757
0	0	9	29	20	15.6	23.4023767258	22.64370247	14.2	14.2	-2586.911288227	-3269.1485838637	49515.6391835566	54457.3035079664	48690.9648717518	53285.1132348956	3411.5856000318	4441.3388569344
0	0	9	29	21	15	23.4664008862	22.5939233158	14.2	14.2	-2087.4327874696	-3151.0755715361	50358.576863791	51505.468010497	49150.1796072105	50469.8560188081	3295.8300440501	4186.687563225
0	0	9	29	22	15	23.4876615608	22.5790574829	14.2	14.2	-1801.3124795653	-3343.7374783875	50338.6308774162	53539.1587364173	48937.8355294441	52420.2040697317	3202.1078275374	4462.6921450731
0	0	9	29	23	14.4	23.559089458	22.539749371	14.2	14.2	-1572.4852971432	-3219.3207421732	50945.0009724821	51965.2802584278	49388.1035965565	50914.6376054788	3129.3826730688	4269.9633951222
0	0	9	29	24	14.4	23.5901946016	22.4885149328	14.2	14.2	-1463.4505777181	-3128.9469106358	51044.8788268474	52000.9506586973	49433.0825846282	50841.8154993662	3075.2468199373	4288.0820699669
0	0	9	30	1	14.4	22.9725720622	22.3944057279	14.2	14.2	-2503.9872722704	-1470.2304690213	36632.1183706324	36483.0644637335	36494.934590816	35329.080242417	2641.1710520868	2624.2146903378
0	0	9	30	2	13.9	22.7636157426	22.4251071133	14.2	14.2	-1344.0085628009	-1396.2015710269	39416.2086383331	44272.7107300099	38482.5793235497	42823.7118775344	2277.6378775843	2845.2004235024
0	0	9	30	3	13.3	22.7479184239	22.3170342726	14.2	14.2	-733.5216621097	-1072.3432148707	39356.1267314652	40613.0630181827	37885.1426610256	39029.105489451	2204.5057325493	2656.3007436023
0	0	9	30	4	12.8	22.7848015834	22.2942909034	14.2	14.2	-369.1634063454	-1173.3177871225	39962.0040269671	42960.2004517481	38199.9273105476	41231.384448252	2131.2401227649	2902.1337906186
0	0	9	30	5	13.3	22.829704749	22.2839080273	14.2	14.2	-248.7215234069	-1063.8362156291	39915.1930839988	41511.3340350216	38143.5328243779	39846.8680586215	2020.3817830278	2728.3021920292
0	0	9	30	6	12.8	22.8187865834	22.2009806986	14.2	14.2	46.9921878752	-880.4745829961	40140.6176489312	41604.5558692945	38086.946278855	39745.2601420904	2006.679182201	2739.7703102002
0	0	9	30	7	13.3	23.0556336264	22.406311468	14.2	14.2	-1480.4433546896	-2627.2724165366	52833.5838880122	56135.6466807091	50671.0505181784	54111.2745722153	3642.9767245234	4651.6445250304
0	0	9	30	8	16.1	22.9397420558	22.4769881564	14.2	14.2	-2484.9919830647	-3046.4910257544	45245.6631628905	47706.7103467046	44352.1009166061	46621.9796418016	3378.5542293491	4131.2217306574
0	0	9	30	9	17.8	23.3785994095	22.7941084418	14.2	14.2	-3813.6668901789	-5439.8601307954	60826.5442692506	66036.5231144875	59606.9759828382	65181.1792036126	5033.2351765913	6295.2040416703
0	0	9	30	10	18.9	23.2956348589	22.8198679326	255.6	255.6	-4245.9927230345	-5190.6199078988	52811.7216648472	55059.2839821227	52512.0817448725	54812.1275452377	4545.6326430092	5437.7763447838
0	0	9	30	11	20	23.8976806385	23.3032392045	269.8	269.8	-3604.1276143993	-5576.8528344904	56816.6527587211	61398.141940208	56164.8505748999	61259.9807613196	4255.9297982205	5715.0140133788
0	0	9	30	12	21.7	23.9933411967	23.2702039743	284	284	-3594.2853899642	-5627.5357811179	56495.3210246755	58374.9701571205	55969.1630325257	58556.2119941766	4120.443382114	5446.2939440618
0	0	9	30	13	23.3	24.0151856145	23.1530790879	269.8	269.8	-3390.6935559047	-5673.7430342784	57355.5669403538	60328.6764813001	56700.9886050642	60290.3558346402	4045.2718911943	5712.0636809383
0	0	9	30	14	19.4	24.0092311941	23.0114382079	227.2	227.2	-2881.9352376437	-5373.667055105	57304.0827119651	58837.0923157558	56346.4287755059	58733.4559994347	3839.5891741029	5477.3033714261
0	0	9	30	15	18.3	24.1665452078	22.9988881524	255.6	255.6	-2677.510759414	-5365.7907098631	58110.9097695751	58856.9453244498	56905.3797222654	58713.1299390793	3883.0408067237	5509.6060952336
0	0	9	30	16	17.2	24.1964040249	22.891573108	284	284	-2586.6236349526	-5511.5668099778	58590.3620487825	59806.6153944083	57401.4683148268	59637.919723098	3775.5173689083	5680.2624812881
0	0	9	30	17	16.7	24.2152867389	22.7917559071	284	284	-2332.3455361734	-5257.8571719391	58578.9395291902	59636.5686363298	57149.0256516155	59267.6000764397	3762.2594137481	5626.8257318292
0	0	9	30	18	15.6	24.1716362277	22.6339790159	14.2	14.2	-2021.5851921822	-4720.7732326926	59088.7157653916	58994.8184700012	57372.7875618037	58273.4466558973	3737.5133957701	5442.1450467965
0	0	9	30	19	14.4	23.5649312967	22.5373013333	14.2	14.2	-3524.8861822476	-3156.8580074443	49404.9304174917	48226.9566077024	49167.7547149283	47373.1033277357	3762.061884811	4010.711287411
0	0	9	30	20	13.9	23.3101111708	22.6107677896	14.2	14.2	-2518.7680166133	-3236.5156813652	49324.3780523106	54432.4241146316	48436.9498370771	53224.2984346163	3406.1962318468	4444.6413613805
0	0	9	30	21	13.9	23.3931678493	22.5658337883	14.2	14.2	-1959.608809493	-3048.6294323713	50403.7705574844	51476.3633895186	49067.2079039359	50347.8757536232	3296.1714630415	4177.1170682667
0	0	9	30	22	13.9	23.406503319	22.5466716137	14.2	14.2	-1652.9215701103	-3253.3375354426	50223.7561963455	53555.6024966022	48689.0465429909	52351.1837086241	3187.6312234649	4457.7563234207
0	0	9	30	23	13.9	23.4657153928	22.4810923633	14.2	14.2	-1377.2769082102	-3062.6163692714	50956.9456431727	51957.6042000555	49218.2272166402	50772.1028170134	3115.9953347427	4248.1177523135
0	0	9	30	24	13.9	23.4925061036	22.4212776805	14.2	14.2	-1263.9615201564	-2949.5552739691	51004.3425557604	51986.790162374	49214.9256632566	50677.5186958973	3053.3784126602	4258.8267404458
64	37	10	1	1	13.9	22.9398218092	22.388995072	14.2	14.2	-2406.8289183985	-1391.1694785255	36596.5710451462	36522.6175456417	36404.8956843571	35317.0091474003	2598.5042791876	2596.7778767668
64	37	10	1	2	13.9	22.7444371739	22.428215014	14.2	14.2	-1250.3600025475	-1358.0535371555	39299.4308313913	44134.9830094978	38360.3928818123	42734.4955423802	2189.3979521265	2758.5410042731
64	37	10	1	3	13.9	22.8029185262	22.4087334015	14.2	14.2	-819.5691434868	-1205.6720346019	39292.5429159438	40549.906576912	38012.0423447084	39209.0224204597	2100.0697147222	2546.5561910542
64	37	10	1	4	13.9	22.8348154574	22.399952047	14.2	14.2	-563.6036814424	-1364.5809314837	39582.1612185178	42964.6921947551	38133.8282278343	41532.8079169266	2011.9366721259	2796.4652093122
64	37	10	1	5	13.9	22.8825032822	22.3700281987	14.2	14.2	-325.6947998037	-1201.754315597	39778.9602359376	41303.189432111	38166.7341010559	39903.3865833448	1937.9209346854	2601.5571643632
64	37	10	1	6	13.9	22.9258094512	22.3418003309	14.2	14.2	-210.2868508514	-1136.5669801195	40138.6435332582	41344.4107553643	38427.5789817688	39860.3857806183	1921.3514023408	2620.5919548655
64	37	10	1	7	13.9	23.0771388126	22.4627356743	14.2	14.2	-1551.4707247065	-2754.4262719728	52578.8140104684	56057.5120245924	50622.8328333644	54283.6939137078	3507.4519018105	4528.2443828574
64	37	10	1	8	14.4	22.7387921034	22.3159590047	14.2	14.2	-1998.8532734818	-2453.7626883439	45168.0188859805	47490.4892784517	43945.0620499622	46020.7107525491	3221.8101095001	3923.5412142465
64	37	10	1	9	14.4	23.0037030192	22.4344841189	14.2	14.2	-2538.711079157	-4112.0912205236	60823.5901014575	66260.7402824072	58694.541836867	64447.6203458268	4667.7593437475	5925.211157104
64	37	10	1	10	14.4	22.8155003875	22.2986518265	255.6	255.6	-2882.6861462248	-3580.6952497639	53380.3597103536	55312.7973049231	52055.362730742	53912.2642151232	4207.6831258364	4981.2283395638
64	37	10	1	11	15	23.0355049415	22.4279386455	269.8	269.8	-1983.60027996	-3516.3366373526	56796.3346407541	61700.7788368133	54850.1395341015	59983.30767408	3929.7953866126	5233.8078000859
64	37	10	1	12	15	23.1575006378	22.4036039308	284	284	-1786.3443173036	-3415.0301603248	56545.9054026408	58716.5147068171	54583.0901782432	57214.4981829924	3749.1595417012	4917.0466841495
64	37	10	1	13	15	23.3424659635	22.4249549856	269.8	269.8	-1845.5650615524	-3724.8510426235	57332.8234276224	60621.0685521382	55432.6078730196	59153.6668125948	3745.7806161552	5192.2527821669
64	37	10	1	14	15.6	23.4240674773	22.4051527001	227.2	227.2	-1688.6596469585	-3657.7162337992	56965.7597665864	59000.2531385951	55067.6459225423	57664.3751237896	3586.7734910026	4993.5942486047
64	37	10	1	15	15	23.5245413672	22.3628805993	255.6	255.6	-1435.0282960929	-3614.4731809704	57726.4929484857	59004.5660373977	55565.4672291082	57598.2665132755	3596.0540154704	5020.7727050926
64	37	10	1	16	15.6	23.6315864615	22.3542523495	284	284	-1475.6598245502	-3808.9098940182	58131.697969359	59895.4848942206	56026.5827114566	58516.7386097986	3580.7750824526	5187.6561784402
64	37	10	1	17	14.4	23.649713299	22.3006320105	284	284	-1373.7836059542	-3677.9359961999	58272.1203074335	59767.1611034495	56116.29153299	58286.0779497331	3529.6123803977	5159.0191499163
64	37	10	1	18	14.4	23.6186606962	22.2048057936	14.2	14.2	-1054.8449555698	-3274.1170671693	58393.5553626662	59139.5053276013	55953.4057351129	57405.2955474344	3494.9945831231	5008.3268473362
64	37	10	1	19	14.4	23.092523455	22.1661647061	14.2	14.2	-2430.0163442361	-1816.3334062586	48865.3262009987	48325.421935289	47895.8014445809	46537.3487228118	3399.5411006539	3604.4066187358
64	37	10	1	20	14.4	22.8825406202	22.2624166656	14.2	14.2	-1498.7139856525	-1975.4195809247	49419.6789587249	54673.9377390287	47807.1097209587	52602.374324835	3111.2832234187	4046.9829951184
64	37	10	1	21	14.4	22.9707497688	22.2540883541	14.2	14.2	-1014.9565478697	-1912.7165113316	50127.0138852059	51479.8339907726	48131.7645289149	49596.2442633023	3010.2059041607	3796.3062388019
64	37	10	1	22	14.4	23.0036922455	22.2475664453	14.2	14.2	-781.4462681385	-2182.7238882443	50104.5156160152	53653.5302821054	47959.4333674073	51741.1179710662	2926.5285167464	4095.1361992835
64	37	10	1	23	14.4	23.0763248349	22.2192795434	14.2	14.2	-565.0320758322	-2053.9774892926	50611.9874976149	52010.3842374625	48313.832756252	50161.2639018893	2863.1868171951	3903.0978248658
64	37	10	1	24	14.4	23.1295602748	22.1937628276	14.2	14.2	-499.6632131553	-2015.883749901	50752.1320319781	52001.4051617699	48424.9385866371	50094.2320224483	2826.8566584963	3923.0568892226
64	37	10	2	1	14.4	22.6124407461	22.1461343053	14.2	14.2	-1567.1159430735	-536.9233130957	36297.7420266957	36572.698518852	35520.100534736	34726.1349473728	2344.7574350332	2383.4868845749
64	37	10	2	2	14.4	22.3829363144	22.1735040647	14.2	14.2	-466.1833918586	-570.7045873973	39036.5578123525	43822.1348111768	37543.510746972	41883.7686064547	1959.2304572391	2509.0707921194
64	37	10	2	3	14.4	22.473038777	22.1779113268	14.2	14.2	-218.1106842165	-516.3911668506	39031.3506205034	40596.1802709068	37300.8058357125	38699.6653835856	1948.6554690074	2412.9060541719
64	37	10	2	4	14.4	22.5347868036	22.181056972	14.2	14.2	115.2188670462	-730.1405309426	39345.2967554789	42961.5224914346	37340.5797118731	41031.2631573586	1889.4981765597	2660.3998650186
64	37	10	2	5	14.4	22.6068180657	22.1489176082	14.2	14.2	322.3873419314	-533.5134898916	39839.5215390193	41375.110779024	37661.8386146372	39427.0020642079	1855.2955824507	2481.6222047077
64	37	10	2	6	14.4	22.6796200259	22.1514404486	14.2	14.2	321.8191056616	-547.0436932535	40098.3288951988	41431.074832666	37941.5968358969	39466.0818003251	1834.9129536403	2512.0367255944
64	37	10	2	7	15	22.8788877398	22.3054229917	14.2	14.2	-938.6551577687	-2157.7579199637	52482.7457851601	56143.6742996621	50059.4590461749	53912.0422613366	3361.9418967539	4389.3899582892
64	37	10	2	8	16.1	22.6615665894	22.2571511504	14.2	14.2	-1617.2344518755	-2188.5033159005	45392.8700393582	47669.2818905882	43865.5627490806	45963.6726671775	3144.5417421531	3894.1125393112
64	37	10	2	9	16.1	22.9248251716	22.381802174	14.2	14.2	-2309.5334853307	-3899.2672323571	60931.6981819626	66156.1452268509	58643.9323010825	64222.1228051043	4597.2993662108	5833.2896541037
64	37	10	2	10	17.2	22.8035142461	22.3185181099	255.6	255.6	-2784.6382685948	-3587.0244968645	53437.694069952	55513.5995848592	52060.9784356819	54105.3549064523	4161.3539028649	4995.2691752714
64	37	10	2	11	16.1	23.182735947	22.5897166832	269.8	269.8	-2262.993316484	-3926.139311276	56858.5706480033	61741.0549995433	55172.5737017137	60394.1762387349	3948.9902627736	5273.0180720844
64	37	10	2	12	17.2	23.3761985987	22.6481863682	284	284	-2391.8856655164	-4121.3188149828	56453.5523490928	58542.868593272	55019.9441327799	57660.974175909	3825.4938818293	5003.2132323458
64	37	10	2	13	17.2	23.5523532166	22.6716947362	269.8	269.8	-2444.6238866916	-4479.2187959001	57101.503641155	60398.1005720682	55751.4837380691	59587.7330621908	3794.6437897775	5289.5863057775
64	37	10	2	14	16.7	23.5836867917	22.5873607543	227.2	227.2	-2133.2026188809	-4275.6466990801	56965.3703984783	58849.9965243127	55472.2555617059	58037.5768852832	3626.3174556533	5088.0663381096
64	37	10	2	15	17.2	23.697003816	22.5523694106	255.6	255.6	-1901.4233210236	-4216.9643302356	57643.924257183	58813.2926674509	55884.5008421381	57919.5733898481	3660.8467360685	5110.6836078384
64	37	10	2	16	16.7	23.7755130688	22.51149677	284	284	-1889.373906705	-4357.1282698926	58127.293530927	59770.1885379954	56387.4336815698	58836.0038408813	3629.2337560622	5291.3129670067
64	37	10	2	17	16.1	23.8279046989	22.4755048988	284	284	-1803.9171887179	-4274.4238617174	58177.5028453404	59669.1961871637	56392.8519744505	58664.8564612145	3588.5680596078	5278.7635876666
64	37	10	2	18	15	23.7625139819	22.3206946241	14.2	14.2	-1432.1129663985	-3738.7806121224	58404.2537257616	59009.7269311978	56282.4343421201	57638.9035620811	3553.93235004	5109.6039812391
64	37	10	2	19	14.4	23.2468995907	22.2886770511	14.2	14.2	-2788.0646346315	-2177.945783457	48864.0085105935	48160.9497885674	48183.8732507127	46676.347640259	3468.1998945123	3662.5479317654
64	37	10	2	20	13.9	23.0481729542	22.3846719447	14.2	14.2	-1881.4958155605	-2339.4987763694	49372.0432476258	54609.5104337371	48068.2000338365	52820.4680087904	3185.3390293498	4128.5412013161
64	37	10	2	21	13.9	23.1453443425	22.3715721724	14.2	14.2	-1420.8246999008	-2272.7821318246	50140.0765389651	51433.1708105368	48470.3184173835	49832.0246957895	3090.5828214823	3873.9282465719
64	37	10	2	22	13.9	23.168734689	22.3539120464	14.2	14.2	-1170.9835114721	-2511.4185869534	50070.5603269049	53602.4282849055	48242.6355274336	51941.6301157075	2998.9083109434	4172.2167561514
64	37	10	2	23	13.3	23.2257970712	22.3055576289	14.2	14.2	-905.1834347021	-2327.364896259	50646.1593875549	51962.747852174	48619.9088853979	50321.5882968399	2931.4339368591	3968.5244515931
64	37	10	2	24	13.3	23.2652105056	22.2672867889	14.2	14.2	-806.6468963867	-2243.1542796813	50757.6031994284	51937.0099151108	48681.3886597778	50202.8094565982	2882.8614360373	3977.3547381939
64	37	10	3	1	12.8	22.7186277509	22.2027768491	14.2	14.2	-1847.098808488	-732.3093593561	36316.0158884799	36533.3764640835	35755.6422600614	34849.8819272813	2407.4724369065	2415.8038961583
64	37	10	3	2	13.3	22.4875684695	22.2330285411	14.2	14.2	-725.0486963368	-733.950723696	39056.0798435567	43877.8445213131	37755.8036242724	42045.5873653416	2025.3249156211	2566.2078796675
64	37	10	3	3	12.8	22.5485063109	22.2208740988	14.2	14.2	-416.0391411078	-596.5102072922	38966.3640409813	40481.9550569773	37391.3039020218	38652.4065770604	1991.0992800673	2426.0586872091
64	37	10	3	4	12.8	22.6049871182	22.2265918881	14.2	14.2	-58.5000310904	-793.546381061	39377.532532751	43062.4584076645	37503.6371249945	41165.5610696399	1932.3954388469	2690.4437190856
64	37	10	3	5	12.8	22.6730190195	22.1973385772	14.2	14.2	154.1783392572	-611.6128105261	39783.222370137	41312.9460921992	37743.4117853912	39436.5163606149	1885.6322454886	2488.0425421104
64	37	10	3	6	12.8	22.7251383765	22.1779893449	14.2	14.2	218.7213526823	-579.5007553607	40089.7169460053	41422.0068493828	38008.2161619839	39478.114050019	1862.7794313391	2523.3935547245
64	37	10	3	7	13.3	22.8959465224	22.3073986963	14.2	14.2	-1048.2489477231	-2191.4426297758	52487.2569646859	56206.9281753928	50120.1794887614	53967.3070033592	3415.3264236476	4431.0638018094
64	37	10	3	8	14.4	22.6428653663	22.2277053382	14.2	14.2	-1673.1362387313	-2072.8238597325	45272.241820785	47557.0704020549	43797.267471663	45803.9461858271	3148.1105878533	3825.9480759603
64	37	10	3	9	15.6	22.9248229261	22.3851586517	14.2	14.2	-2581.8324909577	-4046.3443798576	60819.8751974476	66321.7685298025	58687.2328724518	64446.7037786205	4714.4748159535	5921.4091310396
64	37	10	3	10	16.1	22.7535674214	22.2901356667	14.2	14.2	-2869.7740588662	-3610.4637090174	52881.8939567897	55138.9482234121	51534.6721994687	53724.5594129938	4216.9958161872	5024.8525194357
64	37	10	3	11	16.7	23.0074674425	22.4435826607	14.2	14.2	-1936.2359163204	-3615.6460465244	56851.3608951073	61703.8068490122	54861.803856976	60063.5650008366	3925.7929544517	5255.8878947
64	37	10	3	12	17.8	23.2442116525	22.5599658909	14.2	14.2	-2074.9022320393	-3869.582692917	56363.333230229	58499.9544290339	54635.3486819483	57384.7802280061	3802.88678032	4984.7568939448
64	37	10	3	13	17.8	23.4201087587	22.590034296	14.2	14.2	-2142.7281276126	-4272.4244751299	57089.5001002343	60392.7576527729	55456.77384315	59386.0239577612	3775.4543846969	5279.1581701416
64	37	10	3	14	17.2	23.5107799379	22.5737045497	14.2	14.2	-1934.7665286913	-4199.856108465	56907.8318855536	58832.9521408288	55220.5900752352	57936.4930466656	3622.0083390097	5096.3152026282
64	37	10	3	15	17.8	23.6536324456	22.5703857558	14.2	14.2	-1797.5721942555	-4256.5655427798	57624.7778111189	58816.1404841492	55757.9356578293	57930.2010750082	3664.4143475451	5142.5049519208
64	37	10	3	16	16.7	23.7116570148	22.5163032908	14.2	14.2	-1776.1189630707	-4360.4972683604	58047.2289239162	59725.8339638637	56210.9329786315	58782.2918071451	3612.4149083554	5304.039425079
64	37	10	3	17	16.1	23.7275226903	22.4390418289	14.2	14.2	-1578.5008388643	-4149.210209762	58090.9818316282	59579.6180924807	56103.7875263867	58469.7797143522	3565.6951441058	5259.0485878905
64	37	10	3	18	15	23.7346465739	22.3373884237	14.2	14.2	-1339.80931559	-3775.9954824833	58406.5169402213	59008.9122396926	56177.2327863296	57655.9446402517	3569.0934694817	5128.9630819242
64	37	10	3	19	14.4	23.2271111874	22.3051564365	14.2	14.2	-2767.308001762	-2265.5675815361	48890.9925794311	48256.0316896477	48176.8587026647	46812.2031730652	3481.4418785284	3709.3960981186
64	37	10	3	20	14.4	23.0468129093	22.4087370166	14.2	14.2	-1885.9238604747	-2450.6195591607	49334.1651743572	54527.7067275216	48030.5673901625	52823.6540235853	3189.5216446694	4154.672263097
64	37	10	3	21	13.9	23.1292809477	22.3758914945	14.2	14.2	-1404.7193745754	-2336.7471592628	50116.2370359713	51399.2144287529	48424.3370383231	49837.017395485	3096.6193722236	3898.9441925307
64	37	10	3	22	13.9	23.145649175	22.3456534931	14.2	14.2	-1126.9872740172	-2536.1247401671	50049.0524524517	53553.1234739533	48175.0846246924	51902.3392110604	3000.9551017765	4186.90900306
64	37	10	3	23	13.3	23.1959060502	22.2870129814	14.2	14.2	-839.8841923251	-2318.7006644343	50643.9584790173	51956.3851893571	48554.4384987599	50291.8537495364	2929.4041725825	3983.232104255
64	37	10	3	24	12.8	23.2397541512	22.2521114679	14.2	14.2	-743.0393644314	-2227.225473653	50750.1376612996	51920.1367794659	48611.1126484631	50160.9251377307	2882.0643772679	3986.4371153882
64	37	10	4	1	12.8	22.6741102534	22.167645132	14.2	14.2	-1733.1998889157	-626.089846463	36322.6504118628	36506.220018486	35658.0541079937	34727.6726808402	2397.7961927848	2404.6371841088
64	37	10	4	2	12.2	22.4231726437	22.1850694822	14.2	14.2	-564.1957431941	-573.7468391068	39071.0904009104	43913.1018656555	37626.0778390434	41936.4453939741	2009.2083050611	2550.4033107882
64	37	10	4	3	11.7	22.4594704234	22.1472953251	14.2	14.2	-180.0346964823	-346.4033643831	39016.6554889846	40539.0518053286	37226.177406249	38484.5556716698	1970.5127792179	2400.8994980419
64	37	10	4	4	11.7	22.5279875538	22.167359791	14.2	14.2	170.7723505475	-545.8332118798	39426.429467802	43145.1453872261	37343.2903588334	41025.8661081698	1912.3667584211	2665.1124909361
64	37	10	4	5	11.1	22.5782053137	22.1227122624	14.2	14.2	407.7958589579	-321.1435628505	39814.3245194723	41376.9972628434	37543.8172540383	39245.6352027083	1862.7114064761	2452.5056229856
64	37	10	4	6	10.6	22.5867314495	22.0630593232	14.2	14.2	575.087396441	-153.0310138571	40123.6969012277	41495.6409526884	37719.9795310163	39178.8916670243	1828.6299737704	2469.7802995212
64	37	10	4	7	11.7	22.8127220745	22.2439245526	14.2	14.2	-758.5010788596	-1880.7156410897	52524.0581580121	56316.4636571757	49900.7888252722	53806.5004628708	3381.7704115995	4390.6788353946
64	37	10	4	8	13.9	22.7400174497	22.340639719	14.2	14.2	-1773.4214549405	-2305.515271047	45316.1502540328	47610.3973529133	43927.794923387	46014.9092942139	3161.7767855863	3901.0033297464
64	37	10	4	9	15.6	23.2474994267	22.723228142	14.2	14.2	-3377.5801350124	-4993.8644918972	60883.1783390236	66151.011550966	59421.666666349	65086.6669356504	4839.091807687	6058.2091072128
64	37	10	4	10	16.1	23.1605251149	22.7432362946	14.2	14.2	-3844.5978551294	-4735.0321381165	52541.4824031178	54788.0287077962	52045.4454121321	54321.1114264996	4340.6348461151	5201.9494194131
64	37	10	4	11	17.2	23.4137839876	22.8745498636	14.2	14.2	-2885.2153614484	-4744.8206615938	56705.3934783221	61453.7432753569	55571.5579766508	60768.0299577692	4019.0508631196	5430.5339791815
64	37	10	4	12	18.3	23.6588586158	23.0115121207	14.2	14.2	-2930.5214895845	-4811.9742328283	56349.3456212276	58298.0949201647	55381.3751495932	57971.3205331847	3898.4919612189	5138.7486198083
64	37	10	4	13	21.7	23.6622906533	22.8675893754	14.2	14.2	-2721.6694128291	-4953.5229516091	57098.7705662975	60310.7075724568	55996.3259616461	59847.5864359152	3824.1140174805	5416.6440881507
64	37	10	4	14	21.1	23.8014292792	22.8542405861	14.2	14.2	-2374.5990859467	-4846.0427770867	57121.6823239455	58777.5166347541	55809.9828931676	58395.7039592338	3686.2985167245	5227.855452607
64	37	10	4	15	20.6	23.8733553913	22.7729447291	14.2	14.2	-2201.7407532924	-4793.5934735909	57830.1890477893	58779.5238762534	56339.091816562	58321.1635630722	3692.8379845197	5251.9537867721
64	37	10	4	16	19.4	23.9222070513	22.7163500476	14.2	14.2	-2080.7264961642	-4816.6317653123	58132.4615583968	59644.2378681898	56591.0996906746	59073.7106109402	3622.0883638864	5387.1590225619
64	37	10	4	17	17.8	23.9428780375	22.6278299009	14.2	14.2	-1877.390979098	-4621.8867894142	58288.4891862777	59535.0290544114	56562.5543333995	58808.4005019104	3603.3258319762	5348.5153419152
64	37	10	4	18	15.6	23.9199001098	22.4974788119	14.2	14.2	-1644.1052725342	-4215.0991352281	58658.7028004936	59018.1791787704	56717.1056168219	58020.6575072229	3585.7024562059	5212.6208067756
64	37	10	4	19	15	23.3740240737	22.4407358285	14.2	14.2	-3073.5849058836	-2690.4355235866	49007.5911729542	48214.926707234	48546.2747298318	47114.9507704266	3534.901349006	3790.411460394
64	37	10	4	20	14.4	23.1568534413	22.5177622677	14.2	14.2	-2123.7872568488	-2822.6993266689	49294.8929438682	54423.3301154193	48192.621786512	53023.0914325522	3226.058414205	4222.938009536
64	37	10	4	21	14.4	23.2179924697	22.4632511328	14.2	14.2	-1586.3438125402	-2609.727576467	50180.9281740714	51373.9921088012	48644.9826758326	50028.3925555406	3122.289310779	3955.3271297276
64	37	10	4	22	13.9	23.2281027663	22.4321024477	14.2	14.2	-1276.7567307803	-2790.5202659059	50089.6755994823	53518.4231151578	48342.6058167519	52071.2252905955	3023.8265135107	4237.7180904682
64	37	10	4	23	14.4	23.2167311955	22.3132646861	14.2	14.2	-874.9478646993	-2405.6252985138	50700.213105005	51915.5626905979	48642.8606783135	50318.1597128789	2932.3002913908	4003.0282762328
64	37	10	4	24	13.9	23.3015368369	22.3166862987	14.2	14.2	-797.7436272967	-2363.7473205145	50788.9597756588	51911.6692326217	48687.8002563087	50258.5095303442	2898.9031466468	4016.907022792
65	37	10	5	1	13.3	22.6901758648	22.1888365252	14.2	14.2	-1785.3923006395	-727.949018669	36429.9823258146	36565.6506917679	35778.3735996719	34841.5765287042	2437.0010267822	2452.0231817327
65	37	10	5	2	12.8	22.4933835124	22.2643277733	14.2	14.2	-709.9522890227	-793.3678927809	38980.1427519583	43812.6147605758	37653.5260047548	42012.1744235412	2036.5690362262	2593.8082298155
65	37	10	5	3	12.8	22.501020838	22.1915943682	14.2	14.2	-319.4636247031	-555.2866667292	39016.4316765087	40495.5204255383	37334.3682836581	38605.6302544703	2001.5270175537	2445.1768377972
65	37	10	5	4	12.2	22.5912908143	22.2355755385	14.2	14.2	18.3826264834	-762.2192119119	39343.9101256113	43056.6878846856	37389.6583149451	41111.3798487958	1935.8691841828	2707.5272478017
65	37	10	5	5	11.1	22.6583083709	22.2002597954	14.2	14.2	223.5986634059	-596.1043103789	39834.3937122472	41334.2292525022	37709.8465286023	39425.915125615	1900.9485202391	2504.4184372661
65	37	10	5	6	11.7	22.6552616369	22.1301824049	14.2	14.2	370.7971214843	-415.3025827348	40103.394195324	41430.6370554559	37879.1967759126	39327.9354490571	1853.4002979271	2518.0041891336
65	37	10	5	7	12.2	22.8587203327	22.2905325106	14.2	14.2	-901.7417489852	-2077.0617934112	52462.4348117643	56223.2442764956	49953.6854895772	53864.2711615793	3410.4910711723	4436.0349083275
65	37	10	5	8	15.6	22.8807854765	22.4801210686	14.2	14.2	-2108.0447344332	-2746.3563887835	45294.9369102498	47564.0877897456	44203.9317421944	46358.1891079338	3199.0499024886	3952.2550705953
