period4	week	month	day	hour	environment	t_1	t_2	t_3	t_4	t_5	hvac_1	hvac_2	hvac_3	hvac_4	hvac_5
76	44	11	22	21	11.7	19.3567798095	19.2021080342	19.0733888662	19.2765108119	19.695060973	-865.6789595216	-372.1506867622	-827.0966845138	-369.2523148611	-1601.676864643
76	44	11	22	22	11.0125	19.0046593982	18.9073895298	18.8121295579	18.9572936314	19.4686218634	-905.7615011297	-391.2037964556	-876.9997875905	-386.9309930018	-1700.5168890059
76	44	11	22	23	10.9125	18.7376696791	18.6566407196	18.5870553606	18.6902876557	19.2786076826	-885.563150724	-388.5383370424	-863.8060824546	-385.3963262459	-1679.3564861673
76	44	11	22	24	10.0375	18.4794492179	18.4148815811	18.3508665401	18.4421530601	19.0861092603	-959.9743679979	-416.9158065456	-938.3959980847	-411.6912370155	-1827.6210429784
76	44	11	23	1	8.7125	18.127201278	18.0817152724	18.0170204638	18.1057869848	18.7896905069	-1073.5977820432	-470.2666615688	-1054.3782481456	-464.8337993702	-2041.8329328039
76	44	11	23	2	8.675	17.9177827811	17.8596217944	17.8123377186	17.8775426795	18.6146434371	-1052.7510800062	-466.6722694624	-1036.3917369851	-463.2409728407	-2010.2496152583
76	44	11	23	3	7.8375	17.7047311117	17.6484620832	17.6007381558	17.6662150075	18.4450420786	-1128.0163481476	-494.5026432877	-1109.3281716423	-489.1655122471	-2155.2690998517
76	44	11	23	4	7.8875	17.5345270992	17.4633416622	17.4282753835	17.4772840132	18.2942309433	-1100.7281991128	-490.1206973472	-1084.9716018194	-487.2912985534	-2108.4912233451
76	44	11	23	5	7.9875	17.4825996686	17.4034170476	17.3811093513	17.4154621643	18.2478870216	-1084.5122428171	-479.641291133	-1068.1753902581	-476.2580810188	-2081.7336236262
76	44	11	23	6	7.425	17.3484114755	17.2852871666	17.2608169818	17.2958273523	18.1228461647	-1135.0032407409	-502.3993036618	-1119.877077603	-498.3194369041	-2173.9713087693
76	44	11	23	7	8.2625	18.205127976	18.170398877	18.1775016773	18.1687521331	18.7350663841	683.5074160049	348.6433488639	766.6698148946	347.8506777759	-83.0352922631
76	44	11	23	8	9.5875	21.1613796878	21.8719180107	21.206950562	21.2422335686	21.5268373459	6177.2388710636	2082.3197253462	6189.1126073792	2937.034118685	8831.5171036961
76	44	11	23	9	11.0625	22.0118804314	23.3652523245	22.0159204852	21.9675715446	22.1290694638	3788.7785763516	410.706233853	3919.4891533465	1800.635652469	5822.3430984793
76	44	11	23	10	12.0125	22.3596239019	24.1719918064	22.2811421769	22.2744968921	22.2619921951	2667.8780704621	-503.4845252247	2827.9456643518	1320.1938120532	4737.5152361984
76	44	11	23	11	12.2	22.6729061715	24.5685096569	22.5128278471	22.5090485993	22.3842019938	1920.949784954	-636.5983161087	2226.5731482997	1024.714158814	4202.3175837746
76	44	11	23	12	12.2	23.0649353741	24.3702225864	22.6863089406	22.6951827034	22.4898345665	1283.5721020247	-619.3313998793	1853.6446689684	840.3528881637	3782.4526731049
76	44	11	23	13	12.575	23.5117043951	23.8531648869	22.788096307	22.8204120131	22.5827370461	429.5493677402	-280.7129520724	1651.0429582018	727.5855966817	3340.2373814184
76	44	11	23	14	13.8	23.9123622583	23.4460262244	22.856657453	22.9165741014	22.6611672275	-659.9332361403	128.3820258716	1402.0521081724	589.0386478293	2784.16042813
76	44	11	23	15	15.15	24.5060917055	23.2205806838	22.871192677	23.1049346389	22.7248153503	-1047.6403528197	274.4940397779	1201.8629800144	361.9528749752	2278.7127977233
76	44	11	23	16	15.225	24.8182931763	23.059359686	22.8182820699	23.3551942981	22.7756191006	-1081.331954387	406.6166510217	1273.1283162669	146.5316642417	2120.3832644901
76	44	11	23	17	13.625	23.8100984532	22.7824392814	22.5970784638	23.1605226024	22.7729987681	-367.1254376629	702.7467339379	1839.7197139892	407.8981030174	2487.1625775866
76	44	11	23	18	12.8	22.9565757135	22.5532383241	22.4359359228	22.7302834433	22.6951423811	1437.6969663425	940.4218848369	2292.2783853017	793.9787341408	2856.2936734413
76	44	11	23	19	12.425	22.6048278868	22.4167159514	22.3403454578	22.5014749641	22.6175009921	2037.2787926036	1107.6394832869	2572.952789776	1015.4241092333	3166.5119523969
76	44	11	23	20	11.8875	22.4046734496	22.3226901538	22.2653204183	22.3637077357	22.5575051178	2530.8281378758	1253.5692302861	2842.0905150138	1204.1578485463	3496.0027255337
76	44	11	23	21	11.325	22.2827519146	22.2532872233	22.2029129577	22.2733445262	22.5092649992	2914.422453989	1378.8285742713	3096.2526368649	1351.8228127347	3808.9980564869
76	44	11	23	22	10.7875	20.3431159712	20.3750202753	20.2456233139	20.4199842127	20.8018618409	-1133.9104770283	-481.1828663939	-1112.3006174028	-469.6705258893	-2129.2493704798
76	44	11	23	23	10.225	19.1679173657	19.2063852334	19.0614811952	19.246216711	19.7058139203	-1015.6410161251	-441.5744194099	-995.0339983735	-433.9345634677	-1912.6202003915
76	44	11	23	24	9.625	18.6837501513	18.6878091351	18.5863292632	18.7184215115	19.2900431419	-1030.6643348628	-451.4802399724	-1012.6901127265	-445.5382342048	-1953.7111917034
76	44	11	24	1	9.0875	18.3171804368	18.3016410706	18.2205133877	18.3252610267	18.9800419423	-1051.2057100884	-462.0906715633	-1033.889899759	-456.6928933955	-2001.53167933
76	44	11	24	2	9.2125	18.1014044346	18.0566051159	17.9993591732	18.074273058	18.7940048515	-1010.876814575	-447.7242837109	-994.7973028521	-444.1241174251	-1934.8323375243
76	44	11	24	3	8.7125	17.9164435782	17.8615326323	17.8141878457	17.87919839	18.6331801312	-1049.1997348033	-460.6547929712	-1031.5252629795	-455.9691650023	-2009.2509559356
76	44	11	24	4	7.6125	17.6344566287	17.5863345929	17.5336875501	17.6036489543	18.3917459826	-1145.2186457271	-503.690090266	-1127.3551114414	-498.3618200323	-2189.1506968766
76	44	11	24	5	6.8875	17.3833731278	17.3307047397	17.2818341022	17.3463375172	18.1769188407	-1200.9398322814	-530.8864174293	-1183.6361439704	-526.213810413	-2295.7929762716
76	44	11	24	6	7.0125	17.2555412632	17.1824737924	17.150531009	17.1960014725	18.0637047989	-1171.2705563717	-520.9466035375	-1155.1215812667	-517.8649204559	-2244.8755942813
76	44	11	24	7	8.2625	18.1767566312	18.1402204097	18.1305312255	18.1512447378	18.7102505939	740.2207582318	393.1084011825	861.7595973609	390.7918581902	-86.3129775534
76	44	11	24	8	9.2125	21.1163612716	21.8626872628	21.1398092835	21.1904339916	21.5154326779	6354.9736529801	2139.0353422446	6485.0581626955	3046.7918846725	8959.7236836751
76	44	11	24	9	10.15	22.0076140027	23.616142189	21.969913439	21.8954896634	22.1480631765	4052.0173587785	212.0475856653	4380.0516109189	1966.787088472	6266.4029372123
76	44	11	24	10	11.2875	22.3877371311	24.59369402	22.2112297432	22.2014012003	22.244627528	2715.7016546691	-681.7856691025	3129.358412044	1466.1007500382	4996.0833775888
76	44	11	24	11	12.3875	22.7920611823	24.9472543236	22.4646117496	22.4578466132	22.3620527093	1685.6470104036	-647.5626824288	2330.5133808636	1078.5815711461	4282.0827450994
76	44	11	24	12	13.1125	23.2355719427	24.7233428929	22.6621141298	22.668777202	22.4689684599	874.7911047804	-589.9966315533	1783.2455794954	814.0010689676	3683.4155742199
76	44	11	24	13	13.675	23.6842356447	24.0434778167	22.7762462316	22.8083338634	22.5629026646	-81.2662249749	-450.4627848002	1502.0253012539	661.5669400767	3185.3697447847
76	44	11	24	14	15.275	24.3501408626	23.5194495534	22.8441983275	22.9051857179	22.6437088714	-989.3267594815	-45.1430262011	1205.0024354008	501.3131340519	2529.2488359966
76	44	11	24	15	16.1	24.9225819147	23.2681991625	22.8733025255	23.0617414775	22.7134706951	-1013.7543088784	172.3500957296	1064.6246093449	337.0234385686	2112.0967206666
76	44	11	24	16	15.4125	25.0783770967	23.0695181709	22.7974709266	23.2753257844	22.7633000783	-1201.3623617418	384.9522123174	1271.163116797	203.4744218803	2117.7729721257
76	44	11	24	17	14.3125	24.0429417002	22.7855339922	22.5823620619	23.1118981054	22.7618478141	-602.2762169148	657.8021606056	1775.3305658087	406.1609853623	2361.0152848522
76	44	11	24	18	13.525	23.0250261528	22.5653967726	22.4390252612	22.7177115091	22.6865423416	1204.3795500839	885.1951073615	2187.6752371543	755.8843129264	2721.5191414882
76	44	11	24	19	12.9875	22.6439237411	22.4400259108	22.3608286752	22.5136138686	22.6113387528	1899.0372060488	1045.5460534207	2443.7297036325	964.9809356379	3065.3145871652
76	44	11	24	20	12.8	22.4404795144	22.3626919167	22.3048122534	22.3974751963	22.5576217129	2331.231894041	1149.3458210094	2616.4085935737	1106.8981073783	3295.3348138541
76	44	11	24	21	12.425	22.3273950918	22.3077027742	22.2589119111	22.3246329865	22.5193624609	2654.2421866567	1241.7863946792	2795.2282036898	1219.1668888204	3523.783828142
76	44	11	24	22	12.2	20.5042209044	20.5636923482	20.4370984256	20.6020228474	20.8693764279	-976.5522561066	-418.5198087624	-960.6230465062	-408.7969087908	-1822.695997782
76	44	11	24	23	11.8875	19.6025083923	19.6526739087	19.5297359271	19.6863650088	20.0579329495	-876.8074778946	-380.6941437372	-860.5819608438	-374.0136962162	-1649.6128312845
76	44	11	24	24	11.0125	19.1179314909	19.1494857191	19.0470091375	19.1769985059	19.6369029501	-920.6437964897	-402.0163804038	-905.4298393542	-395.6131431639	-1739.8948332516
77	44	11	25	1	10.9125	18.8192621143	18.8261303977	18.7507998157	18.8464348693	19.3808075996	-896.1164179043	-396.7216190476	-883.5743133691	-392.6619737457	-1703.2029996046
77	44	11	25	2	11.475	18.7164373968	18.6986484637	18.6516787468	18.7143786504	19.2967799672	-818.3229664436	-363.714819634	-807.3089770531	-360.9948119282	-1568.0710106126
77	44	11	25	3	11.7	18.6798286315	18.6527473596	18.6231880191	18.6660429959	19.2473262798	-788.2016300966	-349.3874793459	-778.0390958102	-346.6616772366	-1512.2950361974
77	44	11	25	4	11.7	18.6399961373	18.6129077658	18.5908925555	18.62593547	19.1932035556	-783.896797663	-347.24672968	-774.4875824026	-344.4867349128	-1501.5524007863
77	44	11	25	5	11.7	18.6085449961	18.5810367072	18.5631087844	18.5938182007	19.155089664	-780.2036032256	-345.886099022	-771.3540990545	-343.2165591348	-1493.6908438342
77	44	11	25	6	11.7	18.5903691628	18.5603834829	18.5451489518	18.5732507982	19.1283854162	-778.2887341225	-344.9752387136	-769.4711702678	-342.3782460038	-1488.4900459894
77	44	11	25	7	12.0125	18.64445295	18.6081953927	18.6249849677	18.6112328343	19.1396059991	-673.3817544869	-297.4750034976	-602.9985372678	-304.3531677095	-1424.5204516512
77	44	11	25	8	11.8875	21.3989100758	21.4736214696	21.4526103176	21.4795152283	21.7505934198	5405.5245812004	2533.7275556338	5376.294246948	2546.7711017482	7559.0268266069
77	44	11	25	9	11.7	22.014674486	22.1469110926	22.0622924308	22.077784051	22.1856417323	3610.469581718	1502.5307948097	3425.5931199662	1592.4690376038	4995.1485428832
77	44	11	25	10	12.3875	22.2440280852	22.5330887116	22.3129988459	22.3348449887	22.306894628	2881.677551803	995.8324234568	2663.3982990593	1211.3573119865	4399.3998985288
77	44	11	25	11	13.4875	22.5878152207	23.2329874469	22.5684735105	22.5852330251	22.3997692506	1888.9676037489	380.7383221232	1903.971355148	858.1135513416	3794.4971933739
77	44	11	25	12	14.2125	22.9560703875	23.5445387614	22.7485531792	22.7715175146	22.4902948481	1180.2596914805	38.7478221474	1462.4641786666	649.1684090239	3289.5883962211
77	44	11	25	13	14.775	22.8964627539	23.2449997604	22.7817736603	22.8203847864	22.5515119289	1190.1319700485	260.2429618037	1337.3439321224	579.6683373563	2921.0319642281
77	44	11	25	14	14.3125	22.7567820862	22.9919366992	22.7320534583	22.7756603757	22.57218178	1471.249786587	503.0677590495	1477.7658179813	639.3889994988	2930.4630361923
77	44	11	25	15	14.5875	22.7283437811	22.8151253398	22.6617388093	22.7230529903	22.5751052991	1463.7182502338	605.5621592002	1563.2685375801	659.5470968469	2839.8996308105
77	44	11	25	16	14.625	23.165582565	22.7223584766	22.6183255191	22.8491994845	22.5911141788	834.6984383726	666.1538121291	1638.1080364504	567.5873066633	2779.0355681991
77	44	11	25	17	14.775	22.976786793	22.5731511814	22.486139	22.751550937	22.5982726796	1060.9342132239	795.9764733179	1907.9328147195	628.9225672432	2715.6656617725
77	44	11	25	18	14.625	22.6080465122	22.4605859468	22.3979595065	22.5397271701	22.5643987038	1724.2358668807	923.6784469151	2137.7544085773	838.0961421751	2851.276509887
77	44	11	25	19	14.0875	22.4473615728	22.3918592511	22.3454969885	22.4323516502	22.5314072847	2127.4993862505	1035.7343039579	2341.5842060785	986.9687042531	3092.9944563099
77	44	11	25	20	13.2125	22.3492644291	22.3418606476	22.3023725003	22.3630194358	22.5065218943	2484.4931911277	1151.076019063	2572.8347390743	1122.9709231258	3392.1564244651
77	44	11	25	21	12.425	22.287091564	22.3024442738	22.2624882202	22.3120210859	22.486066315	2750.6296798059	1248.5863763826	2787.4185165404	1234.1991045347	3656.488546746
77	44	11	25	22	12.2	20.464862252	20.5628790729	20.4463909107	20.5948299735	20.8289135902	-972.951474084	-418.6845921474	-962.0624197553	-408.6329278972	-1816.052348077
77	44	11	25	23	12.2	19.6128349948	19.6957381851	19.5871944206	19.7210840085	20.05348975	-841.4069975383	-368.6201512488	-831.5100770785	-362.253087765	-1583.2874700344
77	44	11	25	24	12.2	19.273020615	19.323134082	19.2456529954	19.3418525436	19.7508836484	-799.6519994516	-353.2408432261	-791.3631468266	-348.4410383498	-1514.7433698851
77	44	11	26	1	12.2	19.0820147102	19.1089230999	19.0535304567	19.1235234715	19.5825917497	-777.0107358232	-343.9502105849	-769.1694887242	-339.9653106625	-1478.7729092413
77	44	11	26	2	12.2	18.9619817699	18.9731146491	18.9325709155	18.9849753976	19.4733144927	-762.6081978337	-338.0008976537	-755.1009279695	-334.4591383806	-1455.1806723204
77	44	11	26	3	12.2	18.8795207854	18.8747217614	18.8424124458	18.8848729027	19.3977671669	-752.8791297248	-333.1802194573	-744.6214328421	-329.7938405147	-1439.1222280138
77	44	11	26	4	11.8875	18.7931747615	18.7789723315	18.7509341899	18.790731148	19.3126347681	-779.2995937208	-343.7513012496	-770.0994670875	-340.1836705344	-1487.0222853718
77	44	11	26	5	12.0125	18.7392135814	18.7190573572	18.7010752731	18.7310449419	19.257572873	-758.0861508211	-337.0935226312	-750.445505035	-334.5920771479	-1447.8802466994
77	44	11	26	6	11.8875	18.6827840627	18.6650649793	18.6420451395	18.6757332499	19.2226972846	-767.1192541561	-338.1941731418	-758.0465273253	-334.6745863076	-1469.0870277221
77	44	11	26	7	11.7	18.6516201124	18.6209266858	18.6296703324	18.6225696773	19.1574358035	-648.4660932912	-289.3116311164	-570.155906221	-294.8527371927	-1493.4204548732
77	44	11	26	8	12.0125	21.4121983662	22.0150993147	21.4484836597	21.4946578795	21.7384306289	5222.2972410692	1860.4108374594	5199.395471221	2536.4665596959	7382.8230606678
77	44	11	26	9	12.2	22.140137701	23.5278141059	22.1028158887	22.1030476839	22.2108557772	3227.3729836067	200.2289026527	3305.4678943307	1527.9017335804	4896.7165964476
77	44	11	26	10	12.8875	22.5115612217	24.4009065035	22.3815137473	22.3762645091	22.3529499056	2164.9019827487	-567.6873769351	2434.7804127802	1130.7011245505	4117.3641816513
77	44	11	26	11	13.675	22.9195812042	24.9990462828	22.5984308465	22.5951610237	22.4591983869	1292.5573704556	-587.2832733095	1829.5013392281	840.0999190632	3546.2322843667
77	44	11	26	12	13.9	23.3000750586	24.822736082	22.7838374235	22.7930434306	22.5547381254	655.2243536188	-549.4999845329	1462.6139575715	661.0107093034	3143.4452997529
77	44	11	26	13	14.2125	23.445875318	24.0018724668	22.9244156821	22.951448182	22.6310465143	316.5654558513	-406.0606467695	1236.308930428	537.2593920457	2796.548060046
77	44	11	26	14	14.4	23.504045292	23.4958999915	22.9618967885	23.0100840974	22.6820099784	171.1744431219	37.417188928	1167.9462242094	485.8221360387	2578.1804254417
77	44	11	26	15	14.0875	23.3914643561	23.1983338117	22.8956085608	23.0057161727	22.7043318693	432.4362403075	357.6494800307	1314.2742337417	508.5955551811	2565.7560593202
77	44	11	26	16	13.9	23.1124627205	22.9414707344	22.7428339683	22.9013809162	22.6975997437	976.4491752092	576.2447756842	1538.473983991	595.0315444215	2607.8183226404
77	44	11	26	17	13.9	22.7439069646	22.673628522	22.548508431	22.6624419699	22.656653846	1561.1246924086	753.4941209511	1881.5998097362	755.6400396795	2708.2190011155
77	44	11	26	18	13.525	22.5162224342	22.5027298746	22.423931378	22.496636729	22.6045112099	2035.1438682563	942.2607119478	2216.922253902	943.4973065784	2956.1239406947
77	44	11	26	19	13.3	22.4022377225	22.4112699797	22.3560466878	22.4093636299	22.5623922993	2324.9633319213	1058.4477508393	2413.3597396683	1055.8755016975	3154.9433408572
77	44	11	26	20	13.3	22.3380362203	22.3580974398	22.3138850775	22.3579203838	22.5299228028	2486.0232942543	1122.814710425	2524.2336065503	1118.7316066417	3275.3274813949
77	44	11	26	21	12.9875	22.293394706	22.3202098788	22.2812846065	22.3207743902	22.5045429582	2647.3884958955	1190.2395857226	2655.1132854391	1185.4258915438	3448.0686899792
77	44	11	26	22	12.8	20.6472512354	20.7416215805	20.6323256138	20.7685710993	21.0327401639	-933.0792864439	-394.2805655344	-920.5410684265	-382.4651889731	-1754.4293620124
77	44	11	26	23	13.1125	19.7797297368	19.855000081	19.7452144803	19.8788766087	20.2054358829	-752.3178286794	-328.4268588679	-741.9757786917	-321.9202972704	-1421.0669903704
77	44	11	26	24	13.3	19.5144888442	19.5457753259	19.4733884434	19.5617863689	19.9565982099	-698.3801642601	-307.1287917934	-689.0076048946	-302.6296154102	-1326.8967430588
77	44	11	27	1	13.3	19.3491192783	19.3596610972	19.3093824633	19.3726168556	19.8006152374	-678.957415323	-299.0129819675	-670.1377577525	-295.1638483219	-1293.8270382453
77	44	11	27	2	12.6125	19.1540042963	19.1682040142	19.1172387894	19.1822080161	19.6310954201	-737.0888870511	-322.3594119283	-727.3951279854	-317.533401375	-1403.4925427478
77	44	11	27	3	12.2	18.9672780033	18.9785226834	18.9321485424	18.9917929645	19.4666549268	-763.1463201002	-337.6164109202	-754.8459886643	-333.788981501	-1453.6728454327
77	44	11	27	4	12.575	18.9167219277	18.9142070728	18.8834604089	18.9251624527	19.4251326177	-713.5913451243	-318.0034840568	-706.6536759576	-315.5673547985	-1366.4734065729
77	44	11	27	5	13.4875	18.9671524453	18.9617736926	18.9417093037	18.9710077508	19.4889354954	-613.7275618287	-275.2305138941	-608.4795373939	-273.9059177909	-1189.6215712409
77	44	11	27	6	14.5875	19.0403371125	19.0689639417	19.0305530886	19.0746967643	19.6241941916	-493.9363788266	-224.4599230322	-491.3339001459	-223.5674391394	-990.4922894495
77	44	11	27	7	13.625	18.9848911172	19.0516170508	18.9853228001	19.0631007331	19.5896786633	-602.7308729293	-262.8783802393	-596.6455971885	-258.0761317643	-1191.1715061266
77	44	11	27	8	12.425	21.4742048058	21.9188653628	21.5117251945	21.6066017228	21.814987716	5033.2289202381	1948.3345237124	5055.9991829601	2367.2951172053	6966.4412733292
77	44	11	27	9	12.2	22.0937474124	22.734801788	22.1124785971	22.1310801858	22.2451488726	3352.0792503352	842.378159813	3236.6053104449	1485.4714725253	4667.8323059842
77	44	11	27	10	12.2	22.4662899064	23.8623088884	22.3853490254	22.3983828792	22.3702947045	2345.9326855624	-140.0925310183	2504.0507067065	1142.3080312639	4185.4199193537
77	44	11	27	11	12.2	22.9141821549	24.5950437438	22.5655320614	22.5747053515	22.4699378912	1504.1620743236	-646.4818855534	2092.4086007535	947.6944636598	3831.4993787386
77	44	11	27	12	13.2625	23.4267219674	24.8765448921	22.7175491886	22.7378907331	22.5614706473	530.0509377567	-597.1561888649	1656.8178545106	740.993099227	3260.5616407626
77	44	11	27	13	14.2125	23.7551162055	24.2463554496	22.8426257206	22.8824442667	22.6428639339	-331.5381191107	-484.5740698496	1364.858972714	587.9420518558	2763.0675352177
77	44	11	27	14	14.775	24.1432965765	23.5641725142	22.8865675585	22.9506069095	22.7005163507	-1004.7143577397	-59.3134941753	1231.6951904259	505.2211074561	2455.3477757674
77	44	11	27	15	15	24.7094256573	23.2496516008	22.8589988267	23.0497552323	22.7399597196	-1090.9119865815	260.0454361866	1245.6156511563	414.3290873323	2282.399677272
77	44	11	27	16	14.3125	24.709006279	23.0085759542	22.7390316313	23.1854551052	22.7615205751	-1176.9513087135	502.2841093981	1505.1519421734	347.0568817117	2373.2773754005
77	44	11	27	17	13.525	23.6854828987	22.7146617102	22.5248892766	22.9963885051	22.7333258787	-218.0722656883	757.4922979508	1999.3163987457	548.0215774054	2618.2866315685
77	44	11	27	18	12.9875	22.8893289875	22.4984623242	22.3784882824	22.6208647189	22.6508794186	1539.1976480962	990.5504588874	2413.1428605895	873.3454543394	2947.8453571126
77	44	11	27	19	12.425	22.5386379384	22.368326489	22.2878993071	22.4253627291	22.5778155649	2194.3106095969	1170.2327136942	2720.0179857065	1103.6028546663	3305.6942390793
77	44	11	27	20	12.575	22.360445239	22.2942355973	22.2336289685	22.3207931964	22.5257908369	2563.9539316954	1251.670867961	2846.4137724369	1217.9585678848	3454.0494644071
77	44	11	27	21	12.425	22.2642973736	22.2457674553	22.193982065	22.2583158506	22.4879760539	2822.8367445368	1323.4184493418	2977.1716388235	1305.4723905632	3631.4272684605
77	44	11	27	22	12.575	20.438622127	20.4835438403	20.3521746626	20.517529667	20.8522042891	-919.7183327976	-392.3672581787	-901.8736301625	-382.5890199997	-1729.9547346433
77	44	11	27	23	12.425	19.5634657127	19.596191202	19.4689238855	19.625854664	20.0678212787	-804.4344314656	-347.1148238153	-785.9529657646	-340.3643801511	-1530.1068169644
77	44	11	27	24	11.8875	19.1245875599	19.1364786974	19.0333718364	19.1614549474	19.68621069	-813.8688090156	-354.8169324578	-797.342531687	-349.2528631349	-1557.0810700017
77	44	11	28	1	11.7	18.8582654243	18.8492976058	18.7694573813	18.8691936082	19.4576632259	-804.1630539796	-353.2856085886	-789.093050832	-349.031408341	-1546.8186829031
77	44	11	28	2	11.325	18.6545319659	18.6386300459	18.5699142374	18.6562641029	19.2860599633	-824.443595678	-361.7195811008	-809.5820929798	-357.378690313	-1589.8883010861
77	44	11	28	3	10.7875	18.4561503471	18.4351175131	18.3729002649	18.4519876293	19.113312977	-864.0183166133	-380.0068792631	-849.4738588324	-375.7853571509	-1665.7442556608
77	44	11	28	4	10.6	18.3176537478	18.2836102014	18.2324142005	18.2986279675	18.9903478072	-869.7532940179	-384.2254022864	-855.6865085376	-380.7372725764	-1678.6201836912
77	44	11	28	5	10.225	18.1904391538	18.1525279205	18.1046736095	18.1668872669	18.8826448977	-899.2561731843	-395.985191432	-884.5476086041	-392.0629682811	-1735.7003239982
77	44	11	28	6	10.375	18.1109892819	18.064921896	18.024604999	18.0766308089	18.8137617334	-872.1047450903	-387.5239727499	-858.7896570472	-384.8795197067	-1688.4056730338
77	44	11	28	7	10.6	18.1017767992	18.0510439935	18.017233631	18.0617887608	18.8064226809	-845.5173020788	-374.5024529448	-832.1028491797	-371.8342703145	-1641.7273625494
77	44	11	28	8	10.6	18.1646102421	19.096110431	18.0912319592	18.1167140867	18.7931494201	-850.8964964215	-443.5144488447	-839.2246144186	-376.3222651273	-1638.4578336046
77	44	11	28	9	10.9125	18.5094491372	21.0355247669	18.4022143713	18.3837531282	18.8678859348	-850.7206212248	-531.1733558765	-836.8770234165	-377.0636026859	-1586.652143199
77	44	11	28	10	11.1	19.1023143076	22.7233706679	18.8218418632	18.7722295308	19.0131578496	-893.0914167316	-605.651157527	-861.6449910101	-387.3458075475	-1576.4968747295
77	44	11	28	11	11.475	19.8969565432	23.4735704834	19.279207467	19.2098638301	19.2034104094	-937.6067469777	-621.0955805671	-870.8989625931	-396.7722921541	-1534.7991372546
77	44	11	28	12	12.0125	20.9504249602	23.678652371	19.7067790409	19.6573294901	19.4528805631	-993.9539973148	-593.9513275761	-856.9059503867	-390.9331676719	-1473.0970596648
77	44	11	28	13	12.8875	21.909039472	23.0906258806	20.0844836738	20.0837915131	19.7390755655	-1000.5796990043	-506.2203223306	-797.8755065388	-366.2453428095	-1346.8653586219
77	44	11	28	14	13.3	23.36678881	22.1767706367	20.2471081714	20.3442014003	20.0049975438	-1119.2038498311	-436.285873191	-768.8121725071	-349.3801237326	-1317.761622532
77	44	11	28	15	13.675	24.6154527205	21.4929113579	20.2936197314	20.671258084	20.2211032051	-1224.9967471779	-384.7500398056	-730.7087938945	-352.7358639335	-1283.0217966292
77	44	11	28	16	13.9	24.9194654658	21.0959365796	20.2681089999	21.2523429479	20.4026224511	-1243.1160546835	-350.377984762	-702.5205668845	-375.7309922612	-1276.0754154979
77	44	11	28	17	13.525	23.567992468	20.5413834984	19.9288994505	21.1599053767	20.4031442039	-1149.4125604829	-341.8157255975	-709.5311471011	-372.6163537306	-1357.8302655247
77	44	11	28	18	12.9875	21.5163512249	19.9725362077	19.5530114858	20.3556786897	20.1941291984	-972.9576142799	-341.0917049316	-728.7085019502	-350.9130541327	-1429.0008103772
77	44	11	28	19	12.425	20.3342709235	19.5230087357	19.2441937964	19.7549931558	19.9289049905	-892.2865593295	-345.1908994718	-757.075836025	-347.0297922541	-1490.4716711686
77	44	11	28	20	11.8875	19.6028235852	19.1642548593	18.9733796323	19.303608803	19.6832568397	-869.0533318041	-356.6991680141	-789.0362952954	-355.6443494007	-1552.2303021501
77	44	11	28	21	11.325	19.1054784727	18.8639343393	18.7254321538	18.9490424425	19.4602090569	-876.5185507749	-371.5124543523	-826.1543451564	-368.8554121149	-1623.801757002
77	44	11	28	22	10.7875	18.7464028427	18.6047948794	18.5006065945	18.6592112252	19.2563734568	-897.2039637562	-387.61424452	-863.1403736555	-384.3019490789	-1693.4936513729
77	44	11	28	23	10.9125	18.5497536951	18.4435919885	18.3729478987	18.4783807161	19.1337083069	-859.7084570236	-376.9680809865	-835.3010587845	-374.5346753556	-1641.5457152287
77	44	11	28	24	11.1	18.4541927719	18.3671741209	18.3156360699	18.3904183091	19.0780729506	-827.5048882479	-363.2670485464	-807.4726624237	-360.5606860248	-1592.6966917056
0	0	11	29	1	10.7875	18.3341491365	18.2663668547	18.2193378396	18.2846993863	18.9864341377	-850.484228625	-372.9777745877	-832.6581198298	-369.4808192977	-1640.259031387
0	0	11	29	2	10.6	18.2276470634	18.1648083119	18.123339518	18.1798186941	18.8965072338	-859.7679189027	-378.9884636962	-843.6892416885	-375.8213024691	-1659.8511799758
0	0	11	29	3	10.225	18.1211162192	18.0645200903	18.0233294481	18.0784606866	18.8101106128	-891.5138535017	-391.9440663438	-875.5146081392	-388.2090121006	-1721.1639834706
0	0	11	29	4	9.3125	17.939874039	17.8932187771	17.8458934102	17.9080487618	18.6580575212	-976.9883538285	-429.037023072	-960.666944383	-424.4009226408	-1880.1513811409
0	0	11	29	5	9.2125	17.8128498952	17.7587122083	17.7187807178	17.7712598413	18.5501863788	-973.6344316212	-432.3296221464	-959.0663618687	-429.3050646245	-1876.9102713048
0	0	11	29	6	9.0875	17.7427423229	17.6862782248	17.6501677397	17.6985827693	18.4974868546	-981.1584456379	-433.4971045393	-965.8728920779	-430.0145897326	-1894.5517808157
0	0	11	29	7	7.525	17.5076181303	17.4666701854	17.4145010548	17.4824275508	18.297997642	-1136.8257972095	-498.0710935838	-1119.0448521567	-492.1236465374	-2181.4240908698
0	0	11	29	8	8.075	17.4837738807	18.440089021	17.3922284698	17.4247026896	18.2185717579	-1065.2592216499	-546.5020971003	-1052.2640175338	-476.6121331509	-2041.2862097007
0	0	11	29	9	8.525	17.8955955054	20.8775708974	17.7350858639	17.7113157706	18.3398338809	-1057.9372743039	-653.2875339119	-1037.660163328	-465.964225814	-1975.3282735818
